N	3gram	Losev_Prob_2	Hudozhes
1	в том что	4	11
2	о том что	14	7
3	подобно тому как	2	4
4	в то же	4	4
5	том что в	2	3
6	в самом деле	2	3
7	не может быть	3	3
8	ни о чем	1	3
9	с одной стороны	5	3
10	для того чтобы	2	3
11	тем не менее	12	3
12	что она не	1	2
13	и об этом	1	2
14	о том как	1	2
15	и в этом	3	2
16	только в том	4	2
17	до сих пор	4	2
18	и в то	1	2
19	хотя бы и	3	2
20	можно было бы	2	2
21	но тем не	1	2
22	так же как	1	2
23	в данном случае	5	2
24	то же самое	5	2
25	как будто бы	5	2
26	того или иного	5	2
27	не только не	2	2
28	не только в	2	2
29	и т д	6	2
30	более глубокое и	1	1
31	это же самое	1	1
32	в тот момент	1	1
33	на том что	1	1
34	ничего и не	1	1
35	той или иной	1	1
36	мы пока еще	1	1
37	то ни стало	1	1
38	да и не	1	1
39	это было бы	1	1
40	но то что	1	1
41	в настоящее время	16	1
42	мы ничего не	1	1
43	который как раз	1	1
44	что на этом	1	1
45	же как и	1	1
46	во что бы	1	1
47	как раз и	4	1
48	тот или иной	4	1
49	именно то что	1	1
50	в том случае	2	1
51	бы то ни	2	1
52	между тем как	1	1
53	в этом отношении	1	1
54	же самое время	4	1
55	что не только	1	1
56	и не будет	1	1
57	том числе и	2	1
58	с самим собою	1	1
59	а с другой	1	1
60	точно так же	3	1
61	едва ли может	1	1
62	то или иное	2	1
63	то и другое	1	1
64	что же мы	1	1
65	в таком случае	10	1
66	не то что	1	1
67	и то что	7	1
68	том случае если	1	1
69	сказать что они	1	1
70	что бы то	1	1
71	что это за	1	1
72	нечто такое что	1	1
73	в противоречие с	1	1
74	сих пор мы	1	1
75	об этом тоже	1	1
76	тем что он	1	1
77	то что она	2	1
78	и еще раз	1	1
79	перед нами в	1	1
80	то время как	1	1
81	о чем не	1	1
82	так или иначе	6	1
83	все более и	1	1
84	и о них	1	1
85	с другой стороны	5	1
86	только о том	1	1
87	бы не было	3	1
88	содержит в себе	2	1
89	что же такое	4	1
90	а в том	1	1
91	нельзя сказать что	1	1
92	гораздо более глубокое	1	1
93	заключается в том	2	1
94	в то время	1	1
95	та или иная	2	1
96	в этом случае	7	1
97	с самого начала	2	1
98	более и более	1	1
99	но все же	1	1
100	можно сказать что	3	1
101	ни с чем	1	1
102	друг от друга	2	1
103	если бы не	3	1
104	можно судить по	1	1
105	в том числе	2	1
106	каждого из нас	1	1
107	по преимуществу к	1	1
108	но как только	1	1
109	это только на	1	1
110	обратим внимание на	1	1
111	пока еще не	4	1
112	именно тем что	1	1
