N	2gram	Vygotskiy__3	Mirosoze
1	и в	25	46
2	в нем	2	22
3	у него	1	22
4	может быть	13	21
5	в этом	14	20
6	не только	6	18
7	и не	10	18
8	никогда не	4	18
9	для него	5	18
10	но и	4	15
11	не может	6	15
12	как и	15	13
13	ведет к	1	13
14	а не	1	13
15	не есть	3	13
16	друг друга	4	12
17	прежде всего	4	12
18	потому что	6	12
19	и он	1	11
20	в ней	1	11
21	у нас	1	11
22	но в	1	10
23	та же	1	10
24	в себе	2	10
25	он не	4	10
26	не в	6	9
27	отношение к	1	8
28	в своем	4	8
29	так как	12	8
30	переходит в	1	8
31	человека к	1	8
32	как бы	10	8
33	но это	5	8
34	человека и	5	7
35	в мире	2	7
36	как в	9	7
37	и к	5	7
38	в этой	5	7
39	хотя бы	1	7
40	и потому	2	7
41	и для	2	7
42	что он	6	7
43	вопрос о	1	6
44	что это	5	6
45	и здесь	2	6
46	доходит до	1	6
47	так же	17	6
48	того что	10	6
49	и там	1	6
50	то же	2	5
51	есть не	1	5
52	не способен	1	5
53	друг к	1	5
54	совсем не	1	5
55	в самом	3	5
56	бы и	1	5
57	привести к	1	5
58	что она	5	5
59	что все	1	5
60	к другу	1	5
61	в своей	2	5
62	в отношении	6	5
63	в конце	1	5
64	во всем	3	5
65	и его	2	5
66	к тому	4	5
67	и это	4	5
68	один из	6	5
69	в его	15	5
70	для того	7	5
71	то что	15	5
72	и все	4	5
73	также и	1	4
74	мысль что	1	4
75	с его	2	4
76	на деле	3	4
77	думать что	1	4
78	чем у	1	4
79	в жизни	3	4
80	том что	20	4
81	тому что	2	4
82	не имеет	1	4
83	того чтобы	8	4
84	только и	1	4
85	перед ним	3	4
86	должен быть	1	4
87	что у	1	4
88	так и	5	4
89	на путь	1	4
90	для этого	2	4
91	означает что	1	4
92	уже не	2	4
93	что и	10	4
94	в свою	3	4
95	до конца	1	4
96	есть уже	1	4
97	что в	17	4
98	все что	2	4
99	смысле слова	2	3
