N	2gram	Nazirov_Tr_1	Psycholo
1	то что	4	44
2	и в	18	33
3	в этом	9	28
4	и что	4	25
5	как бы	7	25
6	все время	1	24
7	потому что	2	24
8	том что	4	22
9	того чтобы	1	22
10	может быть	7	22
11	что в	4	21
12	в том	2	21
13	о том	2	20
14	что он	6	20
15	только что	1	15
16	как это	3	14
17	что это	5	13
18	таким образом	1	13
19	то есть	3	13
20	так же	4	13
21	и не	7	13
22	все это	4	13
23	самом деле	1	12
24	в самом	2	12
25	к тому	2	12
26	и все	4	12
27	он не	2	11
28	что все	2	11
29	говорит что	2	10
30	что она	2	10
31	в трагедии	1	10
32	в его	3	10
33	не может	5	10
34	то же	5	9
35	в этой	4	9
36	и если	1	9
37	по себе	1	9
38	в конце	3	8
39	как будто	3	8
40	в рассказе	2	8
41	вместе с	1	8
42	в своем	3	7
43	не только	8	7
44	в нем	4	7
45	так что	2	7
46	до конца	2	7
47	для нас	1	7
48	и т	1	6
49	в ней	1	6
50	перед нами	2	6
51	все эти	3	6
52	в себе	4	6
53	и вот	1	6
54	но он	1	6
55	что эта	1	6
56	тому что	1	6
57	в самой	1	6
58	это не	5	6
59	мы видим	1	6
60	у него	6	6
61	а не	1	6
62	это и	1	5
63	в целом	4	5
64	и на	7	5
65	все же	5	5
66	и как	3	5
67	как он	1	5
68	как и	5	5
69	самого начала	1	5
70	никогда не	2	5
71	и его	6	5
72	и это	2	5
73	с самого	1	5
74	и совершенно	1	5
75	с ним	3	5
76	заключается в	1	5
77	и есть	1	4
78	той же	1	4
79	в которой	1	4
80	я не	4	4
81	с совершенно	1	4
82	говорит о	2	4
83	видит что	1	4
84	это было	1	4
85	с тем	2	4
86	для чего	1	4
87	в своей	1	4
88	одна из	2	4
89	как мы	1	4
90	и о	1	4
91	можно было	1	4
92	жизнь и	3	4
93	об этом	4	4
94	о нем	1	4
95	не просто	2	4
96	того что	1	4
97	в двух	1	4
98	только в	1	4
99	никто не	3	4
100	по поводу	2	4
101	что не	1	4
102	в частности	2	4
103	мы узнаем	1	4
104	с этой	1	4
105	совершенно не	1	4
106	это в	1	4
107	в таком	2	4
108	например в	1	3
109	к своей	1	3
110	и до	2	3
111	и за	2	3
112	событий и	1	3
113	и он	3	3
114	но не	1	3
115	конце концов	1	3
116	как в	3	3
117	что именно	1	3
118	вот как	1	3
119	на этом	1	3
120	здесь мы	1	3
121	его в	2	3
122	ни в	2	3
123	этого слова	1	3
124	должно быть	3	3
125	обратимся к	1	3
126	но если	1	3
127	т п	1	3
128	борьбу с	1	3
129	что этот	2	3
130	тем самым	3	3
131	она не	1	3
132	в то	5	3
133	эпизод с	3	3
134	ли это	1	3
135	нас от	1	3
136	с ее	3	3
137	в мире	3	3
138	так и	5	3
139	за то	1	3
140	понятно что	1	3
141	и здесь	2	3
142	что и	2	3
143	дело с	1	3
144	с одной	1	3
145	в виде	2	3
146	всяком случае	1	3
147	могло бы	1	3
148	в одном	2	3
149	не для	1	3
150	тем что	2	3
151	но и	4	3
152	на этот	1	3
153	обратиться к	1	3
154	не было	1	3
155	эти слова	1	3
156	видит в	1	3
157	в той	1	3
158	смысле этого	1	3
159	еще раз	2	3
160	при таком	1	3
161	что оно	1	3
162	все события	1	3
163	указывает на	1	3
164	за этим	1	3
165	к этой	1	3
166	точно так	2	3
167	во всяком	1	3
168	сам по	1	2
169	и то	2	2
170	силы и	1	2
171	на две	1	2
172	жизни ее	1	2
173	что эти	2	2
174	сам автор	1	2
175	а как	2	2
176	и ее	2	2
177	литературы и	1	2
178	не был	2	2
179	столь же	2	2
180	с его	2	2
181	во всех	1	2
182	как говорит	2	2
183	что ее	1	2
184	и наконец	1	2
185	не в	2	2
186	но в	6	2
187	говорит не	1	2
188	чтобы превратить	1	2
189	бы и	2	2
190	представляет собой	1	2
191	бы не	1	2
192	если он	1	2
193	по словам	2	2
194	при этом	3	2
195	для разработки	1	2
196	тем и	1	2
197	и холодного	1	2
198	никому не	1	2
199	ввел в	1	2
200	и чтобы	1	2
201	на все	1	2
202	в них	1	2
203	всю жизнь	1	2
204	почти в	1	2
205	взгляд на	1	2
206	в такой	1	2
207	в котором	1	2
208	что говорит	2	2
209	вопрос о	2	2
210	умирает и	1	2
211	не понимает	1	2
212	быть не	1	2
213	что ему	1	2
214	не имеет	2	2
215	как много	1	2
216	только не	1	2
217	этими словами	1	2
218	же время	6	2
219	во всем	1	2
220	вместо того	1	2
221	перед ним	1	2
222	но все	2	2
223	в пьесе	1	2
224	что при	1	2
225	в ее	2	2
226	эти мысли	1	2
227	на нее	1	2
228	когда его	1	2
229	и с	7	2
230	в последней	1	2
231	ничего не	2	2
232	но может	1	2
233	в виду	1	2
234	ему нужно	1	2
235	но мы	1	2
236	знает что	2	2
237	и она	1	2
238	один из	3	2
239	отца и	2	2
240	связи с	1	2
241	уже в	3	2
242	чтобы он	1	2
243	свою трагедию	1	2
