N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	38	30
2	в этом	15	20
3	то что	8	20
4	и не	42	18
5	в том	8	18
6	и с	17	14
7	что он	2	13
8	не только	9	12
9	том что	3	12
10	что в	7	12
11	как мы	7	11
12	в его	43	11
13	а в	6	11
14	сказать что	4	11
15	и вообще	2	10
16	а также	1	10
17	не было	2	10
18	и даже	3	10
19	все же	6	9
20	кроме того	3	9
21	было бы	8	9
22	не в	7	9
23	в то	4	9
24	не может	27	9
25	для него	1	9
26	в своем	5	8
27	но в	4	8
28	связи с	2	8
29	но и	9	8
30	в связи	2	8
31	вместе с	1	8
32	до конца	1	7
33	то есть	46	7
34	ни в	11	7
35	которую он	1	7
36	точки зрения	8	7
37	никогда не	5	7
38	не менее	4	7
39	может быть	26	7
40	а не	5	7
41	как это	2	7
42	для нас	1	7
43	и все	3	7
44	также и	3	6
45	хотя и	3	6
46	и к	3	6
47	в себе	4	6
48	тем не	3	6
49	и его	16	6
50	у нас	2	6
51	то время	1	6
52	только в	13	6
53	прежде всего	13	6
54	о чем	1	6
55	к этому	2	6
56	жизни и	1	6
57	и я	1	5
58	то в	1	5
59	все эти	5	5
60	при этом	5	5
61	как и	7	5
62	в своей	7	5
63	в котором	2	5
64	по себе	1	5
65	к концу	1	5
66	в дальнейшем	3	5
67	так и	5	5
68	с ним	5	5
69	другими словами	2	5
70	и что	2	5
71	того что	2	5
72	но что	1	5
73	как бы	22	5
74	все это	3	5
75	в результате	1	5
76	из этого	1	5
77	то же	5	4
78	я не	2	4
79	и он	2	4
80	в ней	4	4
81	и на	3	4
82	время в	1	4
83	с его	2	4
84	отношение к	10	4
85	в которой	1	4
86	что это	2	4
87	в целом	3	4
88	в этой	1	4
89	и если	1	4
90	в нем	15	4
91	он не	3	4
92	его в	9	4
93	это было	1	4
94	и мы	1	4
95	несмотря на	3	4
96	в этих	2	4
97	мы должны	2	4
98	не есть	6	4
99	и о	5	4
100	здесь не	4	4
101	можно сказать	2	4
102	о том	4	4
103	конечно не	5	4
104	вовсе не	2	4
105	именно в	1	4
106	так же	1	4
107	но это	3	4
108	в начале	2	4
109	и наконец	6	4
110	на этот	1	4
111	по поводу	2	4
112	можно говорить	2	3
113	отношения к	6	3
114	едва ли	3	3
115	и вот	1	3
116	что можно	1	3
117	работает над	1	3
118	во всех	11	3
119	но не	12	3
120	отличие от	5	3
121	как в	4	3
122	и как	8	3
123	им в	1	3
124	всех этих	1	3
125	таким образом	10	3
126	в них	5	3
127	должно быть	5	3
128	с точки	6	3
129	в отличие	5	3
130	но он	1	3
131	в россии	2	3
132	не могли	2	3
133	том же	2	3
134	вплоть до	1	3
135	к такому	1	3
136	же время	3	3
137	в области	11	3
138	сравнительно с	1	3
139	и это	3	3
140	впрочем не	1	3
141	что и	2	3
142	вообще в	1	3
143	мы будем	3	3
144	уже не	1	3
145	я в	1	3
146	в виде	2	3
147	здесь мы	2	3
148	последние годы	2	3
149	даже и	1	3
150	или иначе	1	3
151	дело в	2	3
152	не говоря	1	3
153	в данном	4	3
154	да и	3	3
155	по существу	2	3
156	и для	11	3
157	еще более	1	3
158	хотя бы	4	3
159	в свою	2	3
160	в таком	3	3
161	это в	1	3
162	и особенно	1	3
163	и есть	2	2
164	в чисто	1	2
165	из его	1	2
166	приходит к	1	2
167	мы уже	1	2
168	его не	2	2
169	единство и	2	2
170	который был	1	2
171	время как	1	2
172	не вполне	2	2
173	есть для	1	2
174	по своему	1	2
175	в общем	1	2
176	себе и	1	2
177	как к	2	2
178	я должен	2	2
179	есть его	3	2
180	в самом	7	2
181	как он	1	2
182	на то	2	2
183	не могла	1	2
184	а к	2	2
185	мысли и	1	2
186	которой не	1	2
187	на этом	2	2
188	есть единство	2	2
189	и может	1	2
190	это не	5	2
191	этого не	1	2
192	с тем	1	2
193	нисколько не	1	2
194	на первый	2	2
195	и при	2	2
196	ли он	1	2
197	в их	10	2
198	где на	2	2
199	однако в	1	2
200	раз и	2	2
201	она не	2	2
202	иной раз	1	2
203	не имеет	9	2
204	правда в	1	2
205	в самых	1	2
206	того чтобы	2	2
207	того и	1	2
208	не о	1	2
209	уже и	1	2
210	уже о	1	2
211	которое в	1	2
212	и часто	1	2
213	к тому	1	2
214	в настоящее	1	2
215	некоторой степени	1	2
216	можно и	2	2
217	в виду	4	2
218	свою очередь	1	2
219	говоря уже	1	2
