N	2gram	Losev_Vesc_1	slovoVRo
1	и в	21	39
2	может быть	16	37
3	и т	19	35
4	и его	2	33
5	не только	36	24
6	и не	29	22
7	но и	18	21
8	не может	17	20
9	в нем	2	19
10	в этом	4	16
11	все это	5	16
12	так и	3	15
13	а не	19	14
14	отличие от	1	13
15	в пределах	1	13
16	слова в	2	13
17	во всех	2	12
18	в отличие	1	12
19	в истории	1	11
20	слово в	2	11
21	вовсе не	10	10
22	и с	8	9
23	не в	5	9
24	со своим	7	9
25	языковое сознание	1	9
26	таким образом	8	8
27	оно не	3	8
28	себя в	10	8
29	прежде всего	9	8
30	слова и	5	8
31	точки зрения	5	8
32	еще не	8	7
33	с его	1	7
34	в него	1	7
35	при этом	1	7
36	в этих	1	7
37	для него	4	7
38	с ним	8	7
39	никогда не	2	7
40	могут быть	1	7
41	как мы	4	7
42	язык и	1	7
43	в его	2	7
44	языка как	2	7
45	и даже	6	7
46	и потому	5	7
47	как бы	12	7
48	языкового сознания	1	7
49	в сущности	4	6
50	но не	5	6
51	в своем	6	6
52	все же	4	6
53	и к	1	6
54	но в	5	6
55	все эти	3	6
56	в слове	2	6
57	как и	8	6
58	она не	4	6
59	языка в	1	6
60	жизни и	2	6
61	человека в	1	5
62	это не	5	5
63	том что	8	5
64	по себе	13	5
65	мышления и	1	5
66	слово и	4	5
67	той или	2	5
68	с другой	6	5
69	один из	3	5
70	в том	8	5
71	с ними	3	5
72	с одной	3	5
73	конечно не	1	5
74	уже не	9	5
75	и их	7	5
76	одной стороны	3	5
77	или иной	1	5
78	и для	9	5
79	только в	14	5
80	для нас	2	5
81	и все	5	5
82	и наконец	1	5
83	в зависимости	1	4
84	отношение к	1	4
85	словом в	1	4
86	всех этих	1	4
87	то же	6	4
88	его в	2	4
89	с другими	8	4
90	в новое	1	4
91	ни в	1	4
92	в отношении	4	4
93	не менее	3	4
94	в то	3	4
95	одна из	5	4
96	в основе	3	4
97	или как	2	4
98	во всем	1	4
99	зависимости от	1	4
100	что оно	8	4
101	для этого	4	4
102	поэтому и	1	4
103	для всех	1	4
104	так как	7	4
105	даже и	4	4
106	себя и	4	4
107	языка не	1	4
108	в той	3	4
109	в смысле	12	4
110	а в	4	4
111	оформления и	1	4
112	ту же	2	3
113	как это	2	3
114	в чисто	1	3
115	должна быть	4	3
116	собственном смысле	3	3
117	той же	2	3
118	единство и	1	3
119	человека и	1	3
120	говорить о	6	3
121	в чем	6	3
122	сама по	3	3
123	в собственном	2	3
124	стороны и	2	3
125	перед нами	2	3
126	и как	8	3
127	бы и	5	3
128	и социальной	1	3
129	на этом	2	3
130	не с	7	3
131	с точки	3	3
132	не столько	1	3
133	его от	1	3
134	этом отношении	1	3
135	в ней	12	3
136	единый и	1	3
137	а также	1	3
138	к нему	1	3
139	что и	3	3
140	в свете	7	3
141	быть и	1	3
142	него нет	1	3
143	у него	2	3
144	в особенности	1	3
145	в свою	4	3
146	смысла и	5	3
147	если она	1	3
148	как к	4	3
149	к проблеме	1	3
150	и от	3	3
151	но это	10	3
152	слово для	1	3
153	что в	9	3
154	из себя	3	3
155	хотя бы	6	3
156	сказать что	17	3
157	во всяком	3	3
158	новое время	1	2
159	можно говорить	2	2
160	также и	6	2
161	в сфере	4	2
162	это и	6	2
163	ведь и	5	2
164	с таким	1	2
165	мы уже	3	2
166	и само	2	2
167	мы не	6	2
168	именно к	1	2
169	но она	3	2
170	с ее	6	2
171	конечно и	1	2
172	точка зрения	1	2
173	не все	1	2
174	с этим	3	2
175	кроме того	4	2
176	хотя и	4	2
177	бы только	1	2
178	более или	1	2
179	себе как	2	2
180	в себе	14	2
181	т д	19	2
182	в виде	1	2
183	и более	1	2
184	из него	1	2
185	глухое и	1	2
186	факт что	1	2
187	значение в	1	2
188	конечно в	1	2
189	зрения и	2	2
190	в свой	2	2
191	далеко не	1	2
192	независимо от	5	2
193	очень легко	1	2
194	и вне	2	2
195	мы видели	1	2
196	смысл и	9	2
197	или менее	1	2
198	и другие	1	2
199	но он	2	2
200	однако в	1	2
201	тогда когда	5	2
202	дело в	4	2
203	того чтобы	3	2
204	чем не	2	2
205	в одном	2	2
206	только и	2	2
207	к ней	2	2
208	отличие его	1	2
209	и оно	3	2
210	отличается от	7	2
211	должен быть	2	2
212	оно может	2	2
213	самого же	1	2
214	и образ	3	2
215	свою очередь	4	2
216	на нем	1	2
217	без всякого	4	2
218	в себя	13	2
219	степени и	2	2
220	так в	1	2
221	в дальнейшем	1	2
222	как с	4	2
223	в другом	2	2
224	здесь как	1	2
225	о нем	1	2
226	и здесь	4	2
227	о том	6	2
228	существенной и	1	2
229	но мы	1	2
230	в различных	1	2
231	может не	2	2
232	нуждается в	1	2
233	ним и	1	2
234	еще более	2	2
235	оно требует	1	2
236	вне себя	2	2
237	и темное	1	2
238	что он	1	2
239	почти все	2	2
240	всяком случае	2	2
241	действительность но	1	2
242	со всеми	1	2
243	где они	1	2
244	же и	1	2
245	уже в	1	2
246	этого предмета	2	2
247	и чисто	1	2
248	его и	2	2
249	для того	2	2
250	то что	27	2
251	не было	1	2
252	до сих	1	2
253	именно в	1	2
254	а именно	1	2
255	с которым	1	2
256	его как	1	2
257	в одно	1	2
258	входить в	1	2
259	но оно	1	2
260	слово слово	1	2
261	вместе с	1	2
262	может стать	1	2
263	как вещь	9	2
264	в данном	5	2
265	если оно	4	2
266	себя то	1	2
267	и нет	1	2
268	сих пор	1	2
269	от нас	1	2
270	в более	1	2
271	не знаем	2	2
272	она может	4	2
273	или в	2	2
274	в результате	3	2
275	в языке	1	2
276	и ни	1	2
277	жизни в	1	2
278	только с	3	2
279	может и	1	2
280	значимости слова	1	2
281	к его	1	2
282	только о	1	2
283	все что	1	2
284	с новыми	1	1
285	себя как	2	1
286	исторический материал	1	1
287	нем нет	1	1
288	словом как	1	1
289	того же	5	1
290	действительности все	1	1
291	силы и	1	1
292	возможны и	1	1
293	во-первых все	1	1
294	и есть	26	1
295	между двумя	1	1
296	мы говорим	5	1
297	из самых	2	1
298	по преимуществу	2	1
299	sui generis	1	1
300	от которых	1	1
301	когда это	1	1
302	и этот	2	1
303	важно для	1	1
304	ней нет	1	1
305	есть не	14	1
306	своего внутреннего	1	1
307	предмета в	1	1
308	этот свой	1	1
309	моментов самой	1	1
310	и о	3	1
311	вещами а	1	1
312	нас это	1	1
313	и такой	1	1
314	социальной действительности	4	1
315	и становление	1	1
316	полное и	1	1
317	и заставляет	2	1
318	как не	1	1
319	мы ее	5	1
320	единым и	1	1
321	и говорить	1	1
322	момент в	6	1
323	и этого	2	1
324	не нужно	2	1
325	между собой	1	1
326	быть в	1	1
327	слова эти	1	1
328	как таковая	2	1
329	то мы	2	1
330	а следовательно	2	1
331	видели что	1	1
332	то он	1	1
333	всегда стремится	1	1
334	абстрактно в	1	1
335	не просто	19	1
336	существуют другие	1	1
337	есть предмет	2	1
338	чем же	3	1
339	и выражения	2	1
340	его на	1	1
341	что как	1	1
342	частей и	1	1
343	применении к	2	1
344	себя так	1	1
345	могли бы	1	1
346	для ее	2	1
347	все новые	1	1
348	форму своего	1	1
349	или иную	2	1
350	без остатка	1	1
351	в самом	9	1
352	та же	1	1
353	момент его	1	1
354	сущности и	1	1
355	приведет к	4	1
356	выражение в	3	1
357	действительности а	1	1
358	в этой	3	1
359	однако как	1	1
360	от необходимости	1	1
361	ее как	2	1
362	на то	4	1
363	если он	1	1
364	и идея	1	1
365	общения с	23	1
366	смыслом и	3	1
367	вообще не	2	1
368	что она	15	1
369	по самому	3	1
370	и признанное	1	1
371	и единое	1	1
372	но именно	2	1
373	вокруг себя	1	1
374	и только	3	1
375	и еще	2	1
376	не значит	7	1
377	о существенном	1	1
378	и полному	1	1
379	и по	1	1
380	с собой	2	1
381	одно и	5	1
382	быть настолько	1	1
383	об этом	3	1
384	поэтому понимание	1	1
385	а его	1	1
386	на этой	1	1
387	знает что	2	1
388	это было	1	1
389	те или	4	1
390	для нее	2	1
391	действительности в	2	1
392	должен был	1	1
393	новые и	1	1
394	и тем	3	1
395	мог бы	5	1
396	может стремиться	1	1
397	но уже	3	1
398	не предмет	1	1
399	о которых	1	1
400	и представить	1	1
401	все равно	2	1
402	восприятие и	1	1
403	несмотря на	1	1
404	в категории	1	1
405	в один	1	1
406	одного и	1	1
407	оно же	1	1
408	в окружающей	1	1
