N	2gram	Trubetskoy_1	Istorich
1	и в	23	22
2	в этом	12	17
3	что в	8	15
4	не только	7	14
5	мы видели	2	13
6	но и	9	12
7	и не	8	12
8	в этих	3	11
9	может быть	16	11
10	и пр	1	11
11	но в	4	10
12	таким образом	31	10
13	еще не	5	10
14	в нем	3	9
15	что и	7	9
16	в том	30	9
17	что он	7	9
18	вместе с	6	9
19	как мы	2	8
20	мы видим	1	8
21	что они	2	8
22	с этим	11	8
23	том что	19	8
24	но не	2	7
25	то что	18	7
26	мы должны	4	7
27	уже не	1	7
28	из них	5	7
29	так как	7	7
30	с другой	6	7
31	другой стороны	5	7
32	к этому	5	7
33	то же	4	6
34	мы уже	4	6
35	не вполне	3	6
36	это не	3	6
37	в ином	1	6
38	ничего не	1	6
39	связи с	4	6
40	возможно что	1	6
41	так в	1	6
42	если бы	8	6
43	в них	2	6
44	то и	2	6
45	друг друга	2	6
46	мы можем	6	6
47	а не	1	6
48	в течение	4	6
49	а в	3	6
50	с ней	1	6
51	с большим	1	5
52	все же	13	5
53	он не	3	5
54	что она	1	5
55	здесь мы	1	5
56	в этой	6	5
57	тем не	4	5
58	не менее	7	5
59	могут быть	1	5
60	к нему	2	5
61	того что	6	5
62	один из	1	5
63	так что	5	5
64	не противоречит	1	5
65	до сих	8	5
66	в частности	2	5
67	этом случае	4	5
68	сих пор	8	5
69	одним из	4	4
70	и на	6	4
71	все эти	19	4
72	видели что	1	4
73	отношение к	4	4
74	не в	8	4
75	на этом	2	4
76	и с	5	4
77	можно найти	1	4
78	у нас	3	4
79	к ней	1	4
80	видим что	1	4
81	и его	1	4
82	тем что	1	4
83	что на	1	4
84	она не	2	4
85	в дальнейшем	2	4
86	находится в	1	4
87	в другой	1	4
88	только в	6	4
89	в других	1	4
90	а именно	1	4
91	они не	2	4
92	в данном	3	4
93	и там	1	4
94	для нас	3	4
95	в свою	2	4
96	не может	17	4
97	и другие	1	4
98	он все	2	3
99	если я	1	3
100	имеет свою	1	3
101	я не	2	3
102	представление о	3	3
103	и ее	2	3
104	и говорят	1	3
105	не совсем	1	3
106	иное как	1	3
107	со стороны	1	3
108	целый ряд	4	3
109	и как	1	3
110	и к	5	3
111	выше мы	4	3
112	в целом	5	3
113	из этих	8	3
114	на его	1	3
115	их в	2	3
116	а затем	2	3
117	его в	5	3
118	было бы	3	3
119	далеко не	5	3
120	как и	9	3
121	состоит в	1	3
122	и эти	1	3
123	можно ли	2	3
124	никогда не	4	3
125	потому что	9	3
126	однако это	2	3
127	он и	1	3
128	к тому	8	3
129	они и	1	3
130	о том	7	3
131	но по	3	3
132	здесь не	1	3
133	данном случае	3	3
134	на том	2	3
135	что у	2	3
136	на нее	2	3
137	можно только	1	3
138	от них	1	3
139	раньше чем	1	3
140	в его	5	3
141	с ними	2	3
142	вступить в	1	3
143	видели выше	1	3
144	и у	4	3
145	стоит на	1	3
146	при помощи	3	3
147	за ним	1	3
148	прежде всего	3	3
149	у него	5	3
150	из приведенных	1	3
151	в связи	3	3
152	если это	2	3
153	вступает в	1	3
154	так же	8	3
155	а если	1	3
156	быть и	5	3
157	между прочим	2	3
158	и от	5	3
159	и все	7	3
160	сказать что	1	3
161	ее в	1	3
162	все что	9	3
163	ту же	2	2
164	например в	1	2
165	и то	4	2
166	на самом	7	2
167	в котором	2	2
168	той же	1	2
169	же как	3	2
170	вопрос о	3	2
171	время от	2	2
172	от своих	1	2
173	время как	1	2
174	на себя	1	2
175	из того	4	2
176	то это	1	2
177	в ней	3	2
178	знаем что	8	2
179	к жизни	1	2
180	в сторону	2	2
181	по отношению	9	2
182	в качестве	1	2
183	вступают в	2	2
184	себе и	1	2
185	независимо от	2	2
186	как в	1	2
187	в своем	10	2
188	хотя и	4	2
189	что по	3	2
190	есть ли	1	2
191	в этот	1	2
192	ни один	3	2
193	образом и	2	2
194	то время	2	2
195	во многих	1	2
196	тому же	6	2
197	если он	2	2
198	не могла	1	2
199	при этом	9	2
200	из этой	2	2
201	где находится	2	2
202	всех этих	4	2
203	нее и	1	2
204	в виде	4	2
205	и вот	1	2
206	так и	10	2
207	но все	5	2
208	же не	3	2
209	затем уже	1	2
210	на все	5	2
211	следить за	1	2
212	уже знаем	1	2
213	вовсе не	2	2
214	с тем	2	2
215	со своими	2	2
216	и уже	2	2
217	и для	6	2
218	после этого	1	2
219	и некоторые	2	2
220	такой же	2	2
221	точки зрения	13	2
222	это делает	1	2
223	на месте	2	2
224	в которых	2	2
225	стоит в	1	2
226	друг другу	1	2
227	и более	2	2
228	даже в	3	2
229	в то	6	2
230	не имеет	1	2
231	одна из	2	2
232	я буду	1	2
233	имеются и	1	2
234	все члены	1	2
235	за время	1	2
236	его он	1	2
237	как будто	5	2
238	ли это	1	2
239	и это	3	2
240	роль в	1	2
241	в другом	2	2
242	образом в	3	2
243	говорят что	1	2
244	и что	8	2
245	в силу	7	2
246	образом мы	1	2
247	между тем	12	2
