N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	1	67
2	речи и	1	30
3	в этом	2	29
4	точки зрения	7	28
5	речи в	1	27
6	и в	13	26
7	для себя	2	24
8	не только	6	24
9	то что	6	24
10	таким образом	6	23
11	с точки	5	21
12	и речи	1	19
13	того чтобы	1	19
14	для того	1	18
15	в том	2	18
16	и не	8	18
17	том что	2	17
18	потому что	1	16
19	как и	3	15
20	к слову	1	14
21	так как	3	14
22	так же	2	14
23	с помощью	2	13
24	и его	12	12
25	вместе с	1	12
26	что в	3	12
27	мысли и	1	11
28	в которой	3	11
29	но и	3	11
30	не может	8	11
31	что они	2	10
32	слова и	2	10
33	по своей	1	10
34	в самом	2	9
35	в себе	3	9
36	тому что	1	9
37	мысли в	1	9
38	тем что	2	9
39	что мы	1	9
40	же как	1	8
41	то же	4	8
42	что она	1	8
43	что он	1	8
44	только в	6	8
45	ее в	2	8
46	сказать что	1	8
47	и то	3	7
48	мы не	4	7
49	и к	2	7
50	с самого	2	7
51	представление о	1	7
52	самого начала	2	7
53	к тому	2	7
54	по мере	1	7
55	может быть	8	7
56	прежде всего	9	7
57	самом деле	3	6
58	вопрос о	1	6
59	по отношению	3	6
60	все же	5	6
61	все эти	2	6
62	выражение в	1	6
63	было бы	4	6
64	и тем	2	6
65	в ее	3	6
66	что эта	2	6
67	в сознании	4	6
68	мыслью и	1	6
69	и что	1	6
70	заключается в	1	6
71	а не	2	6
72	как бы	6	6
73	мы должны	6	6
74	в целом	2	5
75	в процессе	5	5
76	речи не	2	5
77	же самое	1	5
78	данном случае	2	5
79	если бы	2	5
80	в виду	1	5
81	и следовательно	2	5
82	с одной	2	5
83	на всем	1	5
84	в начале	1	5
85	одно из	1	5
86	себе в	1	5
87	и их	7	5
88	одной стороны	2	5
89	до конца	1	5
90	как это	1	5
91	в данном	2	5
92	отношению к	3	5
93	с этой	2	5
94	и для	3	5
95	бы в	2	5
96	только что	1	5
97	едва ли	1	4
98	еще не	1	4
99	с другой	2	4
100	это и	1	4
101	смысловой и	1	4
102	как в	2	4
103	но в	4	4
104	не можем	1	4
105	на то	1	4
106	в такой	1	4
107	не в	3	4
108	не менее	2	4
109	никогда не	3	4
110	связи с	1	4
111	в области	2	4
112	имеет место	2	4
113	всем протяжении	1	4
114	в его	7	4
115	одной из	1	4
116	в конце	1	4
117	детской речи	1	4
118	речь в	1	4
119	должны быть	1	4
120	и наконец	5	4
121	этой точки	1	4
122	связана с	3	3
