N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	31
2	но и	9	27
3	и не	16	23
4	при этом	3	19
5	может быть	2	15
6	в качестве	3	14
7	в частности	3	14
8	как и	12	13
9	в этом	11	12
10	только в	2	12
11	и в	29	11
12	в данном	1	11
13	своего рода	6	10
14	и его	8	10
15	то есть	21	9
16	времени и	2	9
17	то что	4	9
18	то же	10	8
19	не может	2	8
20	данном случае	1	8
21	в том	7	8
22	уже не	2	8
23	со стороны	2	8
24	и т.п	12	8
25	но в	12	7
26	том что	3	7
27	если бы	1	7
28	на протяжении	1	7
29	у него	5	7
30	и он	1	6
31	в самом	1	6
32	в этой	13	6
33	в себе	3	6
34	тому же	1	6
35	об этом	1	6
36	не мог	2	6
37	к тому	2	6
38	в его	8	6
39	как бы	8	6
40	один из	4	6
41	как раз	2	6
42	или в	2	6
43	а также	2	6
44	жизни и	4	6
45	и на	11	5
46	перед нами	4	5
47	так и	11	5
48	точки зрения	4	5
49	в своей	5	5
50	потому что	1	5
51	можно сказать	1	5
52	в соответствии	1	5
53	то в	3	4
54	еще не	4	4
55	с его	4	4
56	но не	2	4
57	как в	2	4
58	все же	3	4
59	хотя и	2	4
60	в нем	5	4
61	в мире	1	4
62	из них	6	4
63	соответствии с	2	4
64	в одном	1	4
65	вплоть до	1	4
66	в то	10	4
67	в эпизоде	2	4
68	не по	1	4
69	того чтобы	3	4
70	никогда не	2	4
71	что на	1	4
72	в ней	3	4
73	так в	1	4
74	что у	3	4
75	о том	2	4
76	же время	8	4
77	к нему	3	4
78	в литературе	4	4
79	того что	3	4
80	для него	1	4
81	у нее	1	4
82	прежде всего	8	4
83	о чем	2	4
84	мира в	1	4
85	этом и	1	4
86	в третьем	1	4
87	как известно	2	3
88	также и	4	3
89	и то	2	3
90	самом деле	1	3
91	мы не	1	3
92	он сам	1	3
93	этого эпизода	7	3
94	но как	3	3
95	в своем	3	3
96	и как	3	3
97	в целом	1	3
98	в нашем	4	3
99	он не	3	3
100	для того	3	3
101	подобно тому	3	3
102	и с	9	3
103	это не	5	3
104	начала и	3	3
105	в жизни	2	3
106	в слове	2	3
107	в современной	1	3
108	еще раз	2	3
109	и ее	1	3
110	их в	2	3
111	но они	4	3
112	как будто	2	3
113	этом отношении	1	3
114	за ними	1	3
115	у нас	1	3
116	и о	5	3
117	еще в	1	3
118	в конечном	1	3
119	что он	4	3
120	именно в	2	3
121	из участников	1	3
122	тому как	3	3
123	и все	13	3
124	что в	1	3
125	некоторые эпизоды	1	2
126	времени но	1	2
127	мать и	1	2
128	и для	2	2
129	в сущности	6	2
130	не вполне	1	2
131	жизни как	1	2
132	ему в	1	2
133	речь которая	1	2
134	в чем	3	2
135	если в	2	2
136	в наиболее	1	2
137	в зеркале	1	2
138	отличие от	1	2
139	один и	2	2
140	в той	2	2
141	раз в	2	2
142	лица и	1	2
143	роль в	3	2
144	на то	1	2
145	так сказать	2	2
146	слово это	1	2
147	и вот	3	2
148	что одно	1	2
149	одно и	1	2
150	не будет	1	2
151	входит в	1	2
152	это было	1	2
153	центральное событие	1	2
154	а за	1	2
155	он и	5	2
156	и тогда	1	2
157	и того	1	2
158	в этих	2	2
159	рассказа о	1	2
160	в отличие	1	2
161	сих пор	1	2
162	в обоих	1	2
163	дело в	2	2
164	дело не	1	2
165	казалось бы	1	2
166	ничего не	1	2
167	ему было	1	2
168	как она	1	2
169	связи с	2	2
170	не столь	1	2
171	была на	1	2
172	т.п и	1	2
173	глава третья	1	2
174	же самое	1	2
175	они и	1	2
176	как мы	10	2
177	значения и	1	2
178	с ее	3	2
179	свою очередь	1	2
180	здесь не	3	2
181	другой стороны	3	2
182	особенно в	3	2
183	она была	1	2
184	по мере	1	2
185	с ним	2	2
186	историю в	1	2
187	до сих	1	2
188	с другой	4	2
189	это была	1	2
190	нас в	1	2
191	в форме	1	2
192	чем он	1	2
193	с ними	3	2
194	дело с	1	2
195	где они	2	2
196	себя в	2	2
197	только на	1	2
198	до конца	5	2
199	его и	2	2
200	в конце	9	2
201	друг друга	2	2
202	мы можем	3	2
203	каждый из	1	2
204	в особенности	2	2
205	и даже	3	2
206	о своей	2	2
207	в результате	4	2
208	и стал	1	2
209	что мы	1	2
210	к его	1	2
211	и столь	1	2
212	по своему	4	2
213	да и	2	2
214	в первой	1	2
215	быть и	1	2
216	о его	2	2
217	в связи	1	2
218	и от	1	2
219	в году	3	2
220	которая в	1	2
221	тот кто	1	2
222	только что	1	2
223	жизни в	2	2
224	в романе	10	2
225	между ними	2	2
226	сказать что	5	2
227	в свою	1	2
228	все что	1	2
229	в таком	1	2
230	как все	1	1
231	и завершается	1	1
232	же как	1	1
233	не знаем	1	1
234	жил в	1	1
235	не имел	1	1
236	на самом	4	1
237	это и	5	1
238	оказываются в	1	1
239	в приведенном	2	1
240	и есть	4	1
241	характерное для	1	1
242	и до	5	1
243	мы уже	10	1
244	не приходится	1	1
245	в первый	1	1
246	он как	1	1
247	в каждый	1	1
248	принадлежит к	1	1
249	от церкви	1	1
250	но даже	1	1
251	жизни это	1	1
252	и сами	1	1
253	он был	2	1
254	нему в	1	1
255	в различных	2	1
256	от лица	1	1
257	не все	1	1
258	а он	1	1
259	отношение к	1	1
260	тут же	1	1
261	его на	1	1
262	с этим	1	1
263	за голову	1	1
264	этой двойной	1	1
265	мотивов в	1	1
266	еще и	7	1
267	целый ряд	1	1
268	и наконец	2	1
269	на улицах	1	1
270	и к	2	1
271	самом начале	1	1
272	в действительности	1	1
273	в противоположность	1	1
274	что слово	1	1
275	за собой	1	1
276	в которой	4	1
277	что это	5	1
278	же слово	1	1
279	за это	1	1
280	бы не	2	1
281	он думает	1	1
282	и тот	2	1
283	свой особый	1	1
284	мира но	1	1
285	как он	2	1
286	человек не	1	1
287	например как	1	1
288	что она	1	1
289	главным образом	1	1
290	одному из	2	1
291	этот эпизод	1	1
292	не как	1	1
293	однако он	1	1
294	в силу	1	1
295	новое и	2	1
296	на земле	1	1
297	и по	5	1
298	людей и	1	1
299	так например	1	1
300	таким образом	20	1
301	но все	1	1
302	значение в	1	1
303	уже знаем	1	1
304	чего он	1	1
305	том случае	1	1
306	той же	3	1
307	них не	1	1
308	его в	9	1
309	после обеда	3	1
310	в итоге	1	1
311	далеко не	5	1
312	мировой литературы	2	1
313	в ее	3	1
314	мы видели	7	1
315	эпизода нет	1	1
316	автора и	1	1
317	в один	2	1
318	или менее	3	1
319	во время	10	1
320	себе с	1	1
321	или точнее	1	1
322	в котором	2	1
323	с точки	2	1
324	в их	2	1
325	что вся	1	1
326	что стало	1	1
327	что я	2	1
328	и они	3	1
329	нельзя было	1	1
330	мир и	2	1
331	что было	1	1
332	на языке	3	1
333	и радость	1	1
334	только внешней	1	1
335	даже в	1	1
336	что эта	1	1
337	вернемся к	3	1
338	раз и	1	1
339	можно ли	1	1
340	до одного	1	1
341	на три	1	1
342	так как	7	1
343	до известной	1	1
344	собственному признанию	1	1
