N	2gram	Potebnia_M_4	Analitik
1	в качестве	1	31
2	может быть	26	29
3	в том	23	27
4	не может	11	22
5	и не	18	21
6	в частности	1	19
7	и в	23	18
8	но и	11	17
9	а не	12	17
10	не только	10	15
11	тогда как	4	14
12	не в	11	14
13	в этом	23	13
14	как и	14	13
15	в его	5	13
16	при этом	15	12
17	том что	12	12
18	в себе	14	11
19	то есть	34	11
20	состоит в	2	11
21	но не	1	10
22	то же	14	9
23	в то	4	9
24	а в	5	9
25	есть не	4	8
26	в мире	2	8
27	но в	8	8
28	в той	4	8
29	не есть	9	8
30	том чтобы	1	7
31	тем самым	4	7
32	к тому	3	7
33	этого слова	7	7
34	мы имеем	4	6
35	в сущности	2	6
36	по отношению	10	6
37	отличие от	1	6
38	в самом	3	6
39	на наш	1	6
40	это не	7	6
41	далеко не	1	6
42	точки зрения	4	6
43	в своей	1	6
44	той или	1	6
45	в себя	1	6
46	времени и	1	6
47	же время	3	6
48	только в	15	6
49	то что	29	6
50	прежде всего	1	6
51	художественного произведения	1	5
52	в их	1	5
53	что иное	2	5
54	и на	3	5
55	иное как	2	5
56	и как	2	5
57	в произведении	1	5
58	в этой	1	5
59	лишь в	3	5
60	и его	2	5
61	о том	8	5
62	и того	1	5
63	между тем	9	5
64	как бы	5	5
65	художественное произведение	2	5
66	отношению к	8	5
67	и состоит	3	5
68	что в	17	5
69	того же	1	4
70	не что	2	4
71	столь же	2	4
72	более чем	3	4
73	все же	1	4
74	не следует	2	4
75	с другими	4	4
76	не всегда	3	4
77	с точки	3	4
78	и другого	1	4
79	и более	4	4
80	по себе	11	4
81	имеем дело	2	4
82	в области	2	4
83	могут быть	7	4
84	так и	6	4
85	не с	2	4
86	с ним	5	4
87	в другом	1	4
88	на вопрос	4	4
89	с другой	2	4
90	того что	14	4
91	субъекта и	1	4
92	дело с	1	4
93	уже не	3	4
94	для того	6	4
95	с другим	1	4
96	именно в	3	4
97	вместе с	6	4
98	из которых	2	4
99	исходя из	1	4
100	как предмет	1	4
101	не более	1	4
102	и т	7	3
103	одним из	1	3
104	таком случае	2	3
105	и есть	3	3
106	что как	4	3
107	однако не	1	3
108	и к	6	3
109	в нашем	2	3
110	в нем	7	3
111	он не	2	3
112	в силу	7	3
113	подобно тому	2	3
114	таким образом	24	3
115	не будет	3	3
116	бы быть	1	3
117	даже в	2	3
118	ведет к	3	3
119	в котором	4	3
120	своего рода	1	3
121	дело не	2	3
122	того чтобы	4	3
123	т п	4	3
124	того и	1	3
125	о нем	1	3
126	в таком	4	3
127	как будто	1	3
128	не могут	2	3
129	в собственном	1	3
130	если бы	13	3
131	а также	1	3
132	к нему	5	3
133	еще не	3	3
134	вопрос об	1	3
135	с одной	1	3
136	от себя	1	3
137	никто не	2	3
138	что и	7	3
139	одной стороны	1	3
140	другого в	1	3
141	а именно	4	3
142	а с	1	3
143	что не	6	3
144	тому как	2	3
145	быть не	2	3
146	что мы	10	3
147	которая в	1	3
148	и все	4	3
149	хотя бы	4	3
150	я в	2	3
151	что он	4	3
152	том числе	1	3
153	самом деле	3	2
154	на самом	3	2
155	он может	1	2
156	науки о	1	2
157	в первом	3	2
158	иметь место	1	2
159	научного анализа	1	2
160	той же	3	2
161	а как	2	2
162	и то	5	2
163	данном случае	2	2
164	на основе	1	2
165	то он	2	2
166	не все	1	2
167	искусство в	1	2
168	отношение к	2	2
169	нет и	1	2
170	за пределы	1	2
171	как говорит	1	2
172	могли бы	4	2
173	как уже	1	2
174	его к	2	2
175	то в	3	2
176	в которой	6	2
177	все эти	3	2
178	бы не	3	2
179	из этих	2	2
180	думать что	4	2
181	и до	3	2
182	на его	3	2
183	свидетельствует о	1	2
184	из виду	2	2
185	какой бы	1	2
186	и по	3	2
187	на этом	1	2
188	произведения с	1	2
189	и с	4	2
190	на все	1	2
191	наблюдений и	1	2
192	из них	1	2
193	вовсе не	7	2
194	так как	14	2
195	одного и	1	2
196	перед собой	1	2
197	для него	5	2
198	от своего	1	2
199	при изучении	1	2
200	к предмету	1	2
201	на каждом	1	2
202	вопрос о	2	2
203	только для	2	2
204	которые в	1	2
205	том и	2	2
206	произведений искусства	1	2
207	как язык	1	2
208	свое время	1	2
209	тогда когда	8	2
210	в процессе	3	2
211	только не	3	2
212	никогда не	3	2
213	потому что	33	2
214	в сознании	4	2
215	нас самих	1	2
216	же самое	4	2
217	как мы	2	2
218	роль в	1	2
219	и о	4	2
220	быть может	4	2
221	говорит и	1	2
