N	2gram	Losev_Dial_4	Vladivir
1	и в	15	31
2	не только	8	24
3	но и	4	19
4	то что	16	18
5	и не	30	17
6	и даже	6	15
7	в этом	11	14
8	том что	10	14
9	и с	4	14
10	что в	7	14
11	но в	3	12
12	в его	4	12
13	что он	7	12
14	с его	5	11
15	о том	5	11
16	в том	11	11
17	философии и	1	11
18	потому что	10	11
19	и то	3	10
20	также и	4	10
21	он не	1	10
22	так что	6	10
23	как мы	1	9
24	никогда не	2	9
25	в конце	1	9
26	только в	7	9
27	даже и	3	9
28	в течение	4	9
29	а в	1	9
30	и по	2	8
31	в москве	1	8
32	в то	6	8
33	в дальнейшем	1	8
34	так как	14	8
35	тут же	1	7
36	мы сейчас	1	7
37	кроме того	2	7
38	мы уже	3	7
39	как это	2	7
40	и его	7	7
41	об этом	3	7
42	о нем	2	7
43	уже в	1	7
44	как раз	4	7
45	е в	2	7
46	сказать что	6	7
47	то же	9	6
48	это было	2	6
49	в котором	2	6
50	иной раз	3	6
51	у нас	3	6
52	так и	5	6
53	и что	9	6
54	его жизни	1	6
55	можно сказать	5	6
56	в качестве	2	6
57	может быть	17	6
58	на этот	1	6
59	и потому	3	6
60	не может	11	6
61	к этому	3	6
62	но как	2	5
63	когда он	3	5
64	на то	5	5
65	и если	3	5
66	не в	8	5
67	что и	6	5
68	вовсе не	6	5
69	но он	1	5
70	не было	2	5
71	что же	2	5
72	все это	9	5
73	и от	1	5
74	с ним	3	5
75	в свое	2	5
76	жизни и	4	5
77	в своих	1	5
78	я не	5	4
79	в этой	4	4
80	в истории	3	4
81	в своем	5	4
82	хотя и	6	4
83	и как	4	4
84	в этот	2	4
85	в которой	2	4
86	в нашем	1	4
87	в себе	8	4
88	как он	1	4
89	в нем	5	4
90	главным образом	2	4
91	этом смысле	4	4
92	как и	7	4
93	ни с	4	4
94	в своей	3	4
95	и вообще	7	4
96	не раз	2	4
97	дело в	1	4
98	в нас	1	4
99	можно судить	2	4
100	же время	6	4
101	во всем	2	4
102	да и	2	4
103	никак не	2	4
104	к нему	1	4
105	один из	4	4
106	течение всей	1	4
107	себя в	2	4
108	и теперь	1	4
109	и у	1	4
110	для меня	2	4
111	в особенности	4	4
112	в я	1	4
113	что для	1	4
114	и все	11	4
115	и через	1	3
116	он как	1	3
117	но она	1	3
118	и он	1	3
119	это время	1	3
120	и на	5	3
121	то мы	3	3
122	в общем	1	3
123	отношение к	1	3
124	за пределы	3	3
125	что они	4	3
126	отнюдь не	4	3
127	как в	3	3
128	все же	2	3
129	все эти	3	3
130	о которой	1	3
131	едва ли	3	3
132	и вот	11	3
133	отца и	1	3
134	всю жизнь	1	3
135	не мог	2	3
136	но это	4	3
137	что этот	2	3
138	и очень	1	3
139	в отношении	2	3
140	и притом	3	3
141	но только	5	3
142	и всегда	1	3
143	ничего не	17	3
144	таким образом	5	3
145	в жизни	5	3
146	раз даже	1	3
147	жизнь и	2	3
148	и здесь	1	3
149	человека как	1	3
150	конце концов	1	3
151	тот же	1	3
152	и так	2	3
153	уже не	9	3
154	в виде	3	3
155	тоже в	1	3
156	с этими	1	3
157	но что	5	3
158	и из	2	3
159	с другой	1	3
160	только к	1	3
161	него не	1	3
162	в связи	1	3
163	вместе с	2	3
164	к своему	2	3
165	это можно	1	3
166	но я	1	3
167	собственно говоря	2	3
168	другой стороны	2	3
169	и т	17	2
170	тех же	2	2
171	этого последнего	1	2
172	это и	9	2
173	в меру	5	2
174	той же	5	2
175	для своего	1	2
176	и тут	3	2
177	хотя бы	4	2
178	личности с	3	2
179	еще не	4	2
180	он сам	1	2
181	первый план	1	2
182	знаем что	1	2
183	и личность	1	2
184	в чем	8	2
185	не мешало	2	2
186	мы будем	2	2
187	к жизни	3	2
188	нет и	2	2
189	то обстоятельство	1	2
190	и я	1	2
191	как к	1	2
192	конечно не	2	2
193	из этих	2	2
194	более подробно	1	2
195	учение о	5	2
196	и тот	1	2
197	всей его	2	2
198	что она	5	2
199	при этом	2	2
200	время и	2	2
201	т д	15	2
202	и еще	1	2
203	на этом	3	2
204	от нее	3	2
205	что все	4	2
206	на ту	1	2
207	лишь в	2	2
208	было бы	9	2
209	известно что	3	2
210	веры и	6	2
211	ни в	8	2
212	в них	2	2
213	за это	1	2
214	на основании	3	2
215	с тем	4	2
216	быть также	1	2
217	можно считать	1	2
218	на первый	1	2
219	точки зрения	14	2
220	что такое	5	2
221	интерес и	1	2
222	почти не	1	2
223	место в	1	2
224	что я	5	2
225	в философии	1	2
226	тем не	2	2
227	что сам	1	2
228	для нее	2	2
229	даже в	1	2
230	судить по	1	2
231	не менее	2	2
232	тем самым	3	2
233	что с	2	2
234	дело не	1	2
235	не по	2	2
236	с и	1	2
237	того чтобы	5	2
238	того и	1	2
239	наука и	1	2
240	именно с	1	2
241	и весь	1	2
242	что на	2	2
243	в каком	5	2
244	в детстве	1	2
245	у меня	1	2
246	обстоятельство что	1	2
247	со стороны	3	2
248	канта и	1	2
249	и свое	1	2
250	для того	5	2
251	и о	8	2
252	это мы	1	2
253	он так	1	2
254	ясно что	11	2
255	о котором	1	2
256	образом в	1	2
257	воли и	2	2
258	часто и	2	2
259	на все	2	2
260	но мы	2	2
261	она всегда	4	2
262	на что	2	2
263	и можно	5	2
264	этот момент	3	2
265	того в	1	2
266	а именно	6	2
267	знания и	5	2
268	и мы	7	2
269	того что	13	2
270	с ними	4	2
271	одной из	2	2
272	то и	2	2
273	а это	2	2
274	не из	1	2
275	и других	1	2
276	из них	2	2
277	прибавить что	1	2
278	тем что	2	2
279	не были	1	2
280	даже не	2	2
281	же о	2	2
282	только что	2	2
283	именно так	2	2
284	что мы	7	2
285	жизнь в	1	2
286	чем не	1	2
287	к себе	1	2
288	где же	1	2
289	он будет	1	2
290	тем кто	1	2
291	по существу	1	2
292	в это	1	2
293	границу и	2	2
294	несколько слов	1	2
295	своей жизни	1	2
296	нисколько не	2	2
297	и для	5	2
298	указать на	1	2
299	в результате	6	2
300	от него	3	2
301	и ни	2	2
302	тем более	6	2
303	мы должны	4	2
304	он стал	1	2
305	на такой	1	2
306	совершенно не	3	2
307	из этого	1	2
308	в самом	2	2
309	и это	8	2
310	в частности	2	2
311	как на	1	2
312	во всяком	2	2
313	все что	2	2
314	необходимым образом	3	1
315	мешало ему	1	1
316	самостоятельность и	1	1
317	отношении к	2	1
318	с кем	1	1
319	а из	1	1
320	на самом	1	1
321	только потому	3	1
322	всего это	1	1
323	некоторой степени	1	1
324	и есть	19	1
325	то в	5	1
326	чего не	3	1
327	можно говорить	2	1
328	субъект и	1	1
329	он всегда	2	1
330	и нужно	1	1
331	ведь и	2	1
332	и больше	1	1
333	видеть в	1	1
334	не пошел	1	1
335	отношения к	3	1
336	в их	3	1
337	сказать с	1	1
338	то для	1	1
339	г в	1	1
340	есть не	5	1
341	хорошо и	1	1
342	что если	3	1
343	он через	1	1
344	что уже	2	1
345	почти все	1	1
346	каком случае	1	1
347	есть нечто	2	1
348	в некотором	1	1
349	всемирную историю	2	1
350	поэзия и	1	1
351	в ней	5	1
352	может дать	2	1
353	не нужно	2	1
354	на них	1	1
355	ней как	1	1
356	философии не	1	1
357	иное как	8	1
358	во всех	2	1
359	природы и	2	1
360	и всего	1	1
361	видели что	1	1
362	явлений и	1	1
363	нем мы	1	1
364	к богу	1	1
365	значение и	1	1
366	себе и	2	1
367	ему не	1	1
368	и вовсе	1	1
369	мы имели	3	1
370	итак в	2	1
371	исторический процесс	1	1
372	что по	2	1
373	и каким	1	1
374	даже просто	1	1
375	себе не	2	1
376	в противоположность	2	1
377	и стремления	1	1
378	и поведения	1	1
379	стороны мы	1	1
380	не приходится	1	1
381	ни один	2	1
382	сказать о	1	1
383	так или	1	1
384	жизни так	1	1
385	близости к	1	1
386	тоже не	2	1
387	вы думаете	1	1
388	основную роль	1	1
389	вообще а	1	1
390	тут была	1	1
391	говорят о	1	1
392	если он	1	1
393	жизнью и	1	1
394	чтобы установить	1	1
395	еще раньше	1	1
396	нее и	1	1
397	интерес представляет	1	1
398	свою собственную	1	1
399	в силу	4	1
400	новое и	1	1
401	содержит в	1	1
402	чтобы в	1	1
403	то самое	2	1
404	одной и	3	1
405	никому не	1	1
406	всех своих	1	1
407	именно это	1	1
408	одно и	1	1
409	но все	2	1
410	том же	1	1
411	однако все	1	1
412	для всей	1	1
413	не будет	2	1
414	те же	1	1
415	их и	1	1
416	говорил что	1	1
417	причем все	1	1
418	с целью	1	1
419	заключается в	2	1
420	с другими	1	1
421	это не	12	1
422	миф об	2	1
423	и тем	6	1
424	только одно	1	1
425	что лучше	1	1
426	о которых	1	1
427	ни одной	1	1
428	ничего о	1	1
429	бытие идеальное	1	1
430	мы имеем	5	1
431	и уже	4	1
432	для чего	1	1
433	об этой	2	1
434	мы не	9	1
435	и ничего	2	1
436	и тогда	2	1
437	бы на	1	1
438	к тем	1	1
439	а главное	1	1
440	и без	2	1
441	на месте	1	1
442	она в	3	1
443	еще с	1	1
444	представление о	2	1
445	этого вопроса	1	1
446	бы мы	1	1
447	вопрос о	2	1
448	мы теперь	2	1
449	вплоть до	1	1
450	сам же	1	1
451	и той	3	1
452	мир и	4	1
453	это произошло	1	1
454	же тут	1	1
455	их в	1	1
456	свобода и	1	1
457	не для	1	1
458	сам он	1	1
459	и вся	1	1
460	она не	4	1
461	как будет	1	1
462	с которой	1	1
463	как о	2	1
464	на себе	5	1
465	идеального и	2	1
466	и сама	1	1
467	и искусство	2	1
468	он еще	1	1
469	случае не	2	1
470	что иное	8	1
471	не могло	1	1
472	нам и	1	1
473	только не	3	1
474	то чего	1	1
475	следовательно и	1	1
476	имел случай	2	1
477	его от	1	1
478	для всех	3	1
479	одна из	1	1
480	имеем дело	1	1
481	или как	1	1
482	с нами	1	1
483	связи с	1	1
484	вполне понятно	1	1
485	в области	3	1
486	а мы	1	1
487	и права	1	1
488	и далее	1	1
489	личности в	5	1
490	очень часто	1	1
491	деятельности и	1	1
492	уже о	4	1
493	не одно	1	1
494	нет ни	3	1
495	не могут	2	1
496	относиться к	1	1
497	есть только	3	1
498	сравнении с	2	1
499	этого и	1	1
500	а что	2	1
501	раз навсегда	1	1
502	нечто данное	1	1
503	и материи	2	1
504	этим самым	1	1
505	то ни	4	1
506	из всего	1	1
507	с ее	10	1
508	свою очередь	2	1
509	на нем	2	1
510	говоря уже	3	1
511	всего этого	1	1
