N	4gram	Vygotskiy__7	Narrotol
1	состоит в том что	3	4
2	в той мере в	2	2
3	той мере в какой	2	2
4	точно так же как	2	2
5	известном смысле можно сказать	2	1
6	и не может быть	1	1
7	не что иное как	1	1
8	с этой точки зрения	4	1
9	не обращая внимания на	1	1
10	только по отношению к	1	1
11	представляет собой один из	1	1
12	что с точки зрения	1	1
13	с одной стороны и	3	1
14	в известном смысле можно	2	1
15	в то время как	2	1
16	одним и тем же	2	1
17	смысле можно сказать что	2	1
18	есть не что иное	1	1
