N	2gram	Vygotskiy__1	formyVre
1	и в	23	50
2	в этом	17	25
3	в нем	1	24
4	и его	6	16
5	прежде всего	10	15
6	как мы	5	14
7	и не	9	14
8	в его	14	13
9	вовсе не	3	13
10	как раз	4	13
11	по существу	4	12
12	так и	5	12
13	человека и	3	11
14	то же	8	11
15	мы уже	1	11
16	таким образом	26	11
17	может быть	14	11
18	и как	5	10
19	но в	5	10
20	с его	4	9
21	все эти	4	9
22	не только	16	9
23	в то	7	9
24	ничего не	3	9
25	же время	2	9
26	в том	24	9
27	в конце	2	9
28	в других	1	9
29	и др	1	9
30	и т	1	8
31	и на	8	8
32	в самом	7	8
33	ни в	4	8
34	но и	14	8
35	как и	14	8
36	жизни и	2	8
37	для себя	4	7
38	не было	1	7
39	например в	1	6
40	между двумя	2	6
41	во всех	3	6
42	как в	4	6
43	с этим	6	6
44	все же	3	6
45	не оставляет	1	6
46	лишь в	6	6
47	это не	1	6
48	в их	3	6
49	так как	7	6
50	с ее	1	6
51	в ее	2	6
52	в дальнейшем	1	6
53	связи с	3	6
54	в жизни	1	6
55	у него	1	6
56	то что	17	6
57	в частности	2	6
58	не может	12	6
59	так же	16	6
60	в результате	4	6
61	и все	5	6
62	отношению к	7	5
63	и до	2	5
64	время как	4	5
65	еще не	1	5
66	но не	4	5
67	и речи	38	5
68	отнюдь не	1	5
69	и у	1	5
70	не в	4	5
71	он не	5	5
72	всех этих	2	5
73	значение в	3	5
74	с самим	1	5
75	в основе	8	5
76	того чтобы	17	5
77	точки зрения	26	5
78	не могло	3	5
79	только и	1	5
80	могут быть	3	5
81	но все	2	5
82	если бы	5	5
83	для того	15	5
84	наряду с	1	5
85	в основном	1	5
86	что в	14	5
87	и другие	1	5
88	и то	3	4
89	и это	3	4
90	мы и	3	4
91	в ней	1	4
92	в своем	3	4
93	то время	5	4
94	раз в	1	4
95	но на	1	4
96	и с	9	4
97	в них	2	4
98	том что	21	4
99	в котором	4	4
100	в процессе	8	4
101	не имеет	2	4
102	потому что	6	4
103	и следовательно	3	4
104	могло быть	1	4
105	только в	6	4
106	между этими	6	4
107	именно как	1	4
108	до конца	1	4
109	на этой	1	4
110	все это	6	4
111	между собой	5	4
112	кроме того	1	4
113	и для	1	4
114	судьбы и	1	4
115	том числе	1	4
116	отношения к	3	3
117	не имеют	1	3
118	есть не	2	3
119	всего того	1	3
120	мы не	7	3
121	большую роль	1	3
122	в сущности	6	3
123	в виду	1	3
124	по отношению	7	3
125	себе и	2	3
126	хотя и	2	3
127	в себе	6	3
128	и те	2	3
129	при этом	4	3
130	она становится	1	3
131	вообще не	1	3
132	одно и	2	3
133	в основу	2	3
134	и других	3	3
135	с другими	2	3
136	здесь нет	1	3
137	для них	1	3
138	между ними	2	3
139	в этих	2	3
140	в отношении	10	3
141	мы говорили	3	3
142	но эта	1	3
143	что было	1	3
144	их в	4	3
145	этими двумя	2	3
146	этом отношении	4	3
147	к тому	4	3
148	все его	1	3
149	нас в	1	3
150	что и	1	3
151	во всей	4	3
152	в форме	1	3
153	один из	2	3
154	мы видим	4	3
155	одной из	1	3
156	и ее	7	3
157	с одной	8	3
158	со всеми	2	3
159	в качестве	9	3
160	здесь это	1	3
161	был бы	2	3
162	одно из	2	3
163	в одном	4	3
164	до сих	4	3
165	связаны с	1	3
166	именно в	6	3
167	что не	1	3
168	более того	1	3
169	с тем	7	3
170	а не	3	3
171	в одно	1	3
172	вместе с	9	3
173	и потому	2	3
174	сих пор	4	3
175	или в	1	3
176	своей собственной	1	3
177	ни к	1	3
178	а в	2	3
179	сказать что	11	3
180	к этому	4	3
181	в таком	1	3
182	во всяком	3	3
183	смысле слова	3	2
184	также и	1	2
185	же как	6	2
186	тех же	2	2
187	в строгом	1	2
188	той же	2	2
189	вопрос о	7	2
190	принадлежит к	1	2
191	же что	1	2
192	на них	1	2
193	моменты как	1	2
194	в различных	1	2
195	в чем	4	2
196	как если	2	2
197	на другой	1	2
198	друг к	1	2
199	мы будем	1	2
200	не входит	1	2
201	в истории	1	2
202	для всех	4	2
203	стороны и	1	2
204	с их	1	2
205	и к	4	2
206	от этого	2	2
207	в целом	20	2
208	в нашем	2	2
209	выражение в	1	2
210	как бы	11	2
211	как он	3	2
212	всей его	3	2
213	как оно	1	2
214	по самому	1	2
215	все другие	2	2
216	и еще	1	2
217	новое и	1	2
218	уже не	2	2
219	его от	1	2
220	что все	4	2
221	об этом	3	2
222	к другу	2	2
223	самим собой	1	2
224	ясно что	2	2
225	было бы	4	2
226	бы совершенно	1	2
227	этой первой	1	2
228	строгом смысле	1	2
229	мир в	1	2
230	автора и	1	2
231	для него	2	2
232	в своей	4	2
233	лежат в	1	2
234	он должен	2	2
235	с точки	18	2
236	не к	2	2
237	оказывается что	1	2
238	в отличие	1	2
239	в которых	3	2
240	точку зрения	2	2
241	друг другу	3	2
242	том же	2	2
243	по себе	5	2
244	раз и	1	2
245	самого начала	8	2
246	тогда когда	3	2
247	дело в	2	2
248	никогда не	2	2
249	в самой	1	2
250	в другую	1	2
251	и является	1	2
252	во всем	3	2
253	всей жизни	1	2
254	в каком	3	2
255	все то	1	2
256	выход из	1	2
257	во все	1	2
258	числе и	1	2
259	той или	1	2
260	оно не	1	2
261	во всякой	1	2
262	с самого	8	2
263	ту же	1	2
264	по сравнению	6	2
265	разумеется что	1	2
266	или иной	1	2
267	единства и	1	2
268	а также	1	2
269	в значительной	2	2
270	на основе	1	2
271	связь между	6	2
272	на развитие	1	2
273	там где	2	2
274	и последнее	1	2
275	того что	15	2
276	собой разумеется	1	2
277	явления в	1	2
278	в стороне	2	2
279	до наших	1	2
280	уже в	3	2
281	если мы	2	2
282	речи в	14	2
283	мы находим	3	2
284	к ним	1	2
285	они с	1	2
286	отличие от	1	2
287	тем что	6	2
288	само собой	1	2
289	не были	1	2
290	и даже	2	2
291	с другой	10	2
292	соответствии с	1	2
293	в соответствии	1	2
294	одной стороны	9	2
295	что мы	5	2
296	с помощью	13	2
297	его на	2	2
298	их к	1	2
299	к своему	1	2
300	в данном	2	2
301	к жизни	1	2
302	сравнению с	5	2
303	в течение	2	2
304	в это	1	2
305	слова и	5	2
306	но для	1	2
307	в более	1	2
308	не является	9	2
309	в точном	1	2
310	человек и	1	2
311	у них	1	2
312	эти особенности	1	2
313	мы должны	5	2
314	хотя бы	4	2
315	ее в	2	2
316	совершенно не	1	2
317	в свою	4	2
318	этой проблемы	8	2
319	время не	1	2
320	в которой	3	2
321	можно назвать	2	2
322	и наиболее	2	1
323	одним из	1	1
324	функции в	4	1
325	связана с	2	1
326	поворотный пункт	1	1
327	играют в	1	1
328	он может	2	1
329	идет о	2	1
330	которое мы	3	1
331	объединенные в	1	1
332	он всегда	1	1
333	высшей степени	4	1
334	иметь место	1	1
335	в зависимости	2	1
336	в доме	1	1
337	по его	1	1
338	из всех	2	1
339	из которой	2	1
340	нами был	1	1
341	бы в	5	1
342	именно к	1	1
343	бы и	2	1
344	только благодаря	1	1
345	его только	1	1
346	более общего	1	1
347	само слово	2	1
348	не вполне	1	1
349	то новое	1	1
350	это отношение	1	1
351	я не	3	1
352	на несколько	1	1
353	из того	5	1
354	что можно	1	1
355	зависимости от	2	1
356	о судьбе	2	1
357	первый план	2	1
358	мы наблюдали	1	1
359	человеку между	1	1
360	самом деле	3	1
361	данном случае	2	1
362	и читателей	1	1
363	то он	1	1
364	которые связаны	1	1
365	к известной	2	1
366	человека связан	1	1
367	не связанный	1	1
368	идея развития	2	1
369	мышление как	2	1
370	и я	2	1
371	и поэтому	2	1
372	работа в	2	1
373	независимо от	6	1
374	только ее	1	1
375	или косвенно	1	1
376	различных сферах	1	1
377	постараемся показать	1	1
378	более и	2	1
379	что касается	1	1
380	перед нами	5	1
381	тех случаях	2	1
382	в полном	1	1
383	могли бы	6	1
384	нами в	2	1
385	вопросом о	1	1
386	и наконец	2	1
387	всю специфику	1	1
388	эту проблему	3	1
389	к построению	1	1
390	по изучению	1	1
391	психологии и	1	1
392	та же	1	1
393	возрасте в	1	1
394	что это	3	1
395	себя к	1	1
396	применительно к	1	1
397	или во	1	1
398	по которым	1	1
399	из этих	3	1
400	которые в	1	1
401	тоже не	1	1
402	но без	1	1
403	отчасти и	1	1
404	в этой	7	1
405	на то	5	1
406	не могла	1	1
407	связан со	1	1
408	ряду и	1	1
409	к выводу	4	1
410	связанные с	1	1
411	он ни	1	1
412	о которой	1	1
413	различные формы	2	1
414	функции и	6	1
415	что еще	1	1
416	именно этим	1	1
417	и нового	1	1
418	в плане	1	1
419	но вместе	4	1
420	проблемы и	4	1
421	его можно	1	1
422	будем говорить	1	1
423	с чем	1	1
424	этой основе	1	1
425	значительной степени	2	1
426	могла бы	1	1
427	как они	1	1
428	факт что	3	1
429	главным образом	2	1
430	в совершенно	1	1
431	есть все	2	1
432	особенности в	1	1
433	на протяжении	1	1
434	совершенно иная	1	1
435	уже знаем	1	1
436	моменты в	1	1
437	это противоречие	1	1
438	ближе к	2	1
439	о которых	1	1
440	основные моменты	1	1
441	в высшей	4	1
442	в самую	1	1
443	которой он	1	1
444	когда я	1	1
445	нигде не	2	1
446	уже у	1	1
447	должно быть	2	1
448	в один	2	1
449	в научной	2	1
450	в эту	1	1
451	во время	1	1
452	совершенно независимо	1	1
453	и при	2	1
454	таким же	1	1
455	осознания и	1	1
456	значительную роль	1	1
457	наших дней	1	1
458	всяком случае	3	1
459	однако этот	1	1
460	не столько	4	1
461	должны были	3	1
462	значение для	1	1
463	является только	1	1
464	как их	1	1
465	для изучения	1	1
466	оно должно	1	1
467	образом и	3	1
468	науки и	1	1
469	времен и	1	1
470	надо сказать	1	1
471	и более	5	1
472	что этот	2	1
473	человека но	1	1
474	ними но	1	1
475	из которых	3	1
476	вплоть до	1	1
477	и функции	4	1
478	она не	3	1
479	образом первое	1	1
480	как о	1	1
481	знакомится с	1	1
482	ними не	1	1
483	и вместо	1	1
484	они встречались	1	1
485	и сама	1	1
486	как его	1	1
487	составные элементы	2	1
488	не вызывает	1	1
489	из ряда	1	1
490	и отношений	2	1
491	это с	1	1
492	находится в	1	1
493	следовательно и	1	1
494	необходимо предполагает	3	1
495	что наука	1	1
496	их авторов	1	1
497	того в	1	1
498	своей природе	2	1
499	по своей	5	1
500	самому своему	1	1
501	на природу	1	1
502	жизни как	1	1
503	эти три	2	1
504	чтобы избегнуть	1	1
505	для нашей	1	1
506	с другом	4	1
507	и со	1	1
508	поэтому не	1	1
509	про себя	2	1
510	в совокупности	1	1
511	как только	1	1
512	отличается от	1	1
513	еще яснее	1	1
514	должны быть	1	1
515	всего в	2	1
516	другом месте	6	1
517	что оно	3	1
518	себя только	1	1
519	бы он	2	1
520	целом в	2	1
521	на проблеме	1	1
522	опыта и	2	1
523	поставить вопрос	1	1
524	мы привели	1	1
525	существенные черты	1	1
526	приходит к	3	1
527	основе этого	1	1
528	свою очередь	3	1
529	эти свойства	1	1
530	чтобы быть	1	1
531	во главе	1	1
532	приводит к	4	1
533	как с	1	1
534	уже за	1	1
535	в другом	7	1
536	с собой	2	1
537	из всего	1	1
538	живет в	1	1
539	собой в	1	1
540	одном и	1	1
541	в новом	3	1
542	неразрывное единство	1	1
543	выводу что	4	1
544	здесь то	1	1
545	и здесь	1	1
546	мы это	1	1
547	эти проблемы	1	1
548	и т.д	5	1
549	но к	1	1
550	о том	6	1
551	внимание на	1	1
552	все прочие	2	1
553	находятся в	1	1
554	не ту	1	1
555	связи в	1	1
556	подвергается и	1	1
557	новое что	1	1
558	которой мы	1	1
559	на ее	2	1
560	от них	2	1
561	когда оно	1	1
562	и новый	1	1
563	позволит нам	1	1
564	на одном	1	1
565	а следовательно	1	1
566	наконец в	2	1
567	все стороны	1	1
568	также в	1	1
569	в теории	4	1
570	в ту	2	1
571	совершенно новом	1	1
572	может иметь	1	1
573	моменты своей	1	1
574	что он	7	1
575	мы увидим	1	1
576	что даже	1	1
577	должен быть	4	1
578	не имеющих	1	1
579	всех его	1	1
580	своему составу	1	1
581	этой идее	1	1
582	вопрос об	6	1
583	по этому	1	1
584	в эти	1	1
585	человека с	2	1
586	что из	1	1
587	так что	1	1
588	указать на	1	1
589	случаях когда	1	1
590	что во	1	1
591	является не	1	1
592	от других	1	1
593	или даже	2	1
594	из них	1	1
595	принципиально по	1	1
596	процесс и	1	1
597	не связанных	1	1
598	но нет	1	1
599	могло бы	1	1
600	моментов в	1	1
601	мы можем	6	1
602	или это	1	1
603	которые могут	1	1
604	на некоторые	1	1
605	ее на	4	1
606	них и	1	1
607	звеном между	1	1
608	связан с	5	1
609	эта работа	1	1
610	что человек	1	1
611	относящихся к	2	1
612	сама по	1	1
613	на отдельные	3	1
614	противоречие между	1	1
615	месте и	2	1
616	к человеку	1	1
617	то и	3	1
618	сообщения и	1	1
619	которых мы	2	1
620	и составляет	1	1
621	бы назвать	1	1
622	не на	1	1
623	как ни	1	1
624	свободно говорили	1	1
625	одну из	4	1
626	о чем	2	1
627	своей структуре	2	1
628	и том	1	1
629	особенностей и	1	1
630	если не	3	1
631	себя на	1	1
632	должны подвергнуть	1	1
633	все более	3	1
634	начиная с	2	1
635	мы говорим	1	1
636	тот факт	1	1
637	по своему	1	1
638	и вот	2	1
639	когда мы	1	1
640	смысле этого	3	1
641	времени сам	1	1
642	деятельности это	1	1
643	и основной	3	1
644	в тех	1	1
645	в словах	2	1
646	из этой	2	1
647	в ряду	1	1
648	друг с	4	1
649	человек с	1	1
650	и целостности	1	1
651	свойства и	1	1
652	который он	1	1
653	распадается на	1	1
654	нам еще	1	1
655	этого слова	4	1
656	некоторые моменты	1	1
657	о своих	1	1
658	действительность в	2	1
659	общественной жизни	1	1
660	и оно	1	1
661	между прочим	1	1
662	вопрос в	1	1
663	слова но	1	1
664	могло не	1	1
665	живет и	1	1
666	на внешнее	1	1
667	ее содержания	1	1
668	тем и	3	1
669	не существует	1	1
670	и от	3	1
671	происходит их	1	1
672	к будущему	1	1
673	в отдельных	1	1
674	или другой	1	1
675	на первый	2	1
676	но эти	1	1
677	связанных между	1	1
678	тем более	5	1
679	от всего	1	1
680	на одно	1	1
681	этих элементов	1	1
682	его к	1	1
683	слово в	1	1
684	этот вопрос	3	1
685	лишь что	1	1
686	с ней	2	1
687	не быть	1	1
688	от всех	3	1
689	связей и	2	1
690	того на	1	1
691	поэтому основной	1	1
692	характера его	1	1
693	к моменту	1	1
694	эти элементы	1	1
695	попытка в	1	1
696	включает в	1	1
697	судьбы в	1	1
698	к этой	1	1
699	в своих	5	1
700	все основные	2	1
701	гораздо более	1	1
