N	2gram	Losev_Prob_4	Marksizm
1	точки зрения	14	34
2	может быть	9	26
3	и не	28	26
4	не может	5	24
5	с точки	11	20
6	и в	20	19
7	и его	10	19
8	таким образом	8	17
9	в этом	9	16
10	как бы	4	15
11	как мы	3	13
12	прежде всего	11	13
13	как и	6	12
14	если мы	5	11
15	так и	10	11
16	связи с	3	11
17	и для	4	11
18	самом деле	3	10
19	в нем	5	10
20	ни было	2	10
21	в самом	2	10
22	только в	23	9
23	для него	3	9
24	в результате	8	9
25	бы то	1	8
26	все же	2	8
27	не только	24	8
28	при этом	6	8
29	то ни	1	8
30	друг друга	2	8
31	до сих	1	8
32	но и	14	8
33	в контексте	1	8
34	сих пор	1	8
35	то что	15	8
36	во всех	4	7
37	в ее	5	7
38	но в	8	7
39	все эти	16	7
40	и те	1	7
41	то же	7	7
42	в каждом	1	7
43	а не	7	7
44	в связи	3	7
45	так же	5	7
46	отнюдь не	10	6
47	кроме того	4	6
48	мы не	7	6
49	ничего не	1	6
50	данного момента	1	6
51	в пределах	2	6
52	и здесь	1	6
53	настоящее время	1	6
54	в его	3	6
55	в том	20	6
56	является не	2	6
57	в смысле	5	6
58	в настоящее	1	6
59	другой стороны	6	6
60	того же	2	6
61	гуманитарных наук	1	5
62	конечно не	3	5
63	по преимуществу	2	5
64	рядом с	1	5
65	не в	13	5
66	необходимо чтобы	1	5
67	того чтобы	2	5
68	ничего общего	5	5
69	как ее	1	5
70	и все	8	5
71	ясно что	7	5
72	в начале	3	5
73	в конце	2	5
74	вовсе не	21	5
75	с другой	7	5
76	за пределы	2	5
77	именно в	7	5
78	до конца	1	5
79	и потому	7	5
80	хотя бы	7	5
81	во всяком	8	5
82	вопрос о	1	4
83	и на	3	4
84	нет и	2	4
85	чем же	3	4
86	как в	5	4
87	так называемая	2	4
88	не будем	2	4
89	лишь с	1	4
90	здесь мы	3	4
91	не будет	2	4
92	было бы	14	4
93	не менее	10	4
94	по себе	11	4
95	в отношении	4	4
96	отражает и	1	4
97	самого начала	1	4
98	не является	10	4
99	в ней	7	4
100	с самого	1	4
101	еще не	7	4
102	только на	2	4
103	для того	3	4
104	далеко не	2	4
105	и между	1	4
106	как же	2	4
107	с этим	4	4
108	в данном	6	4
109	что же	1	4
110	в условиях	3	4
111	тот же	2	4
112	а в	4	4
113	отношении к	1	4
114	жизни в	2	4
115	между ними	1	4
116	сказать что	7	4
117	что в	3	4
118	на самом	5	3
119	и есть	4	3
120	действительности и	5	3
121	в истории	3	3
122	общего с	2	3
123	и как	3	3
124	и к	3	3
125	в которой	2	3
126	к другому	1	3
127	в корне	2	3
128	но все	3	3
129	его в	2	3
130	но именно	2	3
131	он не	2	3
132	он является	1	3
133	том что	12	3
134	эта последняя	1	3
135	в своей	4	3
136	и ее	4	3
137	в котором	2	3
138	мы говорили	1	3
139	войти в	1	3
140	в то	4	3
141	к этим	1	3
142	не имеет	4	3
143	действительности но	1	3
144	в области	3	3
145	не могут	1	3
146	же самое	6	3
147	не есть	12	3
148	и это	2	3
149	не существует	5	3
150	только при	6	3
151	одного из	1	3
152	можно сказать	5	3
153	с другими	3	3
154	здесь в	5	3
155	каких бы	1	3
156	конце концов	1	3
157	того что	1	3
158	быть и	1	3
159	одной из	4	3
160	нуждается в	1	3
161	в какой	4	3
162	по законам	1	3
163	не дает	1	3
164	большинстве случаев	1	3
165	из них	3	3
166	в целях	5	3
167	или иной	13	3
168	в каком	6	3
169	не было	3	3
170	все это	9	3
171	к другой	2	3
172	какого бы	1	3
