N	2gram	Vinokur_Ku_1	RusskieA
1	и в	24	36
2	а а	3	25
3	не только	10	22
4	том что	21	19
5	что в	17	19
6	в том	30	17
7	т е	38	17
8	но и	6	16
9	так как	9	15
10	в этом	14	12
11	в других	1	11
12	и т	33	10
13	и на	4	10
14	это не	7	10
15	как и	2	10
16	как мы	1	10
17	вместе с	7	10
18	потому что	23	10
19	т д	14	9
20	об этом	1	9
21	а в	5	9
22	состоит в	3	8
23	и по	1	8
24	с тем	5	8
25	у нас	10	8
26	о том	9	8
27	один из	4	8
28	мы увидим	3	8
29	из них	4	8
30	может быть	13	8
31	как это	3	8
32	е в	2	8
33	что они	4	7
34	так и	7	7
35	между тем	5	7
36	что и	4	7
37	и других	1	7
38	полагает что	1	6
39	так например	2	6
40	таким образом	12	6
41	при этом	6	6
42	видно что	2	6
43	не имеет	2	6
44	с этого	1	6
45	уже не	8	6
46	в них	7	6
47	и не	12	6
48	все это	6	6
49	для нас	2	6
50	будто бы	1	6
51	то что	9	6
52	как в	4	5
53	все же	12	5
54	во многих	2	5
55	показывает что	1	5
56	в которых	6	5
57	того как	4	5
58	как будто	1	5
59	с ними	4	5
60	и у	1	5
61	одно из	2	5
62	как бы	7	5
63	н а	1	5
64	этом случае	2	5
65	мы имеем	6	4
66	еще не	5	4
67	во всех	1	4
68	в эти	1	4
69	следующим образом	1	4
70	в россии	1	4
71	в г	3	4
72	из этих	4	4
73	в их	3	4
74	п с	1	4
75	что этот	1	4
76	тому что	3	4
77	одна из	1	4
78	в русском	4	4
79	связи с	7	4
80	что на	1	4
81	к тому	5	4
82	и что	5	4
83	и их	1	4
84	тем что	8	4
85	а с	3	4
86	в некоторых	1	4
87	и а	2	4
88	в тех	4	4
89	того что	9	4
90	по существу	4	4
91	но это	1	4
92	в связи	3	4
93	не может	7	4
94	только в	11	4
95	к этому	1	4
96	увидим ниже	1	3
97	представление о	3	3
98	как правило	1	3
99	своего рода	1	3
100	если в	2	3
101	которые не	1	3
102	в своем	3	3
103	что это	5	3
104	думать что	1	3
105	и те	1	3
106	связанные с	1	3
107	в основном	1	3
108	на этом	1	3
109	то же	8	3
110	но все	2	3
111	чаще всего	1	3
112	для них	2	3
113	далеко не	1	3
114	несмотря на	3	3
115	в москве	2	3
116	в этих	4	3
117	точки зрения	14	3
118	к тем	1	3
119	с точки	9	3
120	тем не	4	3
121	но они	1	3
122	не менее	7	3
123	в разных	2	3
124	ничего не	2	3
125	к жизни	2	3
126	не с	3	3
127	настоящее время	1	3
128	а также	1	3
129	также в	1	3
130	как например	2	3
131	в качестве	7	3
132	только на	1	3
133	слова в	1	3
134	в одном	3	3
135	к ним	1	3
136	в области	7	3
137	на этот	2	3
138	о чем	2	3
139	по происхождению	1	3
140	так называемой	2	3
141	в честь	1	3
142	так же	4	3
143	в это	2	3
144	этого слова	3	3
145	в настоящее	1	3
146	в свою	3	3
147	ко времени	1	3
148	но эти	1	3
149	можно говорить	2	2
150	например в	5	2
151	переход от	4	2
152	но тем	1	2
153	еще до	1	2
154	к нам	1	2
155	что иное	1	2
156	на себя	3	2
157	как не	1	2
158	в числе	2	2
159	это время	1	2
160	в ней	6	2
161	иное как	2	2
162	на самом	2	2
163	но не	5	2
164	значение и	2	2
165	тогда как	2	2
166	не просто	5	2
