N	4gram	Vygotskiy__1	VLabPisa
1	в то же время	1	5
2	и в то же	1	3
3	одном и том же	1	2
4	с одной стороны и	1	2
5	в том числе и	1	2
6	с другой стороны в	1	1
7	главным образом потому что	1	1
8	одно и то же	2	1
9	с этой точки зрения	1	1
10	если можно так выразиться	1	1
11	ответ на этот вопрос	2	1
12	в одном и том	1	1
13	сама по себе в	1	1
14	могло бы и не	1	1
15	не удивительно поэтому что	1	1
16	в чем же заключается	1	1
17	ни в какой мере	1	1
18	в то время как	4	1
19	но вместе с тем	4	1
20	как если бы он	1	1
21	вот что говорит он	1	1
22	бы и не быть	1	1
23	так же как и	4	1
24	приводит к тому что	1	1
25	в какой мере не	1	1
