N	2gram	Voloshinov_1	Tvorches
1	и в	19	21
2	как бы	15	17
3	в то	3	15
4	то же	7	13
5	в его	6	13
6	как и	12	12
7	же время	3	12
8	что в	4	12
9	с его	1	11
10	том что	3	11
11	все это	3	10
12	в романе	2	10
13	как в	4	8
14	он не	3	8
15	то что	8	8
16	и на	4	7
17	но в	7	7
18	не только	8	7
19	при этом	8	7
20	тем самым	1	7
21	и не	26	7
22	в том	6	7
23	в свою	2	7
24	в этом	16	6
25	человека в	2	6
26	в котором	3	6
27	не менее	4	6
28	и его	19	6
29	по природе	1	6
30	он сам	1	6
31	о том	2	6
32	и все	5	6
33	что он	2	6
34	для него	9	6
35	xix века	3	6
36	а в	4	6
37	жизни в	4	6
38	отнюдь не	6	5
39	все же	8	5
40	в этой	1	5
41	таким образом	17	5
42	вовсе не	5	5
43	в своих	2	5
44	в русской	2	5
45	потому что	1	5
46	только в	9	5
47	может быть	26	5
48	а не	7	5
49	хотя бы	5	5
50	не имеют	3	4
51	из всех	1	4
52	в своем	2	4
53	и как	3	4
54	та же	1	4
55	в целом	1	4
56	это не	1	4
57	в своей	3	4
58	мысли и	4	4
59	времени и	1	4
60	одной из	3	4
61	прежде всего	13	4
62	не может	24	4
63	и от	3	4
64	в основном	6	4
65	одним из	2	4
66	ту же	2	3
67	на самом	3	3
68	это и	3	3
69	той же	2	3
70	среды и	1	3
71	что я	1	3
72	со всеми	1	3
73	хотя и	1	3
74	в самом	10	3
75	в нем	10	3
76	он ни	2	3
77	первой части	2	3
78	в россии	1	3
79	и по	1	3
80	в каждом	7	3
81	что все	2	3
82	и с	2	3
83	и других	2	3
84	далеко не	4	3
85	место в	3	3
86	самого начала	4	3
87	не по	1	3
88	никогда не	2	3
89	воли и	1	3
90	стремится к	1	3
91	с ее	2	3
92	и другие	1	3
93	с самого	4	3
94	в дальнейшем	3	3
95	в ту	1	3
96	того что	3	3
97	во времени	1	3
98	уже не	1	3
99	уже в	1	3
100	так как	2	3
101	в которой	3	3
102	связан с	1	3
103	и даже	2	3
104	с другой	5	3
105	но и	8	3
106	подхода к	1	3
107	но не	1	3
108	не существует	3	3
109	но если	2	3
110	жизни и	2	3
111	ее в	1	3
112	так же	7	3
113	того же	6	2
114	проблемы в	1	2
115	самом деле	10	2
116	в первом	3	2
117	по преимуществу	5	2
118	мировоззрения и	1	2
119	действительности и	3	2
120	а как	3	2
121	субъективное переживание	1	2
122	и он	2	2
123	в ней	4	2
124	в отличие	5	2
125	людей в	1	2
126	в чем	2	2
127	отличие от	5	2
128	в одной	2	2
129	как к	2	2
130	и наконец	1	2
131	то в	2	2
132	и внутреннего	1	2
133	в себе	2	2
134	тем не	2	2
135	так сказать	6	2
136	у пушкина	1	2
137	здесь мы	4	2
138	не будет	4	2
139	а по	1	2
140	действительности в	2	2
141	и тем	1	2
142	в данном	4	2
143	в один	1	2
144	и того	6	2
145	и диалектика	2	2
146	не столько	4	2
147	не в	5	2
148	одна из	2	2
149	в основе	2	2
150	иными словами	2	2
151	к ней	1	2
152	в духе	1	2
153	нет ни	2	2
154	в направлении	7	2
155	могут быть	2	2
156	является одним	2	2
157	к тому	2	2
158	отказаться от	1	2
159	в виду	2	2
160	и отношений	1	2
161	личности он	1	2
162	ли с	1	2
163	приводит к	1	2
164	и необходимости	1	2
165	так и	11	2
166	здесь нет	1	2
167	еще в	1	2
168	можно сказать	3	2
169	и та	2	2
170	настоящее время	6	2
171	и будет	1	2
172	одного из	3	2
173	что и	2	2
174	во всей	1	2
175	каких бы	3	2
176	вот в	2	2
177	и мир	1	2
178	в литературе	2	2
179	значит что	1	2
180	в двух	2	2
181	тот же	4	2
182	наше время	1	2
183	в качестве	2	2
184	так что	1	2
185	же и	2	2
186	при помощи	1	2
187	из них	3	2
188	не означает	1	2
189	только на	4	2
190	этой проблемы	4	2
191	именно в	5	2
192	что не	2	2
193	что для	1	2
194	до конца	5	2
195	зависит от	2	2
196	его как	1	2
197	все более	1	2
198	в частности	2	2
199	к жизни	1	2
200	в мир	1	2
201	в первой	2	2
202	отношениями между	1	2
203	на эти	1	2
204	в наше	1	2
205	или в	2	2
206	ее и	1	2
207	на смену	2	2
208	не знает	2	2
209	сказать что	4	2
210	вся история	2	2
211	к этому	5	2
212	гораздо более	1	2
213	говорили о	2	1
214	от этой	1	1
215	этого в	1	1
216	же как	2	1
217	он произносит	1	1
218	связана с	2	1
219	отметим что	1	1
220	переход от	4	1
221	и есть	3	1
222	очень много	1	1
223	на историю	1	1
224	лежащая в	1	1
225	и до	1	1
226	оно было	1	1
227	места в	3	1
228	и этот	2	1
229	также и	1	1
230	мы уже	2	1
231	этом она	1	1
232	лежит на	1	1
233	всех высказываний	1	1
234	в сущности	3	1
235	говорить о	1	1
236	принадлежит к	1	1
237	через которые	1	1
238	становится объектом	1	1
239	жизни это	1	1
240	и самого	1	1
241	еще не	4	1
242	между собой	2	1
243	столь же	1	1
