N	2gram	Savitsky_E_1	KulturaY
1	и т	1	54
2	т е	9	32
3	и в	37	23
4	точки зрения	23	23
5	в том	11	22
6	не только	18	17
7	в этом	12	16
8	было бы	8	16
9	с точки	17	16
10	может быть	6	14
11	в области	11	14
12	в самом	4	13
13	что в	21	13
14	не менее	1	12
15	потому что	3	12
16	для того	6	12
17	вопрос о	4	11
18	том что	6	11
19	того чтобы	6	11
20	можно было	3	11
21	в его	2	11
22	того что	7	11
23	а не	2	11
24	у нас	1	10
25	и не	14	10
26	таким образом	2	9
27	хотя бы	15	9
28	так как	7	9
29	прежде всего	9	9
30	т д	1	8
31	лишь в	1	8
32	иными словами	4	8
33	если бы	2	8
34	уже не	1	8
35	между прочим	7	8
36	как на	3	8
37	как это	4	7
38	все эти	1	7
39	в нашем	1	7
40	должно быть	1	7
41	если мы	1	7
42	те же	1	7
43	и что	2	7
44	с другой	7	7
45	или иной	4	7
46	в данном	3	7
47	слова и	1	7
48	сказать что	4	7
49	то же	15	6
50	говорить о	1	6
51	в общем	3	6
52	в силу	2	6
53	только в	9	6
54	так и	10	6
55	при этом	1	6
56	и тем	3	6
57	с тем	3	6
58	в их	11	6
59	связи с	1	6
60	не может	9	6
61	могут быть	2	6
62	по себе	4	6
63	о том	3	6
64	что и	3	6
65	тот же	1	6
66	для этого	1	6
67	также и	7	5
68	как мы	5	5
69	в рамках	1	5
70	независимо от	4	5
71	все же	1	5
72	хотя и	2	5
73	как бы	6	5
74	как и	7	5
75	здесь можно	1	5
76	не значит	1	5
77	не в	5	5
78	вовсе не	6	5
79	во внимание	1	5
80	от того	1	5
81	не могут	2	5
82	но также	2	5
83	той или	4	5
84	тем что	3	5
85	далеко не	2	5
86	на которых	1	5
87	в связи	1	5
88	что же	2	5
89	тем более	4	5
90	но это	1	5
91	а в	2	5
92	того же	3	4
93	тех же	1	4
94	на практике	1	4
95	столь же	5	4
96	точка зрения	2	4
97	как в	3	4
98	в своем	14	4
99	только тогда	1	4
100	целый ряд	2	4
101	том случае	1	4
102	этого слова	1	4
103	в своей	8	4
104	которые в	1	4
105	тому что	1	4
106	тем самым	5	4
107	тогда когда	2	4
108	и о	1	4
109	в ее	8	4
110	данном случае	2	4
111	для нас	4	4
112	а также	7	4
113	заключается в	2	4
114	между тем	8	4
115	один из	1	4
116	с одной	8	4
117	что не	1	4
118	не было	1	4
119	одной стороны	8	4
120	в той	5	4
121	то что	6	4
122	в таком	3	4
123	речь идет	1	3
124	сплошь и	2	3
125	то в	4	3
126	по преимуществу	2	3
127	той же	1	3
128	есть не	2	3
129	мы не	4	3
130	в ней	4	3
131	время в	3	3
132	то мы	1	3
133	но не	5	3
134	но как	2	3
135	по отношению	1	3
136	очевидно что	3	3
137	отнюдь не	9	3
138	что как	1	3
139	и к	3	3
140	бы и	3	3
141	что это	2	3
142	тому же	1	3
143	но на	3	3
144	он не	2	3
145	и с	2	3
146	и рядом	2	3
147	с этой	6	3
148	мы видели	3	3
149	но если	5	3
150	в которых	3	3
151	и более	2	3
152	случае когда	1	3
153	в отношении	32	3
154	она не	2	3
155	в то	16	3
156	не имеет	4	3
157	в процессе	4	3
158	должна быть	2	3
159	был бы	1	3
160	что на	2	3
161	в каком	4	3
162	не есть	2	3
163	всего этого	1	3
164	в результате	3	3
165	будет уже	1	3
166	на вопрос	1	3
167	но и	14	3
168	нас в	1	3
169	связь между	1	3
170	отметить что	3	3
171	и только	3	3
172	этот вопрос	2	3
173	в какой	2	3
174	как же	2	3
175	уже в	1	3
176	в данной	3	3
177	мы находим	1	3
178	то это	1	3
179	именно в	4	3
180	а именно	2	3
181	в англии	1	3
182	когда мы	1	3
183	там где	3	3
184	того или	4	3
185	к тому	8	3
186	мы должны	2	3
187	другой стороны	2	3
188	или иного	4	3
189	также что	1	2
190	чтобы не	1	2
191	что эти	2	2
192	на западе	1	2
193	ответить на	1	2
194	на себя	3	2
195	случаи когда	1	2
196	быть в	1	2
197	не понимали	1	2
198	чем это	1	2
199	а тем	2	2
200	отличие от	1	2
201	или иное	1	2
202	за пределы	1	2
203	относится к	1	2
204	более чем	2	2
205	дает нам	1	2
206	на минуту	1	2
207	смысле этого	1	2
208	когда он	3	2
209	и как	2	2
210	имеет в	2	2
211	более или	1	2
212	увидим что	1	2
213	но в	14	2
214	он в	1	2
215	в известном	3	2
216	и тот	1	2
217	с традициями	1	2
218	отношений между	2	2
219	и если	2	2
220	в корне	1	2
221	в россии	5	2
222	состоит в	1	2
223	на этом	1	2
224	но все	1	2
225	что все	2	2
226	значение в	1	2
227	с другими	2	2
228	чем в	4	2
229	такой же	2	2
230	как таковой	1	2
231	и того	2	2
232	одного и	1	2
233	или менее	1	2
234	в этих	2	2
235	из того	2	2
236	в котором	2	2
237	большей степени	1	2
238	в отличие	1	2
239	не как	1	2
240	себе задачи	1	2
241	нас к	2	2
242	если и	1	2
243	к такой	2	2
244	не о	1	2
245	по своему	7	2
246	в русском	1	2
247	которые можно	1	2
248	можно рассматривать	1	2
249	уже о	1	2
250	которое в	2	2
251	не станем	1	2
252	такая же	1	2
253	со значением	1	2
254	из всего	1	2
255	говоря уже	2	2
256	то или	1	2
257	в пределах	25	2
258	мог бы	2	2
259	когда в	1	2
260	она есть	1	2
261	внимание на	1	2
262	язык и	1	2
263	можно сказать	4	2
264	как они	1	2
265	эти два	1	2
266	не более	3	2
267	она может	1	2
268	эти последние	2	2
269	известном смысле	3	2
270	в двух	1	2
271	в качестве	14	2
272	конечно не	1	2
273	то и	1	2
274	что если	2	2
275	не дает	3	2
276	в одном	2	2
277	в некоторых	2	2
278	так то	1	2
279	ни на	3	2
280	один и	1	2
281	то нельзя	2	2
282	не говоря	2	2
283	на этот	2	2
284	не означает	2	2
285	что мы	1	2
286	именно поэтому	1	2
287	в частности	5	2
288	вместе с	2	2
289	так же	9	2
290	в тех	1	2
291	иначе говоря	2	2
292	простор для	1	2
293	кроме того	1	2
294	каждой из	1	2
295	вопрос в	1	2
296	указать на	1	2
297	то не	2	2
298	еще более	2	2
299	главным образом	2	2
300	в большей	1	2
301	можно конечно	1	2
302	в свое	1	2
303	это так	3	2
304	это в	1	2
305	во всяком	3	2
306	том числе	1	2
307	нужно помнить	1	1
308	ту же	1	1
309	например в	1	1
310	же как	5	1
311	доступ в	1	1
312	и то	2	1
313	и принципах	1	1
314	крупное значение	1	1
315	в чисто	1	1
316	вопрос мы	1	1
317	в силе	1	1
318	с таким	1	1
319	к созданию	1	1
320	часть его	1	1
321	поэзии и	1	1
322	из всех	3	1
323	на тех	1	1
324	ограничиться в	1	1
325	же следует	1	1
326	области собственно	1	1
327	мысль которую	2	1
328	установить что	1	1
329	именно к	2	1
330	в основных	1	1
331	признание что	1	1
332	почти все	1	1
333	и техническое	1	1
334	другую и	1	1
335	время как	1	1
336	в деле	3	1
337	на себе	1	1
338	в полной	4	1
339	пределах и	1	1
340	связана с	1	1
341	свели к	1	1
342	как не	2	1
343	таковы например	1	1
344	отношении в	1	1
345	литературы и	1	1
346	вышла из	1	1
347	также о	1	1
348	не нужно	2	1
349	и на	6	1
350	между собой	2	1
351	он сам	2	1
352	имело место	1	1
353	бы то	4	1
354	которые создали	1	1
355	глаза на	1	1
356	мы будем	1	1
357	в сторону	2	1
358	значение и	1	1
359	тогда как	1	1
360	и будет	1	1
361	значение имеет	1	1
362	от основного	1	1
363	которые не	1	1
364	это имело	1	1
365	идет о	3	1
366	в одной	1	1
367	с этим	2	1
368	помнить что	2	1
369	в противном	1	1
370	и где	1	1
371	находящиеся в	1	1
372	тех случаях	1	1
373	и всецело	2	1
374	сопоставить например	1	1
375	россии не	2	1
376	или иную	3	1
377	всего лишь	3	1
378	культуры и	2	1
379	это есть	1	1
380	мы получаем	1	1
381	чуть ли	1	1
382	думать что	8	1
383	разных точек	1	1
384	нами в	1	1
385	в общий	1	1
386	и те	1	1
387	из общей	1	1
388	этот процесс	2	1
389	и лучше	1	1
390	чем меньше	1	1
391	сейчас и	1	1
392	поскольку дело	1	1
393	всех этих	1	1
394	в принципе	1	1
395	не к	2	1
396	ни была	1	1
397	или иному	2	1
398	рассмотрение вопроса	1	1
399	находит себе	1	1
400	или иных	1	1
401	слова т	1	1
402	и наоборот	1	1
403	не будет	3	1
404	во внутреннюю	1	1
405	культуры но	2	1
406	имеют в	1	1
407	же касается	1	1
408	и неизбежно	1	1
409	входит в	1	1
410	подходит к	2	1
411	и иных	1	1
412	и мы	3	1
413	этом смысле	3	1
414	которая в	1	1
415	ведь в	1	1
416	рассказывает что	1	1
417	рядом с	1	1
418	русской культуры	1	1
419	к осознанию	1	1
420	из областей	1	1
421	рода и	1	1
422	ссылаться на	2	1
423	можно считать	3	1
424	не вообще	1	1
425	какой именно	1	1
426	и поскольку	1	1
427	и ее	1	1
428	мы приходим	1	1
429	в такой	1	1
430	эта может	1	1
431	всяком случае	3	1
432	на месте	2	1
433	и процесс	1	1
434	если можно	1	1
435	она в	3	1
436	если сопоставить	1	1
437	представление о	2	1
438	то его	1	1
439	которые лежат	1	1
440	признать что	1	1
441	значение для	1	1
442	что такими	1	1
443	одном из	2	1
444	творчества и	1	1
445	друг другу	1	1
446	связано с	3	1
447	бы о	2	1
448	на другую	1	1
449	в предыдущем	4	1
450	для нее	1	1
451	даже в	4	1
452	китайцы в	1	1
453	задаться вопросом	2	1
454	культурной жизни	4	1
455	англии в	1	1
456	что с	1	1
457	или какого-либо	1	1
458	правда в	1	1
459	и продолжает	1	1
460	в основе	1	1
461	он мог	1	1
462	для всего	1	1
463	если ему	1	1
464	рассматривать как	1	1
465	казалось бы	1	1
466	на язык	2	1
467	упомянутые выше	1	1
468	в самой	1	1
469	именно с	1	1
470	же время	14	1
471	в форму	1	1
472	они являются	1	1
473	общем с	1	1
474	того в	1	1
475	то эту	1	1
476	по своей	2	1
477	за исключением	1	1
478	во всем	1	1
479	и его	1	1
480	ставить вопрос	1	1
481	бы по	1	1
482	и имеющих	1	1
483	же смысл	1	1
484	следует отметить	2	1
485	как будто	2	1
486	он называет	1	1
487	начиная с	2	1
488	политической и	1	1
489	должны быть	1	1
490	всего в	2	1
491	свое значение	1	1
492	как некая	1	1
493	прошлом и	1	1
494	отказаться от	1	1
495	данной области	2	1
496	то ни	4	1
497	приходит к	1	1
498	большем или	1	1
499	но по	2	1
500	указание что	1	1
501	от друга	2	1
502	здесь говорить	1	1
503	свою очередь	2	1
504	на основе	2	1
505	представим себе	1	1
