N	4gram	Trubetskoy_1	EvropaiE
1	в то же время	2	14
2	с этой точки зрения	1	5
3	равноценности и качественной несоизмеримости	2	5
4	бы то ни было	2	4
5	культур и народов земного	1	3
6	всех культур и народов	1	3
7	или частью представителей данного	1	2
8	принцип равноценности и качественной	1	2
9	и народов земного шара	1	2
10	абсолютно высшее и совершенное	1	2
11	всеми или частью представителей	1	2
12	нечто абсолютно высшее и	1	2
13	частью представителей данного народа	1	2
14	и качественной несоизмеримости всех	1	2
15	заключается в том что	2	2
16	качественной несоизмеримости всех культур	1	2
17	несоизмеримости всех культур и	1	2
18	на долю народов менее	1	1
19	и норма права и	1	1
20	техническое приспособление и научное	1	1
21	и наивность этого доказательства	1	1
22	всех элементах этой культуры	1	1
23	культур по степеням совершенства	1	1
24	дело в том что	1	1
25	учреждение и техническое приспособление	1	1
26	признавать что победа весьма	1	1
27	весьма часто выпадает на	1	1
28	индусов арабов негров и	1	1
29	снаряжения и механические приспособления	1	1
30	норма права и художественное	1	1
31	сие время в сознании	1	1
32	различие между отцами и	1	1
33	по сие время в	1	1
34	и с точки зрения	1	1
35	градации народов и культур	1	1
36	совершенства новый принцип равноценности	1	1
37	одного и того же	3	1
38	мы получаем горизонтальную плоскость	1	1
39	лестницы мы получаем горизонтальную	1	1
40	чем побеждаемые ими туземцы	1	1
41	очищать ее от эгоцентризма	1	1
42	грубость и наивность этого	1	1
43	культурных чем побеждаемые ими	1	1
44	приходится признавать что победа	1	1
45	объективно доказать что культура	2	1
46	славян китайцев индусов арабов	1	1
47	наивность этого доказательства должна	1	1
48	воспринимании европейской культуры вполне	1	1
49	военного снаряжения и механические	1	1
50	культуры древности были разрушены	1	1
51	человека этот аргумент ясно	1	1
52	культуры нечто абсолютно высшее	1	1
53	в том числе и	1	1
54	и для того чтобы	1	1
55	народов менее культурных чем	1	1
56	примерами из русской истории	1	1
57	этой культуры нечто абсолютно	1	1
58	получаем горизонтальную плоскость вместо	1	1
59	во всех элементах этой	1	1
60	что победа весьма часто	1	1
61	выпадает на долю народов	1	1
62	только в том случае	1	1
63	и учреждение и техническое	1	1
64	менее культурных чем побеждаемые	1	1
65	можно ли объективно доказать	2	1
66	это может быть и	1	1
67	победа весьма часто выпадает	1	1
68	древности были разрушены именно	1	1
69	арабов негров и других	1	1
70	и техническое приспособление и	1	1
71	элементах этой культуры нечто	1	1
72	в то время как	1	1
73	как бы то ни	2	1
74	механические приспособления для передвижения	1	1
75	долю народов менее культурных	1	1
76	культур ныне существующих или	2	1
77	обильно иллюстрировать примерами из	1	1
78	простое и наиболее распространенное	1	1
79	в том случае если	4	1
80	время в сознании каждого	1	1
81	быть ясна для всякого	1	1
82	русской истории и русской	1	1
83	народы при воспринимании европейской	1	1
84	вопрос можно ли объективно	1	1
85	в том же темпе	1	1
86	того чтобы ответить на	1	1
87	характера тех племен которые	1	1
88	все признаваемые европейской наукой	1	1
89	насколько поклонение грубой силе	1	1
90	вполне могут очищать ее	1	1
91	новый принцип равноценности и	1	1
92	том же темпе как	1	1
93	истории и русской действительности	1	1
94	тех племен которые создали	1	1
95	между отцами и детьми	1	1
96	степеням совершенства новый принцип	1	1
97	дикарей грубость и наивность	1	1
98	при воспринимании европейской культуры	1	1
99	вместо лестницы мы получаем	1	1
100	и культур по степеням	1	1
101	в области культуры он	1	1
102	из того что в	1	1
103	для того чтобы ответить	1	1
104	и механические приспособления для	1	1
105	по сравнению с культурой	1	1
106	должна быть ясна для	1	1
107	быть и норма права	1	1
108	этого доказательства должна быть	1	1
109	цивилизацию живет и по	1	1
110	всех прочих культур ныне	2	1
111	самое простое и наиболее	1	1
112	победы европейцев над дикарями	1	1
113	ли объективно доказать что	2	1
114	иллюстрировать примерами из русской	1	1
115	доказательства должна быть ясна	1	1
116	китайцев индусов арабов негров	1	1
117	культуры не будет уже	1	1
118	может быть и норма	1	1
119	и наиболее распространенное доказательство	1	1
120	народов и культур по	2	1
121	часто выпадает на долю	1	1
122	по степеням совершенства новый	1	1
123	будет тем меньше чем	1	1
124	на вопрос можно ли	1	1
125	предметы военного снаряжения и	1	1
126	культуры вполне могут очищать	1	1
127	несмотря на то что	2	1
128	не говоря уже о	1	1
129	сравнению с культурой дикарей	1	1
130	прочих культур ныне существующих	2	1
131	бы обильно иллюстрировать примерами	1	1
132	и по сие время	1	1
133	из русской истории и	1	1
134	живет и по сие	1	1
135	и различие между отцами	1	1
136	европейской культуры вполне могут	1	1
137	в тех случаях когда	1	1
138	постоянно приходится признавать что	1	1
139	совершеннее всех прочих культур	2	1
140	могут очищать ее от	1	1
