N	3gram	Vinokur_Ku_1	FransuaR
1	то же время	2	9
2	в то же	2	9
3	после того как	1	4
4	в свою очередь	3	3
5	с точки зрения	9	3
6	все то что	1	3
7	так и в	2	3
8	в том что	15	3
9	по отношению к	8	2
10	более или менее	3	2
11	имеем в виду	1	2
12	о том как	3	2
13	в этом отношении	5	2
14	в большинстве случаев	1	2
15	можно было бы	3	2
16	и в его	1	2
17	мы имеем в	1	2
18	в свое время	2	2
19	и все те	1	1
20	и может быть	1	1
21	что иное как	1	1
22	потому что он	1	1
23	до наших дней	1	1
24	что в этом	1	1
25	но в нем	1	1
26	их появление в	1	1
27	на самом деле	2	1
28	в том и	2	1
29	что он есть	1	1
30	и таким путем	1	1
31	с представлением о	1	1
32	по аналогии с	1	1
33	с тем что	1	1
34	в известной мере	1	1
35	на этот вопрос	1	1
36	точки зрения вполне	1	1
37	что все это	1	1
38	и не в	1	1
39	в это время	1	1
40	роль в истории	1	1
41	тогда как в	1	1
42	то обстоятельство что	8	1
43	в применении к	1	1
44	не что иное	1	1
45	дело не с	1	1
46	не только в	1	1
47	потому что вместе	1	1
48	который в своем	1	1
49	с помощью которого	1	1
50	и то обстоятельство	1	1
51	о том что	5	1
52	есть и еще	1	1
53	в связи с	3	1
54	как с помощью	2	1
55	а только в	2	1
56	не трудно видеть	3	1
57	не есть нечто	1	1
58	таким образом в	1	1
59	однако не в	1	1
60	в следующем отрывке	1	1
61	вместе с ним	1	1
62	во всяком случае	5	1
63	не в силах	1	1
64	в первом случае	1	1
65	рядом с этим	1	1
66	содержат в себе	1	1
67	ничего общего с	1	1
68	и тем самым	1	1
69	и в самом	2	1
70	друг от друга	1	1
71	тем более что	1	1
72	в этом смысле	3	1
73	и для той	1	1
74	было бы сказать	1	1
75	так что в	1	1
76	и еще один	2	1
77	свидетельствует о том	1	1
78	и с его	1	1
79	на той же	1	1
80	мы увидим что	2	1
81	не в этом	1	1
