N	3gram	Propp_Isto_3	Vladivir
1	в том что	5	10
2	тем не менее	5	9
3	о том что	2	8
4	с точки зрения	1	6
5	вместе с тем	1	6
6	не может быть	1	6
7	к тому же	2	5
8	точно так же	2	4
9	и то что	2	4
10	в то время	2	4
11	том что в	2	3
12	не менее если	1	3
13	во всяком случае	2	3
14	с одной стороны	2	3
15	как мы видели	5	3
16	что и в	2	3
17	что в этом	1	2
18	из этих трех	1	2
19	у него как	1	2
20	также и в	1	2
21	в таком случае	1	2
22	на самом же	1	2
23	независимо от того	1	2
24	так же как	1	2
25	в данном случае	3	2
26	мы видели выше	1	2
27	то время как	2	2
28	так или иначе	1	2
29	в связи с	3	2
30	с другой стороны	7	2
31	и в том	1	2
32	самом же деле	1	2
33	и вместе с	1	2
34	ничего общего с	1	2
35	на то что	1	2
36	в согласии с	1	2
37	говорит о наличии	1	1
38	что иное как	3	1
39	уже знаем что	1	1
40	между прочим и	1	1
41	на все эти	1	1
42	так как в	1	1
43	в этом случае	5	1
44	при помощи которых	1	1
45	до сих пор	5	1
46	мы не будем	1	1
47	сих пор не	1	1
48	а так как	1	1
49	только то что	1	1
50	с тем что	1	1
51	что в нем	1	1
52	но и здесь	1	1
53	можно было бы	1	1
54	это вовсе не	1	1
55	том смысле как	1	1
56	не просто в	1	1
57	с тех пор	1	1
58	с этой точки	1	1
59	может быть и	1	1
60	что здесь не	1	1
61	ли она в	1	1
62	не только в	1	1
63	к своему собственному	1	1
64	в себя и	1	1
65	мы имеем не	2	1
66	том что и	1	1
67	но и не	1	1
68	не будем здесь	2	1
69	если кто из	1	1
70	все же не	1	1
71	но вместе с	1	1
72	мы уже видели	3	1
73	этой точки зрения	1	1
74	живые и мертвые	1	1
75	но и то	1	1
76	это и есть	1	1
77	к которой он	1	1
78	надо сказать что	1	1
79	с самого начала	1	1
80	не только не	2	1
81	мы знаем что	1	1
82	таким образом эта	1	1
83	в его работе	1	1
84	заключается в том	1	1
85	не только на	1	1
86	в том числе	1	1
87	в том смысле	1	1
88	мы видим что	4	1
89	не что иное	3	1
90	с этим мы	1	1
91	по этому вопросу	1	1
92	не только то	1	1
93	мы уже знаем	2	1
94	в буквальном смысле	1	1
95	и не видно	1	1
