N	2gram	Vygotskiy__3	TeoriaLi
1	в мире	2	24
2	не только	6	18
3	в качестве	12	17
4	и не	10	16
5	а в	4	14
6	состоит в	3	13
7	и в	25	13
8	в частности	4	13
9	так и	5	12
10	может быть	13	12
11	в этом	14	11
12	представляет собой	6	11
13	при этом	5	11
14	в том	23	11
15	но не	6	10
16	и его	2	10
17	а не	1	10
18	то же	2	9
19	в его	15	9
20	по отношению	3	8
21	такого рода	2	8
22	сводится к	1	8
23	но и	4	8
24	отношению к	2	8
25	что в	17	8
26	отличие от	6	7
27	в себе	2	7
28	том что	20	7
29	точки зрения	6	7
30	в отличие	6	7
31	в то	4	7
32	по своей	7	7
33	только в	10	7
34	как это	7	7
35	в данном	1	7
36	еще не	4	6
37	с его	2	6
38	но в	1	6
39	место в	2	6
40	как бы	10	6
41	мы имеем	4	5
42	данном случае	1	5
43	в своем	4	5
44	в самом	3	5
45	он не	4	5
46	того или	2	5
47	как и	15	5
48	не в	6	5
49	однако в	2	5
50	тем самым	2	5
51	в нем	2	5
52	в ее	1	5
53	в пределах	1	5
54	или иной	3	5
55	а также	2	5
56	между тем	3	5
57	не сводится	1	5
58	и одновременно	2	5
59	уже не	2	5
60	не случайно	1	5
61	с другой	6	5
62	как в	9	5
63	или иного	2	5
64	между ними	3	5
65	отношение к	1	4
66	хотя и	2	4
67	по пути	4	4
68	то что	15	4
69	порядка в	1	4
70	не предполагает	1	4
71	ни в	9	4
72	в слове	1	4
73	в ходе	1	4
74	в своей	2	4
75	или менее	3	4
76	не столько	4	4
77	не менее	6	4
78	приводит к	4	4
79	в конечном	1	4
80	в форме	1	4
81	за пределами	1	4
82	в свою	3	4
83	сказать что	4	4
84	не может	6	4
85	более или	1	4
86	и то	2	3
87	между двумя	2	3
88	на две	1	3
89	например в	1	3
90	совпадает с	6	3
91	а только	1	3
92	и т.д	5	3
93	перед нами	10	3
94	и к	5	3
95	все эти	7	3
96	в этой	5	3
97	и по	5	3
98	его в	3	3
99	этом смысле	2	3
100	мог бы	4	3
101	и сам	3	3
102	в этих	2	3
