N	2gram	Propp_Isto_7	Komedia
1	и в	24	26
2	и не	4	14
3	и его	3	12
4	к тому	1	12
5	так и	5	12
6	может быть	14	11
7	в том	7	11
8	в этом	12	10
9	на протяжении	1	10
10	но и	11	10
11	том что	10	9
12	если бы	1	9
13	вместе с	7	9
14	что в	13	9
15	ясно что	1	8
16	было бы	2	8
17	и на	2	7
18	не только	21	7
19	на себя	2	7
20	что и	8	7
21	из них	2	7
22	еще не	8	6
23	в своем	1	6
24	о том	9	6
25	в нем	6	6
26	в доме	1	6
27	таким образом	7	6
28	в то	2	6
29	потому что	9	6
30	и здесь	12	6
31	во время	6	6
32	то что	7	6
33	в которой	2	5
34	с его	3	5
35	что он	21	5
36	так что	3	5
37	независимо от	1	5
38	с этим	2	5
39	для того	1	5
40	ни в	2	5
41	на основании	1	5
42	с тем	1	5
43	из комедии	1	5
44	и с	1	5
45	больше чем	1	5
46	один из	7	5
47	в качестве	3	5
48	обращает на	1	5
49	к этому	2	5
50	уже в	3	4
51	хотя и	3	4
52	в самом	2	4
53	что это	6	4
54	в целом	1	4
55	из этих	3	4
56	в них	3	4
57	как и	6	4
58	в этих	13	4
59	тому что	2	4
60	не менее	5	4
61	важно что	1	4
62	не по	2	4
63	как будто	1	4
64	как мы	3	4
65	что у	4	4
66	сразу же	1	4
67	можно было	1	4
68	его в	3	4
69	восходит к	2	4
70	в его	1	4
71	в середине	1	4
72	только в	6	4
73	же в	1	4
74	в начале	1	4
75	так как	8	4
76	у него	10	4
77	на этот	2	4
78	прежде всего	2	4
79	в руках	2	4
80	в частности	1	4
81	как это	2	4
82	все же	9	4
83	и от	2	4
84	одной из	4	4
85	точки зрения	4	4
86	например в	3	3
87	в котором	2	3
88	то же	8	3
89	в их	4	3
90	вопрос о	3	3
91	того же	2	3
92	в ней	1	3
93	что его	2	3
94	во всех	7	3
95	но не	6	3
96	по отношению	1	3
97	как в	12	3
98	но в	5	3
99	со своей	2	3
100	в этой	1	3
101	как он	6	3
102	друг другу	1	3
103	но все	4	3
104	в каждом	1	3
105	могла бы	1	3
106	по всему	1	3
107	при всем	1	3
108	но если	1	3
109	с дочерью	2	3
110	не имеет	4	3
111	того как	3	3
112	в самой	1	3
113	связи с	3	3
114	и сам	1	3
115	то время	2	3
116	в образе	3	3
117	и поэтому	1	3
118	брак с	2	3
119	к нему	7	3
120	после смерти	3	3
121	тех пор	1	3
122	дело с	1	3
123	к их	1	3
124	ответ на	6	3
125	мы знаем	2	3
126	и их	1	3
127	никто не	1	3
128	друг друга	2	3
129	мы можем	4	3
130	тем что	6	3
131	в первую	7	3
132	возможно что	3	3
133	здесь в	1	3
134	о чем	1	3
135	в связи	2	3
136	из которых	1	3
137	в тех	5	3
138	отношению к	1	3
139	с этой	6	3
140	все это	8	3
141	или в	8	3
142	для нас	6	3
143	а в	10	3
144	в своей	1	3
145	жизни и	1	3
146	не может	14	3
147	как известно	1	2
148	и т	17	2
149	одним из	1	2
150	только потому	1	2
151	и есть	1	2
152	из его	1	2
153	и за	1	2
154	мы имеем	12	2
155	мы не	4	2
156	из самых	2	2
157	время как	2	2
158	не вполне	3	2
159	то это	5	2
160	в народном	1	2
161	он был	1	2
162	бы то	1	2
163	в ее	2	2
164	чем это	1	2
165	и другие	9	2
166	если в	2	2
167	тут же	1	2
168	мы стали	1	2
169	в одной	2	2
170	что именно	1	2
171	этом же	2	2
172	что по	2	2
173	самом начале	1	2
174	имеет в	1	2
175	в действительности	2	2
176	от этого	1	2
177	и хотя	1	2
178	к свадьбе	1	2
179	то ли	2	2
180	за собой	1	2
181	материал дает	1	2
182	в греции	1	2
183	и если	3	2
184	что она	5	2
185	три года	2	2
186	после этого	3	2
187	он не	6	2
188	в силу	2	2
189	что ни	1	2
190	то ни	1	2
191	же не	1	2
192	об этом	6	2
193	это не	10	2
194	надо считать	1	2
195	отец и	2	2
196	как видно	1	2
197	не всегда	4	2
198	в один	2	2
199	когда в	1	2
200	представление о	3	2
201	которые в	1	2
202	не в	9	2
203	в конце	3	2
204	вовсе не	4	2
205	одна из	7	2
206	нет необходимости	2	2
207	что их	1	2
208	и после	2	2
209	с достаточной	1	2
210	всего в	1	2
211	своего отца	4	2
212	и это	2	2
213	как не	1	2
214	так в	4	2
215	и что	10	2
216	в многочисленных	2	2
217	с собой	7	2
218	в состав	1	2
219	после того	4	2
220	в пользу	1	2
221	и во	1	2
222	и все	6	2
223	мы понимаем	1	2
224	в другой	3	2
225	вслед за	1	2
226	представления о	4	2
227	в лице	1	2
228	по содержанию	1	2
229	же можно	1	2
230	тот же	2	2
231	с ними	1	2
232	в какой	1	2
233	и ее	2	2
234	с одной	5	2
235	и у	2	2
236	с женой	2	2
237	у того	2	2
238	т п	1	2
239	не для	1	2
240	у нее	2	2
241	отношение к	5	2
242	от того	1	2
243	в других	4	2
244	ничуть не	1	2
245	рядом с	1	2
246	со стороны	2	2
247	и к	1	2
248	до сих	2	2
249	с другой	9	2
250	и тех	1	2
251	одной стороны	5	2
252	а на	1	2
253	у других	1	2
254	что из	2	2
255	если не	4	2
256	для этой	1	2
257	по своему	1	2
258	в ответ	3	2
259	как бы	4	2
260	сих пор	3	2
261	вообще говоря	1	2
262	более поздние	2	2
263	еще более	1	2
264	ст в	1	2
265	хотя бы	1	2
266	ни было	1	2
267	от всех	2	2
268	из этого	1	2
269	объясняется что	1	1
270	отношения к	1	1
271	переходит к	1	1
272	и умер	1	1
273	самом деле	1	1
274	говорилось выше	1	1
275	к античности	1	1
276	что эти	2	1
277	сам автор	1	1
278	по его	2	1
279	на первый	4	1
280	для своего	1	1
281	при случае	1	1
282	этого нет	1	1
283	из леса	1	1
284	та же	2	1
285	в маске	1	1
286	такое положение	2	1
287	ее отцу	1	1
288	достаточно сослаться	1	1
289	ему в	1	1
290	один пример	1	1
291	видели как	1	1
292	же что	2	1
293	мужа в	1	1
294	большей частью	1	1
295	вывод что	1	1
296	собой в	1	1
297	между собой	1	1
298	все эти	2	1
299	качестве примера	1	1
300	в различных	3	1
301	в чем	5	1
302	только после	2	1
303	его жены	2	1
304	о смерти	1	1
305	это видно	2	1
306	нет не	1	1
307	же она	1	1
308	свою жизнь	1	1
309	с отцом	1	1
310	в греческих	1	1
311	не просто	2	1
312	от такого	1	1
313	в свои	1	1
314	в отсутствие	1	1
315	ее замуж	3	1
316	первый взгляд	4	1
317	ты с	1	1
318	которой они	2	1
319	по которому	2	1
320	и нет	2	1
321	тех случаях	4	1
322	еще больше	1	1
323	царство и	2	1
324	более или	1	1
325	следующим образом	3	1
326	на войну	1	1
327	в герое	3	1
328	роль играет	1	1
329	в чисто	1	1
330	не приходится	1	1
331	мне не	1	1
332	представляет собой	4	1
333	действительности но	1	1
334	общественной морали	1	1
335	отца на	1	1
336	более вероятной	1	1
337	не могла	1	1
338	на его	2	1
339	не имеют	2	1
340	не случайная	1	1
341	и главная	1	1
342	видеть в	3	1
343	и более	1	1
344	не могли	1	1
345	его от	1	1
346	в окно	1	1
347	для старого	1	1
348	как дочь	1	1
349	в другом	1	1
350	к женщине	2	1
351	его не	2	1
352	а по	1	1
353	на все	1	1
354	с целью	2	1
355	знает что	1	1
356	входит в	1	1
357	нам по	2	1
358	по себе	1	1
359	семьи или	1	1
360	еще одно	1	1
361	в жизни	1	1
362	от отца	4	1
363	с последующим	1	1
364	связь его	1	1
365	но уже	1	1
366	он же	1	1
367	ни одной	1	1
368	попадает в	2	1
369	со своими	1	1
370	и уже	1	1
371	которой он	3	1
372	мы видели	7	1
373	ни с	2	1
374	действительно не	1	1
375	это сходство	1	1
376	автора и	1	1
377	не мог	1	1
378	является его	1	1
379	с первых	1	1
380	или менее	1	1
381	достаточной степени	1	1
382	в эту	1	1
383	во второй	1	1
384	от своего	1	1
385	и при	1	1
386	этой связи	1	1
387	женщин и	1	1
388	нас не	2	1
389	и без	1	1
390	не столько	3	1
391	от его	1	1
392	должны были	3	1
