N	2gram	Bakhtin_sl_1	Analitik
1	не только	16	22
2	и в	41	18
3	как и	4	14
4	так и	11	14
5	в этом	12	14
6	и его	14	13
7	но и	16	13
8	том что	2	12
9	в качестве	3	12
10	и не	16	12
11	в частности	2	12
12	при этом	6	11
13	то есть	26	10
14	а в	6	10
15	как бы	12	10
16	может быть	14	9
17	со стороны	1	9
18	а не	15	9
19	в том	3	9
20	с его	4	8
21	и даже	6	8
22	как раз	2	7
23	в его	13	7
24	с другой	5	7
25	но не	2	7
26	еще не	4	6
27	в этой	1	6
28	он не	3	6
29	в их	4	6
30	не в	7	6
31	к тому	3	6
32	для него	3	6
33	о том	3	6
34	в начале	1	6
35	того же	6	5
36	той же	2	5
37	мы имеем	1	5
38	в самом	5	5
39	лишь в	4	5
40	в слове	7	5
41	однако в	1	5
42	или иной	9	5
43	в сущности	13	5
44	что и	1	5
45	между тем	2	5
46	уже не	2	5
47	никогда не	3	5
48	в свою	3	5
49	прежде всего	8	5
50	не является	2	5
51	такого рода	2	5
52	в результате	3	5
53	другой стороны	4	5
54	и на	14	4
55	столь же	2	4
56	в своем	3	4
57	что по	1	4
58	и к	5	4
59	таким образом	9	4
60	приводит к	1	4
61	в одном	2	4
62	не менее	1	4
63	свою очередь	2	4
64	в пределах	14	4
65	и сам	3	4
66	можно сказать	2	4
67	крайней мере	1	4
68	себя в	9	4
69	не есть	2	4
70	во втором	1	4
71	далеко не	5	4
72	по крайней	1	4
73	о чем	1	4
74	в данном	3	4
75	все же	7	4
76	перед нами	4	4
77	героя и	1	4
78	его не	1	3
79	мы не	2	3
80	в целом	2	3
81	в сочетании	2	3
82	здесь не	2	3
83	но как	1	3
84	что они	2	3
85	как в	8	3
86	с этим	3	3
87	из этих	3	3
88	роль в	2	3
89	нашего времени	1	3
90	без исключения	1	3
91	то же	14	3
92	в каждом	4	3
93	его в	3	3
94	лишь на	3	3
95	и того	1	3
96	точки зрения	16	3
97	и без	1	3
98	не столько	1	3
99	все это	5	3
100	до известной	2	3
101	в то	14	3
102	дело не	2	3
103	только не	1	3
104	ничего не	4	3
105	же время	12	3
106	той или	9	3
107	с ее	4	3
108	в ее	2	3
109	данном случае	3	3
110	не должно	3	3
111	так в	2	3
112	жизнь и	1	3
113	именно в	3	3
114	было бы	3	3
115	дело с	1	3
116	на языке	1	3
117	во всем	1	3
118	однако с	1	3
119	этом отношении	1	3
120	в особенности	8	3
121	что не	1	3
122	не было	3	3
123	однако и	1	3
124	он и	1	3
125	вступает в	1	3
126	его как	2	3
127	в барышне-крестьянке	1	3
128	известной степени	4	3
129	к этому	2	3
130	например в	2	2
131	в первом	3	2
132	по преимуществу	4	2
133	в литературу	1	2
134	есть не	1	2
135	целого в	1	2
136	и он	1	2
137	в ней	4	2
138	не от	1	2
139	во всех	17	2
140	в противовес	1	2
141	со всеми	1	2
142	свою жизнь	1	2
143	в общем	1	2
