N	2gram	Vygotskiy__1	Tvorches
1	и в	23	21
2	как бы	11	17
3	в то	7	15
4	то же	8	13
5	в его	14	13
6	как и	14	12
7	же время	2	12
8	что в	14	12
9	с его	4	11
10	том что	21	11
11	все это	6	10
12	как в	4	8
13	он не	5	8
14	то что	17	8
15	и на	8	7
16	но в	5	7
17	не только	16	7
18	при этом	4	7
19	тем самым	5	7
20	у него	1	7
21	и не	9	7
22	в том	24	7
23	в свою	4	7
24	в этом	17	6
25	в котором	4	6
26	не менее	1	6
27	и его	6	6
28	о том	6	6
29	и все	5	6
30	что он	7	6
31	для него	2	6
32	а в	2	6
33	отнюдь не	1	5
34	все же	3	5
35	в этой	7	5
36	таким образом	26	5
37	вовсе не	3	5
38	в своих	5	5
39	потому что	6	5
40	как будто	1	5
41	по нашему	1	5
42	только в	6	5
43	может быть	14	5
44	а не	3	5
45	хотя бы	4	5
46	человека и	3	4
47	не имеют	1	4
48	из всех	2	4
49	конечном счете	1	4
50	в своем	3	4
51	и как	5	4
52	та же	1	4
53	в целом	20	4
54	самим собой	1	4
55	это не	1	4
56	в своей	4	4
57	мысли и	6	4
58	в конечном	1	4
59	одной из	1	4
60	прежде всего	10	4
61	не может	12	4
62	и от	3	4
63	в основном	1	4
64	один из	2	4
65	одним из	1	4
66	ту же	1	3
67	и т	1	3
68	рассматривать в	1	3
69	на самом	1	3
70	той же	2	3
71	среды и	1	3
72	я не	3	3
73	что я	1	3
74	со всеми	2	3
75	хотя и	2	3
76	в самом	7	3
77	представляет собой	11	3
78	в нем	1	3
79	он ни	1	3
80	на его	1	3
81	что все	4	3
82	и с	9	3
83	и других	3	3
84	на протяжении	1	3
85	соответствии с	1	3
86	в их	3	3
87	представление о	2	3
88	даже в	2	3
89	человека но	1	3
90	самого начала	8	3
91	дело в	2	3
92	никогда не	2	3
93	вот почему	2	3
94	этой книги	1	3
95	приходит к	3	3
96	с ее	1	3
97	и другие	1	3
98	с самого	8	3
99	в дальнейшем	1	3
100	в ту	2	3
101	того что	15	3
102	который в	3	3
103	по мнению	1	3
104	уже не	2	3
105	уже в	3	3
106	в виде	2	3
107	так как	7	3
108	в соответствии	1	3
109	в которой	3	3
110	связан с	5	3
111	и даже	2	3
