N	2gram	Vygotskiy__3	VelikijI
1	и не	10	20
2	и в	25	16
3	так как	12	9
4	то что	15	9
5	еще не	4	8
6	что они	10	7
7	а не	1	7
8	и потому	2	7
9	человека и	5	6
10	не есть	3	6
11	на себя	2	5
12	но и	4	5
13	по пути	4	5
14	того что	10	5
15	хотя и	2	5
16	в мире	2	5
17	все это	6	5
18	как бы	10	5
19	в его	15	4
20	в этом	14	4
21	что он	6	4
22	потому что	6	4
23	в нем	2	4
24	так и	5	4
25	что все	1	4
26	что не	1	4
27	как и	15	4
28	что мы	7	4
29	в котором	3	4
30	в ней	1	4
31	и все	4	4
32	это еще	1	4
33	они будут	1	4
34	все что	2	4
35	от этого	6	3
36	и что	10	3
37	за то	1	3
38	хотя бы	1	3
39	в чем	2	3
40	с его	2	3
41	во всех	1	3
42	что и	10	3
43	в том	23	3
44	тот же	2	3
45	но в	1	3
46	бы и	1	3
47	по этому	3	3
48	все эти	7	3
49	за ним	1	3
50	в конце	1	3
51	их в	3	3
52	в своей	2	3
53	в жизни	3	3
54	ни в	9	3
55	в них	2	3
56	должно быть	2	3
57	в этих	2	3
58	не в	6	3
59	тому что	2	3
60	но это	5	3
61	не имеет	1	3
62	никогда не	4	3
63	превращается в	1	3
64	и для	2	3
65	к тому	4	3
66	что в	17	3
67	оно не	2	3
68	и это	4	2
69	того чтобы	8	2
70	и то	2	2
71	но мы	1	2
72	по которым	1	2
73	это мы	2	2
74	и сам	3	2
75	можно было	6	2
76	мы не	9	2
77	когда в	3	2
78	в последнем	1	2
79	с ним	4	2
80	и во	2	2
81	между тем	3	2
82	вслед за	3	2
83	от этих	2	2
84	которые не	4	2
85	его к	3	2
86	только в	10	2
87	в себя	3	2
88	путь которым	1	2
89	уже не	2	2
90	не только	6	2
91	не так	1	2
92	для него	5	2
93	не могли	3	2
94	тем что	8	2
95	на том	3	2
96	не будет	2	2
97	а с	3	2
98	прежде всего	4	2
99	для них	1	2
100	все равно	1	2
101	с тем	16	2
102	мы и	2	2
103	один из	6	2
104	когда я	1	2
105	не могут	4	2
106	является в	3	2
107	значения и	5	2
108	тем кто	1	2
109	что было	1	2
110	да и	1	2
111	одна из	2	2
112	что их	1	2
113	так много	1	2
114	том что	20	2
115	для нас	2	2
116	от него	1	2
117	в форме	1	2
118	есть уже	1	2
119	до того	1	2
120	не создает	3	2
121	а в	4	2
122	но не	6	2
123	могут быть	5	2
124	во всяком	4	2
125	всегда в	1	1
126	как мы	8	1
127	бы сделать	1	1
128	быть может	1	1
129	в виду	1	1
130	для себя	1	1
131	в ее	1	1
132	и до	1	1
133	роль в	1	1
134	значение в	3	1
135	мы будем	2	1
136	то же	2	1
137	и могут	2	1
138	на путь	1	1
139	и которые	3	1
140	в результате	3	1
141	по сравнению	4	1
142	что уже	1	1
143	вопрос о	1	1
144	основана на	2	1
145	составные части	1	1
146	и вообще	1	1
147	который был	1	1
148	находится в	2	1
149	же что	1	1
150	зависимости от	6	1
151	и на	6	1
152	и который	1	1
153	бы то	1	1
154	жизни с	1	1
155	это имеет	1	1
156	и единый	1	1
157	что оно	4	1
158	но как	3	1
159	его миром	1	1
160	если в	3	1
161	с которыми	3	1
162	менее всего	1	1
163	бы в	2	1
164	не просто	1	1
165	мире и	1	1
166	и чем	1	1
167	как в	9	1
168	людей с	2	1
169	оторванное от	1	1
170	в своем	4	1
171	известном смысле	2	1
172	все же	6	1
173	что лишь	2	1
174	уже сказано	5	1
