N	4gram	Vygotskiy__4	DiskursI
1	в том что в	1	2
2	с одной стороны и	2	2
3	одного и того же	5	2
4	в том числе и	2	2
5	не говоря уже о	1	2
6	только в том что	2	1
7	мы имеем дело с	1	1
8	одно и то же	6	1
9	к одному и тому	4	1
10	в том случае если	1	1
11	в том что он	1	1
12	состоит в том что	3	1
13	заключается в том что	13	1
14	и тем же словом	3	1
15	одним и тем же	3	1
16	к тому или иному	2	1
17	внимание на то что	1	1
18	одни и те же	3	1
19	одному и тому же	4	1
20	интересуют в первую очередь	1	1
21	в равной мере и	1	1
