N	2gram	Bakhtin_Fr_6	Marksizm
1	может быть	2	28
2	и в	41	19
3	как бы	7	19
4	и не	3	19
5	не может	4	18
6	точки зрения	2	17
7	то же	5	16
8	и его	13	16
9	как мы	12	15
10	в этом	12	15
11	в сущности	8	14
12	так сказать	2	14
13	таким образом	17	14
14	лишь в	2	14
15	не только	10	13
16	с точки	2	13
17	связи с	2	13
18	в нем	16	11
19	вовсе не	7	11
20	не в	4	10
21	так и	5	10
22	и т.п	19	10
23	но и	13	10
24	в пределах	1	10
25	том что	7	10
26	самом деле	4	9
27	при этом	3	9
28	как и	7	9
29	для него	1	9
30	в основе	4	9
31	а не	2	9
32	с его	5	8
33	по отношению	1	8
34	в то	6	8
35	же время	5	8
36	только в	3	8
37	не является	1	8
38	отношению к	1	8
39	на самом	1	7
40	его в	1	7
41	одна из	1	7
42	никогда не	8	7
43	в том	2	7
44	в языке	1	7
45	прежде всего	10	7
46	в связи	1	7
47	и для	3	7
48	но в	8	7
49	в таком	1	7
50	мы уже	18	6
51	во всех	17	6
52	и как	4	6
53	в самом	10	6
54	если мы	2	6
55	слова и	1	6
56	ни в	1	6
57	в смысле	1	6
58	того чтобы	4	6
59	для того	1	6
60	между тем	2	6
61	мы можем	1	6
62	более того	4	6
63	с помощью	6	6
64	и все	9	6
65	того же	4	5
66	и на	9	5
67	все же	4	5
68	является не	1	5
69	в данном	3	5
70	в их	1	5
71	и здесь	1	5
72	к нему	3	5
73	в его	7	5
74	в форме	2	5
75	в большинстве	4	5
76	большинстве случаев	5	5
77	или иной	1	5
78	в той	5	5
79	этого слова	1	5
80	и того	1	5
81	тем более	2	5
82	так же	5	5
83	тем же	1	4
84	должна быть	2	4
85	обратное влияние	1	4
86	темой и	1	4
87	вполне понятно	2	4
88	конечно не	3	4
89	в себе	5	4
90	значение в	2	4
91	это не	1	4
92	было бы	3	4
93	и тем	1	4
94	мы видели	2	4
95	одного и	2	4
96	в отношении	1	4
97	ничего не	1	4
98	и т.д	1	4
99	той или	1	4
100	того что	3	4
101	с ними	1	4
102	что он	6	4
103	и их	3	4
104	как раз	2	4
105	влияние на	1	4
106	связь с	1	4
107	смысле этого	1	4
108	в основном	1	4
109	бы в	2	4
110	то что	10	4
111	сказать что	6	4
112	если б	2	3
113	и то	2	3
114	в котором	4	3
115	и до	7	3
116	в ней	4	3
117	еще не	1	3
118	в ее	5	3
119	менее всего	1	3
120	за пределы	2	3
121	чем же	1	3
122	в истории	2	3
123	и выражения	1	3
124	с этим	3	3
125	перед нами	3	3
126	все эти	11	3
127	в этой	8	3
128	он не	2	3
129	не как	1	3
130	в корне	2	3
131	в другом	4	3
132	конечно в	2	3
133	той же	5	3
134	с другими	3	3
135	форму и	1	3
136	по себе	1	3
137	в этих	2	3
138	в своей	2	3
139	мысли и	1	3
140	в устах	1	3
141	не имеет	1	3
142	для всего	2	3
143	каждый раз	1	3
144	у нас	4	3
145	могут быть	1	3
146	для его	2	3
147	и это	1	3
148	оно может	1	3
149	о том	9	3
150	что и	1	3
151	одной из	3	3
152	с одной	4	3
153	характерно что	2	3
154	так как	10	3
155	же деле	1	3
156	до сих	3	3
157	с другой	4	3
158	связано с	3	3
159	не было	1	3
160	одной стороны	4	3
161	подхода к	1	3
162	да и	1	3
163	для понимания	1	3
164	мы сказали	1	3
165	самом же	1	3
166	и от	4	3
167	сих пор	3	3
168	не существует	1	3
169	в различных	1	3
170	а в	4	3
171	одним из	4	2
172	категорий и	1	2
173	связана с	2	2
174	выражения в	1	2
175	выражения как	1	2
176	в зависимости	1	2
177	правильного понимания	1	2
178	почти исключительно	1	2
179	конечно и	4	2
180	зависимости от	1	2
181	мы здесь	1	2
182	и он	5	2
183	он был	4	2
184	дело обстоит	2	2
185	значение и	1	2
186	из важнейших	1	2
187	что они	2	2
188	в одной	3	2
189	стороны и	2	2
190	в своем	5	2
191	более или	1	2
192	что это	5	2
193	в нашем	1	2
194	бы не	1	2
195	следующей главе	6	2
196	в узком	1	2
197	положительного и	1	2
198	мы полагаем	1	2
199	из него	1	2
200	значительной степени	1	2
201	выражение и	1	2
202	различие между	1	2
203	и с	16	2
204	является конечно	1	2
205	на все	3	2
206	то есть	24	2
207	это было	2	2
208	на протяжении	1	2
209	в жизни	1	2
210	всем этим	1	2
211	рядом с	5	2
212	далеко не	1	2
213	разобранные нами	1	2
214	и потому	2	2
215	он и	1	2
216	мы не	2	2
217	и тогда	1	2
218	восприятия и	1	2
219	или менее	1	2
220	первой главы	1	2
221	нас не	3	2
222	место в	1	2
223	они уже	2	2
224	речевой жизни	1	2
225	точку зрения	1	2
226	совершенно иначе	1	2
227	но они	4	2
228	на языке	3	2
229	как от	1	2
230	и почти	1	2
231	как о	2	2
232	находятся в	2	2
233	к системе	1	2
234	нам важно	1	2
235	находит себе	2	2
236	только с	3	2
237	настоящего времени	1	2
238	и именно	1	2
239	о происхождении	2	2
240	одним и	1	2
241	если же	1	2
242	должен быть	2	2
243	и о	1	2
244	степени в	2	2
245	формы и	1	2
246	являются лишь	1	2
247	все то	5	2
248	поэтому в	1	2
249	и даже	4	2
250	неразрывной связи	1	2
251	в значительной	2	2
252	языке как	1	2
253	все время	4	2
254	в самый	1	2
255	эти последние	1	2
256	но не	2	2
257	мы увидим	3	2
