N	3gram	Propp_Isto_4	Myslijsy
1	тем не менее	2	5
2	подобно тому как	1	4
3	по мере того	1	4
4	до сих пор	5	4
5	мере того как	1	4
6	в то время	1	4
7	на то что	3	3
8	то время как	1	3
9	смысле этого слова	2	3
10	не могут быть	1	3
11	мы не можем	1	3
12	и т д	24	3
13	и может быть	1	2
14	которые не могут	1	2
15	не только по	1	2
16	после того как	2	2
17	в чем состоит	1	2
18	одно и то	1	2
19	тогда как в	1	2
20	в некоторых случаях	3	2
21	не в том	1	2
22	с другой стороны	4	2
23	так и в	2	2
24	не может быть	4	2
25	и то же	1	2
26	только тогда когда	1	2
27	и связанные с	1	1
28	но так как	1	1
29	то что они	1	1
30	в нем самом	1	1
31	но и по	1	1
32	о том как	1	1
33	может быть только	1	1
34	которое выражается в	1	1
35	и в других	1	1
36	в таких случаях	2	1
37	посредником между двумя	2	1
38	друг на друга	1	1
39	тому как в	1	1
40	что в некоторых	2	1
41	его как бы	1	1
42	и не может	1	1
43	вместе с тем	1	1
44	можно найти в	1	1
45	чем перейти к	1	1
46	как и в	1	1
47	этом случае мы	1	1
48	только в одном	1	1
49	в том как	1	1
50	по сравнению с	3	1
51	то что происходит	1	1
52	то что он	2	1
53	который при этом	1	1
54	во всех этих	1	1
55	между человеком и	2	1
56	в одном случае	3	1
57	в связи с	2	1
58	только после того	1	1
59	из них не	1	1
60	потому что мы	1	1
61	что мы видим	1	1
62	не есть нечто	1	1
63	что так же	1	1
64	не потому что	1	1
65	очевидно что если	1	1
66	в этом случае	3	1
67	о том что	2	1
68	ничего общего с	1	1
69	и тем самым	1	1
70	что у него	1	1
71	что и в	1	1
72	но все же	4	1
73	мы знаем что	7	1
74	этого слова а	1	1
75	в большинстве случаев	1	1
76	отсюда понятно почему	1	1
77	мы до сих	1	1
78	представляют для нас	1	1
79	мы видели что	3	1
80	но в чем	1	1
81	человеком и животным	2	1
