N	3gram	Vygotskiy__4	StatiiOP
1	в том что	12	16
2	о том что	10	11
3	и т д	2	6
4	том что он	3	5
5	до сих пор	3	5
6	вместе с тем	2	5
7	для того чтобы	19	5
8	к тому что	5	5
9	дело в том	1	4
10	что он не	4	4
11	то обстоятельство что	1	4
12	в своей трагедии	2	4
13	тот факт что	1	4
14	и т п	3	3
15	так же как	3	3
16	с другой стороны	2	3
17	во всяком случае	3	3
18	с самого начала	5	3
19	до того как	1	3
20	речь идет о	2	3
21	трагедии то что	1	2
22	только что в	2	2
23	с точки зрения	4	2
24	сами по себе	3	2
25	бы то ни	1	2
26	потому что это	1	2
27	то что в	3	2
28	в это время	2	2
29	как раз в	4	2
30	ни в одном	1	2
31	то ни было	1	2
32	и в этом	3	2
33	не до конца	1	2
34	в полном смысле	1	2
35	то что он	3	2
36	не только не	2	2
37	в самом деле	7	2
38	с тем что	1	2
39	на то что	6	2
40	за то что	3	2
41	свидетельствуют о том	1	2
42	в предисловии к	1	2
43	к тому же	2	2
44	том что она	1	1
45	что в этом	1	1
46	и в результате	1	1
47	в последней сцене	2	1
48	возникает целый ряд	1	1
49	на самом деле	5	1
50	шекспира но и	1	1
51	что он имел	1	1
52	мысли об этом	1	1
53	в этом смысле	1	1
54	в своем мнении	1	1
55	внимание на то	2	1
56	идет о том	1	1
57	но столь же	2	1
58	он не должен	1	1
59	в заключительной сцене	1	1
60	сам по себе	2	1
61	в той же	1	1
62	и в тех	1	1
63	точно так же	3	1
64	в приложении к	2	1
65	на этот вопрос	1	1
66	никогда не был	1	1
67	не успел еще	1	1
68	в характере и	1	1
69	в котором все	2	1
70	и я не	1	1
71	в трагедии совершенно	1	1
72	о том в	1	1
73	уже о том	1	1
74	эту борьбу с	1	1
75	в конце концов	3	1
76	на одной из	1	1
77	и вместе с	1	1
78	так или иначе	1	1
79	в сцене с	1	1
80	на нее так	1	1
81	и на этом	1	1
82	друг к другу	1	1
83	лежащий в основе	1	1
84	на тему о	1	1
85	в сторону от	1	1
86	и едва ли	1	1
87	я не могу	1	1
88	тем что в	1	1
89	вместо того чтобы	2	1
90	но с кем	1	1
91	потому что они	1	1
92	до конца как	1	1
93	но и вообще	1	1
94	они свидетельствуют о	1	1
95	нет ни одного	1	1
96	по отношению к	1	1
97	а то что	1	1
98	ни в каком	1	1
99	то же время	1	1
100	в своем рассказе	1	1
101	и не до	1	1
102	не то что	3	1
103	имел в виду	1	1
104	заключается в том	3	1
105	в то время	2	1
106	в том чтобы	3	1
107	сих пор в	1	1
108	для своей трагедии	1	1
109	в свою очередь	1	1
110	но он не	1	1
111	к выводу что	1	1
112	ничего общего с	1	1
113	и что следовательно	1	1
114	исходным пунктом для	1	1
115	том значении которое	1	1
116	в сущности говоря	2	1
117	в то же	1	1
118	бы он не	1	1
119	говорит что он	1	1
120	и что он	2	1
121	здесь вообще нет	1	1
122	таким образом в	2	1
123	легко видеть что	1	1
124	что в ней	2	1
125	как бы он	1	1
