N	2gram	Tiupa_Lite_2	Istorich
1	и в	19	26
2	так как	3	18
3	мы имеем	1	14
4	никогда не	3	13
5	потому что	2	13
6	и на	6	12
7	в этом	9	12
8	таким образом	1	12
9	в том	10	12
10	что в	4	12
11	в царство	1	11
12	мы видели	1	11
13	может быть	17	11
14	и т	2	10
15	не только	8	10
16	том что	7	10
17	в образе	1	10
18	с другой	8	10
19	и не	11	10
20	еще не	2	9
21	а именно	3	9
22	что он	3	9
23	но и	10	9
24	все эти	1	8
25	все же	2	8
26	в нем	3	8
27	на том	1	8
28	с ним	2	8
29	вместе с	5	8
30	другой стороны	4	8
31	но в	2	7
32	и его	3	7
33	о том	2	7
34	с одной	7	7
35	уже не	2	7
36	у него	2	7
37	одной стороны	6	7
38	мы не	4	6
39	как в	1	6
40	как он	2	6
41	после чего	1	6
42	так в	5	6
43	в русской	4	6
44	и с	3	6
45	с появлением	1	6
46	то что	7	6
47	этом случае	2	6
48	ее в	1	6
49	не может	9	6
50	то же	12	5
51	в ней	4	5
52	за собой	1	5
53	как и	10	5
54	и что	2	5
55	в то	9	5
56	так и	7	5
57	в его	4	5
58	тем что	4	5
59	у нас	5	5
60	как это	2	5
61	его в	1	5
62	как мы	1	4
63	и он	3	4
64	но как	2	4
65	на земле	1	4
66	и по	1	4
67	здесь мы	1	4
68	это не	1	4
69	с тем	2	4
70	не всегда	1	4
71	а также	2	4
72	что и	2	4
73	себе в	1	4
74	в других	1	4
75	прежде всего	4	4
76	как бы	2	4
77	в это	1	4
78	но это	3	4
79	есть и	1	4
80	все что	2	4
81	же как	2	3
82	и то	3	3
83	должна быть	1	3
84	на место	1	3
85	из которых	2	3
86	когда он	1	3
87	и наконец	2	3
88	в себе	6	3
89	при этом	6	3
90	и вот	1	3
91	в них	2	3
92	нет в	2	3
93	такой же	3	3
94	в своей	1	3
95	в одном	2	3
96	не в	4	3
97	их в	1	3
98	того как	1	3
99	могут быть	2	3
100	вот почему	1	3
101	приходит к	1	3
102	данном случае	3	3
103	от него	1	3
104	же можно	1	3
105	один из	4	3
106	в качестве	5	3
107	так что	4	3
108	и других	4	3
109	и только	2	3
110	со стороны	3	3
111	далеко не	1	3
112	от этого	1	3
113	не было	2	3
114	в частности	4	3
115	в него	2	3
116	к своему	2	3
117	в данном	3	3
118	наряду с	1	3
119	и от	1	3
120	а в	3	3
121	еще в	4	3
122	и эта	1	3
123	из этого	1	3
124	как на	3	3
125	в своих	2	3
126	к этому	1	3
127	они не	1	3
128	ту же	2	2
129	того же	4	2
130	здесь и	1	2
131	книге о	1	2
132	его что	1	2
133	представляет собой	2	2
134	он был	1	2
135	но не	5	2
136	то он	1	2
137	по отношению	4	2
138	тогда как	9	2
139	на то	1	2
140	относится к	1	2
141	в своем	1	2
142	и как	3	2
143	и хотя	1	2
