N	2gram	Vinokur_St_2	Psycholo
1	то что	11	32
2	и в	29	31
3	в том	27	30
4	и т	9	26
5	что в	19	23
6	может быть	2	22
7	таким образом	10	20
8	при помощи	4	20
9	при этом	2	19
10	так как	2	18
11	не может	2	17
12	как и	2	16
13	том что	27	16
14	т п	3	16
15	и не	9	16
16	точки зрения	5	15
17	искусства и	2	15
18	только в	2	14
19	не только	19	13
20	что и	2	13
21	а не	5	13
22	мы не	1	12
23	так же	3	12
24	в этом	21	12
25	в самом	7	11
26	не в	4	11
27	в области	2	11
28	в сущности	1	10
29	на то	2	10
30	того что	5	10
31	потому что	9	10
32	самом деле	3	9
33	по себе	3	9
34	ни в	3	9
35	как в	3	9
36	т д	6	8
37	и что	6	8
38	никогда не	3	8
39	вместе с	7	8
40	все это	11	8
41	во всяком	3	8
42	том чтобы	1	7
43	заключается в	1	7
44	на основании	1	7
45	сказать что	2	7
46	того чтобы	6	7
47	и его	6	7
48	о том	17	7
49	что он	13	7
50	что это	3	6
51	зависимости от	1	6
52	очевидно что	2	6
53	целый ряд	1	6
54	из этих	1	6
55	что она	1	6
56	для того	7	6
57	было бы	5	6
58	если бы	2	6
59	в его	13	6
60	всяком случае	3	6
61	вовсе не	6	6
62	и даже	3	6
63	до конца	3	6
64	а в	1	6
65	в зависимости	1	5
66	то же	2	5
67	х годов	1	5
68	в ее	2	5
69	и совершенно	1	5
70	несмотря на	2	5
71	она не	1	5
72	в то	2	5
73	в процессе	2	5
74	с и	2	5
75	как будто	1	5
76	не является	3	5
77	утверждать что	2	5
78	то время	1	5
79	для нас	1	5
80	с другой	4	5
81	в какой	2	5
82	так что	3	5
83	совершенно не	2	5
84	как бы	5	5
85	все же	6	5
86	и для	1	5
87	и все	1	5
88	говорит что	1	5
89	другой стороны	3	5
90	же как	3	4
91	в котором	7	4
92	в которой	11	4
93	совпадает с	1	4
94	в виду	7	4
95	столь же	1	4
96	точка зрения	1	4
97	у него	1	4
98	отличие от	2	4
99	формы в	1	4
100	в себе	2	4
101	и если	1	4
102	по существу	2	4
103	в совершенно	1	4
104	различие между	1	4
105	что я	2	4
106	тому что	7	4
107	одна из	1	4
108	совершенно правильно	1	4
109	у нас	3	4
110	к тому	10	4
111	те же	1	4
112	со стороны	2	4
113	никак не	2	4
114	прежде всего	5	4
115	между тем	5	4
116	все время	1	4
117	один из	1	4
118	могло бы	1	4
119	мы можем	1	4
120	там где	2	4
121	как это	2	4
122	с этой	2	4
123	и о	4	4
124	в результате	2	4
125	в этих	3	4
126	и другие	2	4
127	в своих	1	4
128	к этому	4	4
129	смысле слова	1	3
130	речь идет	4	3
131	например в	3	3
132	это и	1	3
133	тем же	2	3
134	той же	1	3
135	нуждаются в	1	3
136	вопрос о	6	3
137	совсем не	1	3
138	но не	3	3
139	сущности говоря	1	3
140	с этим	3	3
141	в своем	9	3
142	хотя и	4	3
143	и к	4	3
144	но в	8	3
145	уже в	1	3
146	в этой	2	3
147	им в	1	3
148	тому же	3	3
149	у пушкина	12	3
150	и по	3	3
151	в каждом	1	3
152	не будет	1	3
153	разница между	1	3
154	к которым	1	3
155	с тем	7	3
156	в своей	7	3
157	представление о	1	3
158	в отличие	2	3
159	и той	1	3
160	что эта	3	3
161	мысли в	1	3
162	точно так	1	3
163	только не	2	3
164	что на	3	3
165	у меня	3	3
166	не могут	1	3
167	чтобы показать	1	3
168	что оно	1	3
169	что при	1	3
170	и это	2	3
171	но только	1	3
172	что все	1	3
173	только при	1	3
174	роль в	1	3
175	так и	9	3
176	что у	4	3
177	каждого из	1	3
178	по тому	1	3
179	но к	1	3
180	он не	9	3
181	нуждается в	1	3
182	в частности	4	3
183	который в	1	3
184	только на	1	3
185	это обстоятельство	1	3
186	в конце	2	3
187	до сих	6	3
188	не было	3	3
189	в одной	2	3
190	из его	2	3
191	сих пор	5	3
192	но это	3	3
193	должны быть	1	3
194	конце концов	1	3
195	т е	10	3
196	жизни и	1	3
197	все что	1	3
198	как на	9	3
199	в таком	1	3
200	произведения но	1	2
201	ту же	1	2
202	зависимость от	1	2
203	того же	2	2
204	и то	1	2
205	и без	1	2
206	на самом	3	2
207	идет о	3	2
208	поэзии и	2	2
209	из всех	1	2
210	как мы	1	2
211	бы что	1	2
212	почти все	2	2
213	есть нечто	1	2
214	эстетики и	1	2
215	в чем	1	2
216	но как	1	2
217	в голове	1	2
218	не то	3	2
219	отношение к	1	2
220	что они	2	2
221	как говорит	2	2
222	если она	1	2
223	независимо от	1	2
224	в полном	3	2
225	когда он	1	2
226	к числу	1	2
227	более или	2	2
228	представляет собой	1	2
229	употребление слова	1	2
230	в известном	3	2
231	остановиться на	1	2
232	и тот	1	2
233	как он	2	2
234	в нем	4	2
235	этого вопроса	1	2
236	русском языке	1	2
237	и характер	1	2
238	и с	4	2
239	не дает	2	2
240	его в	2	2
241	но совершенно	1	2
242	на почве	2	2
243	форму и	1	2
244	этом смысле	1	2
245	и тем	1	2
246	в них	2	2
247	и очень	1	2
248	нигде не	2	2
249	этого произведения	1	2
250	такой же	1	2
251	или менее	2	2
252	и сейчас	3	2
253	что такое	2	2
254	с точки	2	2
255	одном из	3	2
256	тем не	2	2
257	том же	2	2
258	даже в	2	2
259	что есть	1	2
260	можно ли	1	2
261	не менее	3	2
262	с теми	1	2
263	на два	1	2
264	в основе	1	2
265	принадлежат к	1	2
266	ничего не	4	2
267	таким путем	1	2
268	у шекспира	4	2
269	и теперь	2	2
270	этом отношении	9	2
271	в основу	1	2
272	отказаться от	1	2
273	на это	2	2
274	на вопрос	3	2
275	без всякого	1	2
276	материала для	3	2
277	в настоящее	1	2
278	и здесь	3	2
279	зрения на	1	2
280	настоящее время	1	2
281	но и	19	2
282	случае не	2	2
283	этих двух	1	2
284	и во	1	2
285	что с	2	2
286	этому поводу	2	2
287	это имеет	1	2
288	отметить что	2	2
289	наконец в	3	2
290	как она	1	2
291	как например	2	2
292	что только	1	2
293	тот же	1	2
294	и потому	2	2
295	помощи которого	1	2
296	по мнению	1	2
297	бы ни	2	2
298	по этому	2	2
299	в качестве	5	2
300	вот что	3	2
301	что следовательно	1	2
302	в поэзии	1	2
303	от других	1	2
304	из них	3	2
305	одно из	1	2
306	и их	1	2
307	в одном	6	2
308	но что	1	2
309	как раз	8	2
310	и вместе	1	2
311	в каком	2	2
312	себя и	1	2
313	что для	1	2
314	говорит о	2	2
315	то и	1	2
316	о чем	5	2
317	во внимание	2	2
318	в связи	1	2
319	мы видели	1	2
320	что же	1	2
321	критики и	1	2
322	облечено в	1	2
323	отличается от	1	2
324	в книге	1	2
325	являются не	1	2
326	должна была	2	2
327	не существует	1	2
328	и от	1	2
329	его не	3	2
330	от него	1	2
331	бы в	1	2
332	к этой	1	2
333	и как	2	2
334	будто бы	1	2
335	только что	2	2
336	на один	1	2
337	из этого	1	2
338	только о	2	2
339	в трех	1	2
340	по поводу	8	2
341	как результат	1	2
342	гораздо более	1	2
343	исключить из	2	1
344	не иначе	1	1
345	совершенно новой	1	1
346	уже к	1	1
347	так легко	1	1
348	в первом	1	1
349	по преимуществу	1	1
350	в силе	2	1
351	едва ли	1	1
352	он уже	1	1
353	в несколько	1	1
354	на тех	1	1
355	и значение	1	1
356	и была	2	1
357	не открывается	1	1
358	совершенно так	2	1
359	иметь никакого	1	1
360	этих взаимных	1	1
361	еще до	4	1
362	который был	1	1
363	на тему	1	1
364	в полной	2	1
365	я не	7	1
366	которое в	1	1
367	один общий	1	1
368	в сцене	7	1
