N	2gram	Propp_Isto_1	Analitik
1	в качестве	5	31
2	может быть	25	29
3	в том	9	27
4	не может	15	22
5	и не	9	21
6	в частности	2	19
7	и в	28	18
8	но и	10	17
9	а не	15	17
10	представляет собой	4	16
11	отнюдь не	1	15
12	не только	12	15
13	не в	9	14
14	в этом	8	13
15	как и	4	13
16	в его	5	13
17	при этом	3	12
18	том что	7	12
19	в себе	2	11
20	но не	5	10
21	то же	12	9
22	в то	3	9
23	а в	7	9
24	есть не	1	8
25	но в	8	8
26	не есть	2	8
27	том чтобы	2	7
28	к тому	6	7
29	этого слова	1	7
30	мы имеем	13	6
31	по отношению	3	6
32	отличие от	2	6
33	на наш	1	6
34	это не	7	6
35	в своей	1	6
36	в отличие	2	6
37	в основе	4	6
38	по своей	2	6
39	должен быть	3	6
40	в себя	1	6
41	времени и	1	6
42	только в	11	6
43	себя в	2	6
44	то что	9	6
45	прежде всего	10	6
46	художественного произведения	1	5
47	в их	3	5
48	что иное	1	5
49	и на	4	5
50	иное как	1	5
51	и как	2	5
52	в целом	2	5
53	в этой	6	5
54	и его	3	5
55	о том	9	5
56	сводится к	1	5
57	в тексте	1	5
58	между тем	2	5
59	такого рода	1	5
60	как бы	2	5
61	отношению к	3	5
62	что в	12	5
63	не что	1	4
64	столь же	2	4
65	все же	10	4
66	тому же	1	4
67	не всегда	8	4
68	большей или	2	4
69	и более	1	4
70	по себе	3	4
71	имеем дело	1	4
72	в области	2	4
73	могут быть	4	4
74	так и	9	4
75	не с	3	4
76	с ним	2	4
77	как правило	4	4
78	в другом	3	4
79	на вопрос	2	4
80	с другой	6	4
81	в конечном	2	4
82	того что	4	4
83	дело с	2	4
84	уже не	3	4
85	для того	1	4
86	именно в	3	4
87	вместе с	6	4
88	из которых	3	4
89	собственно говоря	1	4
90	не более	2	4
91	ни было	2	4
92	или меньшей	2	4
93	и т	25	3
94	одним из	2	3
95	и есть	1	3
96	в полной	1	3
97	бы то	2	3
98	в рамках	2	3
99	что как	1	3
100	однако не	2	3
101	вступает в	2	3
102	и к	1	3
103	в нашем	1	3
104	как он	2	3
105	в нем	2	3
106	он не	2	3
107	вследствие этого	2	3
108	в силу	5	3
109	подобно тому	1	3
110	таким образом	8	3
111	то ни	2	3
112	бы быть	3	3
113	того или	1	3
114	даже в	4	3
115	ведет к	2	3
116	в котором	3	3
117	своего рода	1	3
118	всякий раз	1	3
119	однако в	2	3
120	дело не	5	3
121	того чтобы	1	3
122	т п	1	3
123	о нем	2	3
124	как будто	4	3
125	не могут	2	3
126	оно может	2	3
127	могла бы	1	3
128	если бы	8	3
129	означает что	4	3
130	а также	1	3
131	еще не	7	3
132	это означает	1	3
133	с одной	4	3
134	обратиться к	1	3
135	ни с	1	3
136	от себя	1	3
137	никто не	2	3
138	что и	6	3
139	одной стороны	4	3
140	а именно	4	3
141	а с	2	3
142	что не	2	3
143	тому как	1	3
144	быть не	1	3
145	что мы	7	3
146	она может	1	3
147	которая в	1	3
148	и все	1	3
149	хотя бы	4	3
150	будто бы	3	3
151	что он	10	3
152	или иного	1	3
153	отношения к	2	2
154	не остается	1	2
155	на самом	1	2
156	он может	1	2
157	в первом	1	2
158	едва ли	1	2
159	также и	3	2
160	а как	1	2
161	на себя	1	2
162	и то	1	2
163	между собой	4	2
164	на основе	5	2
165	то он	2	2
166	не все	4	2
167	не просто	3	2
168	что именно	1	2
169	без другого	2	2
170	могли бы	3	2
171	как уже	2	2
172	в противоположность	1	2
173	то в	1	2
174	в которой	1	2
175	все эти	4	2
176	бы не	1	2
177	из этих	1	2
178	рассказ о	1	2
179	от которого	1	2
180	какой бы	1	2
181	и по	3	2
182	на этом	3	2
183	или иных	1	2
184	и с	4	2
185	из них	3	2
186	вовсе не	2	2
187	так как	6	2
188	несмотря на	1	2
189	для чего	1	2
190	перед собой	1	2
191	для него	2	2
192	при изучении	1	2
193	не должен	5	2
194	вопрос о	5	2
195	только для	2	2
196	которые в	2	2
197	для этого	3	2
198	тогда когда	2	2
199	никогда не	14	2
200	потому что	4	2
201	ничто не	1	2
202	же самое	3	2
203	как мы	3	2
204	здесь не	4	2
205	мысль о	2	2
206	в пределах	4	2
207	представляют собой	6	2
208	не решает	1	2
209	безотносительно к	2	2
210	еще в	2	2
211	не говоря	1	2
212	на примере	1	2
213	должно быть	2	2
214	и та	1	2
215	с целью	1	2
216	ним и	1	2
217	может иметь	1	2
218	один из	4	2
219	ли он	3	2
220	который в	1	2
221	в мировом	1	2
222	оказывается в	1	2
223	или не	1	2
224	в начале	3	2
225	при помощи	2	2
226	его и	2	2
227	сами по	1	2
228	выступает в	1	2
229	каждый из	1	2
230	этом отношении	1	2
231	со стороны	2	2
232	было бы	7	2
233	соответствии с	1	2
234	только через	3	2
235	что из	1	2
236	и потому	2	2
237	из возможных	1	2
238	что же	3	2
239	первом случае	1	2
240	и тогда	3	2
241	см ниже	1	2
242	тех или	1	2
243	нет ничего	1	2
244	другой стороны	5	2
245	была бы	2	2
246	героя в	5	2
247	в какой	3	2
248	в роли	1	2
249	речь идет	1	1
250	обращена к	1	1
251	неотделима от	1	1
252	например в	5	1
253	тех же	1	1
254	смысл этого	1	1
255	нем но	1	1
256	между ним	1	1
257	должна быть	5	1
258	и больше	1	1
259	в зависимости	2	1
260	в году	1	1
261	по его	2	1
262	форма его	1	1
263	мы уже	1	1
264	она в	1	1
265	для достижения	1	1
266	мы не	10	1
267	смысла или	1	1
268	имеется и	1	1
269	он как	1	1
270	есть нечто	1	1
271	равно как	1	1
272	не вполне	2	1
273	результатов то	1	1
274	что герой	9	1
275	зависимости от	2	1
276	здесь как	1	1
277	в ней	7	1
278	меньшей степени	1	1
279	изучаемое явление	1	1
280	по этому	2	1
281	он был	1	1
282	во всех	2	1
283	как если	1	1
284	в ее	2	1
285	и всего	1	1
286	чем это	4	1
287	мы будем	5	1
288	но как	1	1
289	а только	2	1
290	к которой	1	1
291	в сторону	1	1
292	только тогда	1	1
293	герой не	1	1
294	или иное	1	1
295	связи и	2	1
296	и нас	1	1
297	же деле	1	1
298	первый взгляд	2	1
299	независимо от	1	1
300	как в	2	1
301	за этим	1	1
302	что ее	1	1
303	как нам	1	1
304	помнить что	1	1
305	в противном	1	1
306	это отнюдь	1	1
307	в полном	1	1
308	по пути	1	1
309	к числу	1	1
310	более или	5	1
311	дело уже	1	1
312	значение этих	1	1
313	со своей	1	1
314	та же	1	1
315	меньшей мере	2	1
316	с какой	1	1
317	вопрос почему	2	1
318	что это	8	1
319	а во-вторых	1	1
320	бы с	1	1
321	он в	2	1
322	и тот	2	1
323	но его	1	1
324	литература будто	1	1
325	перед исследователем	1	1
326	противном случае	1	1
327	эта формула	1	1
328	к некоторому	1	1
329	здесь имеются	1	1
330	всех этих	2	1
331	не значит	1	1
332	или иному	1	1
333	в виде	2	1
334	не как	3	1
335	его от	1	1
336	волшебная сказка	4	1
337	герой художественного	1	1
338	и наоборот	1	1
339	в основу	1	1
340	но все	4	1
