N	3gram	Berdyaev_M_1	Istorich
1	в ином мире	1	6
2	в том что	1	5
3	до сих пор	2	4
4	не только в	2	4
5	о том что	1	4
6	мы имеем в	1	4
7	вместе с тем	5	3
8	то время как	2	3
9	в то время	2	3
10	не может быть	17	3
11	потому что он	1	2
12	в ней нет	1	2
13	но и в	4	2
14	во всяком случае	1	2
15	по отношению к	2	2
16	можно было бы	1	2
17	что и в	1	2
18	и только он	1	1
19	на том что	1	1
20	если он не	1	1
21	что иное как	1	1
22	от нее к	1	1
23	в которых он	1	1
24	бежит от нее	1	1
25	и попал в	1	1
26	тем что в	1	1
27	и не может	2	1
28	в зависимости от	1	1
29	в свою противоположность	2	1
30	для него человек	1	1
31	с тем что	3	1
32	к тому чтобы	2	1
33	но это не	1	1
34	а иногда и	1	1
35	он был и	1	1
36	и это более	1	1
37	вообще не существует	1	1
38	это прежде всего	1	1
39	так как они	1	1
40	каждый раз когда	1	1
41	это не значит	2	1
42	как бы в	1	1
43	между этими двумя	1	1
44	и в том	1	1
45	есть вместе с	1	1
46	в том смысле	2	1
47	от того что	1	1
48	том смысле что	1	1
49	и вместе с	4	1
50	это значит что	3	1
51	потому что мы	1	1
52	в иной мир	2	1
53	не значит что	1	1
54	не что иное	1	1
55	для того чтобы	2	1
56	в них не	1	1
57	не потому ли	1	1
