N	2gram	Propp_Isto_4	Dialekti
1	не есть	2	47
2	и не	9	30
3	т е	18	30
4	может быть	14	20
5	не только	15	19
6	и в	26	19
7	по себе	2	18
8	и т	27	17
9	в мифе	2	16
10	а не	6	16
11	в себе	2	15
12	т д	24	15
13	что она	3	14
14	потому что	6	14
15	то что	16	14
16	в том	3	14
17	так как	9	14
18	и даже	4	14
19	как бы	3	14
20	вовсе не	4	13
21	то же	8	12
22	точки зрения	1	12
23	не просто	4	12
24	но и	12	12
25	и все	2	12
26	и как	5	10
27	что это	2	10
28	в нем	2	10
29	ни в	2	10
30	как и	7	10
31	том что	3	10
32	сказать что	2	10
33	так и	10	10
34	это не	5	10
35	никогда не	2	9
36	не может	6	9
37	мы уже	5	8
38	в этом	7	8
39	в своей	4	8
40	не в	5	8
41	есть нечто	1	8
42	она не	3	8
43	прежде всего	1	8
44	и то	6	7
45	есть не	1	7
46	время как	1	7
47	так что	2	7
48	и к	1	7
49	как это	3	7
50	только тогда	3	7
51	как будто	1	7
52	но это	3	7
53	что в	14	7
54	в религии	3	6
55	но не	5	6
56	что они	6	6
57	тогда когда	1	6
58	в то	1	6
59	что он	10	6
60	конечно не	2	6
61	не потому	1	6
62	что не	1	6
63	того что	2	6
64	и может	1	6
65	есть и	2	6
66	жизни и	1	6
67	и это	1	5
68	должна быть	2	5
69	есть ли	1	5
70	и стало	1	5
71	в силу	5	5
72	в одну	2	5
73	жизнь и	1	5
74	и его	10	5
75	и с	5	5
76	в виду	1	5
77	о том	4	5
78	и что	5	5
79	можно сказать	1	5
80	а она	1	5
81	но как	1	5
82	что и	9	5
83	с другой	4	5
84	не обязательно	1	5
85	а именно	3	5
86	и пр	11	5
87	и следовательно	1	5
88	как раз	1	5
89	только что	3	5
90	только в	3	5
91	и есть	2	4
92	еще не	6	4
93	тут же	2	4
94	или иное	1	4
95	в одной	3	4
96	независимо от	1	4
97	в своем	2	4
98	все же	9	4
99	та же	1	4
100	как он	6	4
101	и если	3	4
102	при этом	3	4
103	он не	7	4
104	же это	2	4
105	и вот	2	4
106	содержит в	2	4
107	и по	5	4
108	одно и	1	4
109	таким образом	10	4
110	а потом	1	4
111	как таковой	1	4
112	в одном	5	4
113	но он	4	4
114	все это	2	4
115	с ним	1	4
116	по своей	2	4
117	связи с	3	4
118	не могут	2	4
119	есть только	3	4
120	ясно что	1	4
121	в другом	5	4
122	к нему	6	4
123	и только	5	4
124	как нечто	3	4
125	уже в	2	4
126	одно из	1	4
127	то время	1	4
128	от того	2	4
129	нельзя сказать	1	4
130	в связи	2	4
131	могут быть	6	4
132	быть и	1	4
133	хотя бы	2	4
134	а в	8	4
135	другой стороны	4	4
136	же как	13	3
137	это и	5	3
138	как мы	5	3
139	что если	1	3
140	и тут	1	3
141	вопрос о	4	3
142	что иное	3	3
143	иное как	3	3
144	в чем	1	3
145	а только	1	3
146	себе и	1	3
147	в этой	2	3
148	она сама	1	3
149	с этим	2	3
150	это за	1	3
151	всех этих	1	3
152	есть та	1	3
153	об этом	7	3
154	его в	9	3
155	и мы	1	3
156	было бы	2	3
157	уже знаем	1	3
158	мифа но	1	3
159	мы имеем	7	3
160	и уже	1	3
161	и тогда	1	3
162	но я	1	3
163	в этих	7	3
164	или вообще	1	3
165	или точнее	1	3
166	и более	3	3
167	что этот	4	3
168	даже в	4	3
169	не менее	2	3
170	ничего не	5	3
171	должны быть	1	3
172	по воздуху	1	3
173	вещи и	1	3
174	это только	1	3
175	все его	1	3
176	уже не	5	3
177	он есть	1	3
178	будто бы	1	3
179	у меня	1	3
180	из них	2	3
181	есть выражение	1	3
182	как же	1	3
183	и их	2	3
184	не было	1	3
185	о чем	3	3
186	в данном	3	3
187	когда мы	1	3
188	в это	1	3
189	его с	2	3
190	или нет	1	3
191	е в	3	3
192	понимать как	1	3
193	только как	1	3
194	не что	3	3
195	они не	1	3
196	связана с	2	2
197	живое существо	2	2
198	есть форма	1	2
199	он может	2	2
200	он всегда	3	2
201	что эти	1	2
202	например в	3	2
203	так чтобы	1	2
204	то это	5	2
205	как не	1	2
206	зависимости от	1	2
207	в ней	1	2
208	по линии	1	2
209	в широком	1	2
210	во всех	1	2
211	что я	2	2
212	если в	1	2
213	очевидно что	1	2
214	которые не	1	2
215	и я	1	2
216	в истории	2	2
217	как в	7	2
218	перед нами	3	2
219	что по	1	2
220	но в	5	2
221	еще на	1	2
222	все эти	3	2
223	на его	3	2
224	в узком	1	2
225	не как	1	2
226	широком смысле	1	2
227	их из	1	2
228	на этом	2	2
229	но все	5	2
230	об этой	1	2
231	на все	1	2
232	с целью	2	2
233	часто это	2	2
234	что имеется	1	2
235	она и	1	2
236	с тем	2	2
237	во время	7	2
238	и при	3	2
239	в зависимости	1	2
240	тем не	2	2
241	действительно есть	1	2
242	их в	7	2
243	не должно	1	2
244	тому что	1	2
245	нет никакого	1	2
246	что есть	2	2
247	дело не	2	2
248	того как	4	2
249	на него	3	2
250	не по	2	2
251	в царство	2	2
252	это мы	2	2
253	не всякий	1	2
254	или иная	1	2
255	действительно в	1	2
256	это уже	2	2
257	и делает	1	2
258	что на	2	2
259	в области	2	2
260	однако это	1	2
261	во все	2	2
262	к тому	1	2
263	также имеет	1	2
264	с ее	1	2
265	данном случае	3	2
266	что у	3	2
267	том как	2	2
268	имеется в	2	2
269	но мы	3	2
270	или на	2	2
271	есть так	1	2
272	или иначе	1	2
273	когда оно	1	2
274	и она	1	2
275	мы должны	5	2
276	что здесь	7	2
277	мы видим	6	2
278	с ними	5	2
279	или другим	1	2
280	себя в	2	2
281	есть в	2	2
282	если мы	1	2
283	и они	2	2
284	или в	3	2
285	религии но	1	2
286	тем что	5	2
287	в очень	1	2
288	момент в	1	2
289	до сих	5	2
290	но нельзя	1	2
291	именно в	1	2
292	в некоторых	5	2
293	не на	3	2
294	зависит от	1	2
295	человеческой жизни	1	2
296	что мы	3	2
297	в частности	2	2
298	на который	1	2
299	вместе с	6	2
300	так же	18	2
301	или по	1	2
302	что же	1	2
303	быть только	1	2
304	в тех	4	2
305	сих пор	5	2
306	же самое	2	2
307	есть что-то	1	2
308	в результате	1	2
309	в другое	1	2
310	не будучи	1	2
311	или не	1	2
312	же в	3	2
313	это все	1	2
314	в виде	2	2
315	а я	1	2
316	в своих	1	2
317	так но	1	1
318	без этих	1	1
319	на предмет	1	1
320	говоря о	1	1
321	он также	2	1
322	е как	1	1
323	дело вовсе	1	1
324	людей на	1	1
325	тех же	2	1
326	их между	1	1
327	очень много	1	1
328	магическая сила	2	1
329	между двумя	12	1
330	из трех	3	1
331	выражается в	1	1
332	все те	1	1
333	века в	1	1
334	по его	2	1
335	их и	1	1
336	его своей	1	1
337	им самим	1	1
338	бы уже	1	1
339	сравнению с	3	1
340	по голове	1	1
341	уже более	1	1
342	развитой форме	1	1
343	ответить на	1	1
344	не была	1	1
345	только это	2	1
346	но она	1	1
347	ему в	2	1
348	в некотором	2	1
349	мы и	1	1
350	и ни	1	1
351	не все	1	1
352	и он	3	1
353	это существо	1	1
354	не от	1	1
355	он был	1	1
356	что вовсе	1	1
357	на них	1	1
358	он сам	1	1
359	стороны не	1	1
360	в различных	1	1
361	сказать и	1	1
362	они имеют	2	1
363	мы будем	1	1
364	к которой	1	1
365	а он	1	1
366	в наиболее	1	1
367	не хотел	1	1
368	переходит на	1	1
369	его на	4	1
370	общего с	1	1
371	что именно	1	1
372	показать что	1	1
373	однако не	1	1
374	когда он	6	1
375	это просто	1	1
376	духа и	1	1
377	к чему	1	1
378	в целом	2	1
379	образом и	1	1
380	за это	2	1
381	не какое-нибудь	1	1
382	он в	4	1
383	жизни так	1	1
384	всей своей	1	1
385	из этих	3	1
386	на некоторых	2	1
387	другом случае	2	1
388	в жертву	1	1
389	но на	1	1
390	не могла	1	1
391	мы получим	1	1
392	на свой	1	1
393	вообще не	1	1
394	три года	4	1
395	задний план	2	1
396	связанные с	3	1
397	времена и	1	1
398	целый год	1	1
399	одному из	1	1
400	и эти	1	1
401	его тела	1	1
402	есть человек	1	1
403	не к	2	1
404	дает нам	4	1
405	мир как	1	1
406	на земле	3	1
407	из него	1	1
408	чтобы их	1	1
409	он убивает	1	1
410	главным образом	2	1
411	по смыслу	1	1
412	знает что	1	1
413	может стать	1	1
414	известно что	2	1
415	форму и	1	1
416	и тем	2	1
417	он все	1	1
418	д с	1	1
419	но уже	1	1
420	в них	1	1
421	ни одной	2	1
422	показывает что	10	1
423	нас к	7	1
424	попадает в	3	1
425	со своими	1	1
426	не всегда	6	1
427	есть явление	1	1
428	однажды в	1	1
429	душа и	1	1
430	потому и	1	1
431	и становится	1	1
432	предметы не	1	1
433	бы на	1	1
434	но если	1	1
435	именно и	1	1
436	почти не	1	1
437	в котором	1	1
438	просто в	1	1
439	знаем что	7	1
440	бы мы	2	1
441	от его	1	1
442	тут он	1	1
443	но эта	4	1
444	не будем	1	1
445	друг другу	1	1
446	силу и	1	1
447	на небо	7	1
448	в меня	1	1
449	вообще на	1	1
450	и очень	1	1
451	идет на	2	1
452	что эта	3	1
453	и другое	1	1
454	это дает	1	1
455	в египетской	1	1
456	во лбу	1	1
457	ее с	1	1
458	в основе	1	1
459	виду не	1	1
460	подобно тому	1	1
461	действует не	1	1
462	одна из	2	1
463	много что	1	1
464	у этого	1	1
465	к небу	1	1
466	два различных	1	1
467	это слово	1	1
468	но даже	1	1
469	ему не	1	1
470	лошади с	1	1
471	правой руке	1	1
472	на границе	1	1
473	не считает	1	1
474	в сказках	1	1
475	только еще	1	1
476	мере того	1	1
477	не случайное	1	1
478	поставить вопрос	2	1
479	ли вы	1	1
480	к жизни	1	1
481	можно и	1	1
482	здесь не	4	1
483	чтобы быть	1	1
484	приводит к	1	1
485	в дальнейшем	6	1
486	но раньше	1	1
487	и святых	1	1
488	слова а	1	1
489	поэтому мы	1	1
490	в образе	3	1
491	в глаза	1	1
492	чтобы дать	1	1
493	только тот	1	1
494	на нее	1	1
495	за то	1	1
496	те же	3	1
497	себе черты	1	1
498	и которые	1	1
499	одного из	1	1
500	здесь нет	1	1
501	мог бы	1	1
502	к его	1	1
503	и на	2	1
504	по сравнению	3	1
505	греческая религия	1	1
506	короче говоря	1	1
507	по мере	1	1
508	смысле и	1	1
509	отходит на	1	1
510	на ту	1	1
511	и здесь	5	1
512	вот почему	1	1
513	это явствует	1	1
514	ушей и	1	1
515	таков например	2	1
516	внимание на	1	1
517	на что	1	1
518	его тело	1	1
519	как этот	1	1
520	можно заметить	1	1
521	нас в	1	1
522	и во	2	1
523	ней а	1	1
524	нет у	1	1
525	как нет	1	1
526	однако что	1	1
527	а у	2	1
528	путь к	1	1
529	нем не	1	1
530	от них	2	1
531	вполне ясным	1	1
532	ему все	1	1
533	тотчас же	1	1
534	и подобных	1	1
535	глаза на	1	1
536	путь и	1	1
537	оказывается чрезвычайно	1	1
538	это несомненно	1	1
539	с человеческим	1	1
540	но с	1	1
541	тот же	1	1
542	речи о	1	1
543	меня и	2	1
544	причем эта	1	1
545	не имеет	3	1
546	во всем	3	1
547	к их	1	1
548	и действительно	3	1
549	даже если	1	1
550	у тебя	2	1
551	представление об	3	1
552	но то	1	1
553	их не	2	1
554	это же	2	1
555	в эти	1	1
556	человека с	3	1
557	всем мире	1	1
558	это показывает	1	1
559	из которых	5	1
560	только на	1	1
561	то и	1	1
562	не знал	1	1
563	при помощи	10	1
564	его и	2	1
565	мы знаем	8	1
566	теснейшим образом	1	1
567	тогда он	2	1
568	пока не	1	1
569	представить себе	1	1
570	весь комплекс	1	1
571	у нее	2	1
572	к ним	2	1
573	при всей	1	1
574	друг друга	1	1
575	мы можем	6	1
576	у него	5	1
577	почему не	1	1
578	отношении что	1	1
579	мороз и	2	1
580	и вместе	1	1
581	так описывает	1	1
582	в других	2	1
583	даже и	2	1
584	здесь только	1	1
585	в особенности	2	1
586	новая форма	2	1
587	дают в	2	1
588	как у	1	1
589	здесь в	1	1
590	на то	3	1
591	или просто	2	1
592	к которому	1	1
593	несколько примеров	2	1
594	и перья	1	1
595	мы еще	1	1
596	и др	5	1
597	том отношении	1	1
598	говорит о	2	1
599	связано с	1	1
600	только по	1	1
601	превращается в	7	1
602	ничем не	1	1
603	на высоком	1	1
604	религии это	1	1
605	с которым	1	1
606	его как	2	1
607	человек в	1	1
608	могут служить	1	1
609	там где	3	1
610	действует в	1	1
611	берутся в	1	1
612	входить в	3	1
613	вступает в	1	1
614	иногда играет	2	1
615	д в	1	1
616	то можно	1	1
617	у первого	1	1
618	над ним	1	1
619	это делается	1	1
620	что за	1	1
621	на тот	1	1
622	тому как	1	1
623	е он	1	1
624	происходит в	2	1
625	религии мы	1	1
626	по существу	3	1
627	действительно не	1	1
628	д мы	2	1
629	или другого	1	1
630	с этой	2	1
631	ты не	1	1
632	может привести	1	1
633	видно что	1	1
634	но для	2	1
635	это ясно	1	1
636	на одной	1	1
637	по дороге	1	1
638	близка к	1	1
639	не занимает	1	1
640	того есть	1	1
641	на задний	2	1
642	ногами и	1	1
643	в его	5	1
644	сколько бы	1	1
645	есть одно	1	1
646	и вечные	1	1
647	что кто-то	1	1
648	а к	1	1
649	как эта	2	1
650	которые будут	1	1
651	тем более	1	1
652	мы не	1	1
653	уже давно	1	1
654	всегда только	1	1
655	из всей	1	1
656	не знает	1	1
657	египетской религии	1	1
658	лечения и	1	1
659	но этот	2	1
660	и никому	1	1
661	уже видели	1	1
662	этом мы	1	1
663	в отдельности	2	1
664	который не	1	1
665	на своем	1	1
666	некоторых случаях	4	1
667	в голову	1	1
668	но эти	1	1
669	видим в	1	1
670	это в	1	1
671	небо и	1	1
672	им и	1	1
673	как на	1	1
674	точно так	5	1
675	все что	4	1
