N	3gram	Bakhtin_Pr_1	slovoVRo
1	и т п	3	33
2	не может быть	4	15
3	и его слово	1	14
4	с чужим словом	1	10
5	в этом случае	1	6
6	к своему предмету	1	5
7	в большинстве случаев	2	5
8	по отношению к	8	4
9	в зависимости от	5	4
10	то же время	9	4
11	но все же	2	4
12	в то же	9	4
13	в отношении к	1	4
14	в том что	6	4
15	с точки зрения	13	3
16	сама по себе	1	3
17	в этом отношении	3	3
18	т п все	2	3
19	в нем в	1	3
20	но в то	5	3
21	можно прямо сказать	1	3
22	так и в	1	3
23	истории европейского романа	1	2
24	зрения на мир	4	2
25	прямо сказать что	1	2
26	и в сущности	2	2
27	а вовсе не	1	2
28	в свою очередь	1	2
29	и наконец в	1	2
30	более или менее	1	2
31	до сих пор	2	2
32	хотя бы и	2	2
33	зависимости от характера	1	2
34	европейского романа в	1	2
35	но и само	1	2
36	своего и чужого	1	2
37	может быть и	1	2
38	как мы сказали	1	2
39	не только в	2	2
40	с авторским словом	2	2
41	и вне его	1	2
42	не могут быть	1	2
43	в его романах	1	2
44	во всяком случае	3	2
45	и в романе	2	2
46	п все это	1	2
47	разновидности романного жанра	1	2
48	как мы уже	1	2
49	между материалом и	1	2
50	для того чтобы	1	2
51	и т д	1	2
52	он знает что	1	1
53	такого героя и	1	1
54	даже там где	2	1
55	а следовательно и	1	1
56	точка зрения на	2	1
57	хотя и не	1	1
58	оно до конца	1	1
59	не значит конечно	2	1
60	значит конечно что	2	1
61	все зависит от	1	1
62	могут до конца	1	1
63	как один из	1	1
64	отношению к себе	1	1
65	в своем собственном	1	1
66	и даже не	1	1
67	же время и	1	1
68	и в пределах	1	1
69	роман не только	1	1
70	том что он	4	1
71	и до конца	2	1
72	он не только	1	1
73	здесь конечно не	2	1
74	и в то	2	1
75	до известной степени	1	1
76	сами по себе	3	1
77	свой материал и	1	1
78	сознания но и	1	1
79	лишь одним из	2	1
80	лишь одна из	1	1
81	между тем как	4	1
82	дело здесь конечно	1	1
83	предметом изображения в	1	1
84	своим предметом и	1	1
85	и не может	2	1
86	перед нами не	1	1
87	у толстого в	1	1
88	у ивана карамазова	1	1
89	в лучшем случае	2	1
90	она может быть	1	1
91	в процессе этого	1	1
92	может быть только	1	1
93	по себе а	1	1
94	и могут быть	1	1
95	конечно не в	1	1
96	может быть глубоко	1	1
97	особая точка зрения	1	1
98	самого говорящего как	1	1
99	уже не было	1	1
100	для него самого	2	1
101	сознание и его	1	1
102	а не только	1	1
103	к сожалению не	1	1
104	в истории европейского	1	1
105	по себе еще	2	1
106	не сливается с	2	1
107	со всею ясностью	1	1
108	в один из	1	1
109	в той же	2	1
110	точками зрения и	1	1
111	и не могут	1	1
112	и самое слово	1	1
113	всяком случае не	1	1
114	не только как	1	1
115	образ а не	1	1
116	с ним и	2	1
117	во всех сферах	1	1
118	его несмотря на	1	1
119	это не значит	3	1
120	мы уже говорили	1	1
121	одним из участников	1	1
122	то перед нами	2	1
123	в целом ряде	2	1
124	с другой стороны	3	1
125	как чужое слово	1	1
126	в себе все	1	1
127	слово самого героя	1	1
128	большинстве случаев в	1	1
129	тем или иным	1	1
130	все то что	3	1
131	печорин у лермонтова	1	1
132	именно в том	1	1
133	наконец в плане	1	1
134	лежат в одной	1	1
135	по ту сторону	2	1
136	о том что	1	1
137	его влиянием в	1	1
138	того или иного	1	1
139	а в том	1	1
140	ним и с	1	1
141	друг к другу	1	1
142	таким образом в	1	1
143	в маленьком масштабе	1	1
144	большей или меньшей	1	1
145	выйти за пределы	1	1
146	не только действительность	1	1
147	мира с его	1	1
148	ивана карамазова и	3	1
149	к нему и	2	1
150	одного и единого	1	1
151	с самого начала	1	1
152	не только не	1	1
153	нужно сказать что	1	1
154	в пределах самого	1	1
155	там где она	1	1
156	как мы ее	1	1
157	уже не только	1	1
158	в его целом	6	1
159	еще резче и	1	1
160	в романах достоевского	5	1
161	и еще не	1	1
162	тех или иных	1	1
163	и в нем	1	1
164	героя и его	3	1
165	не могут до	1	1
166	не довлеет себе	1	1
167	но именно в	1	1
168	она не может	1	1
169	как мы видели	1	1
170	чтобы добиться от	1	1
