N	4gram	Bakhtin_Pr_2	Tvorches
1	в то же время	3	12
2	но в то же	3	4
3	дело в том что	1	3
4	в преступлении и наказании	2	3
5	романа преступление и наказание	1	2
6	мы имеем в виду	2	1
7	в художественном мире достоевского	2	1
8	который является одним из	1	1
9	найти в человеке человека	1	1
10	в этом романе и	1	1
11	реализме найти в человеке	1	1
12	таким образом уже в	2	1
13	что в романах достоевского	1	1
14	мы уже говорили что	1	1
15	как и сам автор	1	1
16	одного и того же	1	1
17	в романном мире достоевского	1	1
18	нет добродетели если нет	1	1
19	говорить о том что	1	1
20	полном реализме найти в	1	1
21	на протяжении всего романа	2	1
22	при полном реализме найти	1	1
23	добродетели если нет бессмертия	1	1
