N	3gram	Vinokur_Ku_3	Analitik
1	о том что	3	6
2	в том что	8	6
3	в данном случае	4	5
4	по отношению к	2	4
5	с одной стороны	4	4
6	и в этом	4	4
7	в этом случае	4	4
8	к тому же	2	4
9	на себя внимание	2	3
10	не удивительно что	1	3
11	по крайней мере	1	3
12	обращает на себя	1	3
13	того или иного	3	3
14	той или иной	5	3
15	тем не менее	9	3
16	в этом смысле	1	2
17	с точки зрения	16	2
18	в таком случае	2	2
19	в то же	1	2
20	можно было бы	10	2
21	не только в	3	2
22	в отличие от	2	2
23	по природе своей	1	2
24	с другой стороны	3	2
25	т е к	2	2
26	то же время	1	2
27	и в самом	4	2
28	в конечном счете	1	2
29	не только не	1	2
30	тех или иных	1	2
31	одних и тех	1	1
32	в тех случаях	1	1
33	а не с	1	1
34	одним и тем	2	1
35	более или менее	2	1
36	имеется в виду	1	1
37	никоим образом не	1	1
38	как раз и	2	1
39	а тем более	1	1
40	в стилистическом отношении	1	1
41	хотя бы и	1	1
42	самом деле не	2	1
43	но и в	1	1
44	и если бы	1	1
45	что она не	1	1
46	не последнюю роль	1	1
47	на этот вопрос	1	1
48	что же до	2	1
49	в противном случае	1	1
50	значении этого слова	1	1
51	с этой точки	1	1
52	и тех же	1	1
53	в равной мере	1	1
54	и тем же	2	1
55	еще ничего не	1	1
56	тому или иному	1	1
57	и тот же	2	1
58	себе ничего не	1	1
59	в известном смысле	2	1
60	слова легко можно	1	1
61	по себе ничего	1	1
62	в свою очередь	1	1
63	в связи с	4	1
64	не случайно и	1	1
65	прежде всего в	1	1
66	не так уж	1	1
67	в первую очередь	3	1
68	в целом ряде	1	1
69	в первой же	1	1
70	лишь в самом	1	1
71	в свое время	2	1
72	этой точки зрения	1	1
73	а в том	1	1
74	только то что	2	1
75	не может быть	3	1
76	же самое что	1	1
77	том смысле что	1	1
78	заключается в том	1	1
79	в самом деле	11	1
80	имеет в своем	1	1
81	могут и должны	1	1
82	конечном счете к	1	1
83	тех случаях когда	1	1
84	в рамках одного	1	1
85	в том-то и	1	1
86	в том смысле	1	1
87	к тому что	1	1
88	сама по себе	2	1
89	дело не в	2	1
90	в чем дело	1	1
91	то же самое	1	1
92	вообще и тем	1	1
93	не только для	1	1
