N	2gram	Vinokur_Ku_2	Dialekti
1	не есть	1	54
2	т е	22	48
3	и не	16	27
4	а не	10	26
5	точки зрения	14	25
6	и т	39	24
7	и в	23	24
8	значит что	1	24
9	есть нечто	1	23
10	не только	20	23
11	т д	14	23
12	что такое	3	21
13	по себе	10	20
14	не может	9	19
15	не просто	2	18
16	ничего не	4	17
17	и есть	2	16
18	и что	8	15
19	что все	5	14
20	с точки	8	14
21	то что	9	14
22	таким образом	5	13
23	что он	5	13
24	вовсе не	9	13
25	может быть	15	13
26	и даже	2	13
27	что это	7	12
28	того что	3	12
29	не менее	7	11
30	не имеет	4	11
31	что же	5	11
32	в сущности	9	10
33	отнюдь не	4	10
34	тем не	6	10
35	она есть	1	10
36	есть не	1	9
37	что она	3	9
38	ни в	4	9
39	но и	7	9
40	в этом	18	8
41	и как	1	8
42	отличается от	3	8
43	так что	1	8
44	в виде	1	8
45	прежде всего	8	8
46	что мы	6	8
47	том что	11	8
48	если же	1	8
49	это и	3	7
50	в самом	12	7
51	как и	2	7
52	никогда не	2	7
53	как раз	3	7
54	потому что	25	7
55	что оно	3	7
56	ясно что	5	7
57	в виду	3	7
58	но что	2	7
59	даже и	2	7
60	в особенности	4	7
61	я уже	1	7
62	что в	10	7
63	самом деле	9	6
64	должна быть	5	6
65	д и	1	6
66	что иное	1	6
67	я не	5	6
68	иное как	1	6
69	то же	6	6
70	об этом	5	6
71	и с	7	6
72	вещей и	1	6
73	есть именно	1	6
74	превращается в	2	6
75	оно не	2	6
76	утверждать что	2	6
77	если бы	12	6
78	что и	3	6
79	и только	1	6
80	о том	1	6
81	так как	15	6
82	и пр	8	6
83	не на	2	6
84	и все	2	6
85	все это	5	6
86	кроме того	1	6
87	не что	1	6
88	сам по	1	5
89	вопрос о	9	5
90	хотя и	4	5
91	и к	1	5
92	от чего	1	5
93	сущности и	1	5
94	же вы	1	5
95	само по	5	5
96	он не	3	5
97	по крайней	6	5
98	так и	4	5
99	было бы	15	5
100	в них	4	5
101	мы не	1	5
102	в том	19	5
103	можно ли	4	5
104	в то	4	5
105	тогда когда	1	5
106	и его	3	5
107	только в	5	5
108	уже не	8	5
109	одно из	1	5
110	крайней мере	6	5
111	что не	6	5
112	что для	2	5
113	есть явление	2	5
114	как это	5	5
115	с этой	2	5
116	но это	3	5
117	или не	1	5
118	только как	2	5
119	как на	1	5
120	и то	5	4
121	в возможности	3	4
122	время как	1	4
123	говорить о	4	4
124	мы и	1	4
125	в чем	1	4
126	нет и	1	4
127	сама по	1	4
128	что нет	1	4
129	конечно не	2	4
130	это не	6	4
131	от себя	1	4
132	тому что	1	4
133	что есть	1	4
134	но только	4	4
135	от того	4	4
136	не могут	5	4
137	а что	1	4
138	и это	3	4
139	то время	1	4
140	к тому	4	4
141	с другой	8	4
142	е не	1	4
143	для него	1	4
144	если оно	1	4
145	что дух	3	4
146	или иной	1	4
147	у нас	12	4
148	так же	4	4
149	сознания и	2	4
150	хотя бы	9	4
151	только что	1	4
152	е в	1	4
153	сказать что	4	4
154	была бы	4	3
155	мы уже	1	3
156	той же	2	3
157	но даже	2	3
158	зависимости от	5	3
159	и на	6	3
160	как таковая	1	3
161	и я	1	3
162	мере в	1	3
163	что именно	1	3
164	с этим	3	3
165	в своем	2	3
166	только тогда	1	3
167	все же	7	3
168	перед нами	4	3
169	все эти	12	3
170	тем более	1	3
171	на то	4	3
172	в нем	4	3
173	не значит	1	3
174	он должен	1	3
175	в силу	7	3
176	не будет	1	3
177	не значат	1	3
178	того или	2	3
179	он и	2	3
180	должно быть	4	3
181	и без	1	3
182	не в	8	3
183	того кто	1	3
184	из которых	3	3
185	тем самым	2	3
186	она не	2	3
187	одна из	1	3
188	же время	3	3
189	во всем	1	3
190	должны быть	2	3
