N	3gram	Medvedev_U_1	Problema
1	в конце концов	2	7
2	и то что	2	7
3	в этом случае	1	7
4	по крайней мере	2	6
5	так или иначе	1	6
6	в этом смысле	2	5
7	в данном случае	1	5
8	с одной стороны	1	5
9	с другой стороны	3	5
10	то же самое	2	5
11	более или менее	1	4
12	до сих пор	2	4
13	на то что	1	4
14	в то же	3	4
15	в том что	2	4
16	в значительной мере	1	3
17	на первый план	1	3
18	хотя бы и	2	3
19	не о чем	1	3
20	и в частности	2	3
21	или по крайней	1	3
22	не может быть	4	3
23	в этой области	3	3
24	можно сказать что	1	3
25	в самом деле	2	2
26	бы то ни	3	2
27	в данное время	1	2
28	не только в	1	2
29	само по себе	1	2
30	имеем в виду	1	2
31	и независимо от	1	2
32	и прежде всего	1	2
33	не для всех	1	1
34	это было бы	1	1
35	он может быть	1	1
36	но даже и	2	1
37	была у нас	1	1
38	не может обойтись	1	1
39	и не только	1	1
40	концов не может	1	1
41	то что при	1	1
42	в этом отношении	2	1
43	литературы и искусства	1	1
44	но это не	1	1
45	элементы из которых	1	1
46	ничего не значит	1	1
47	говорить не о	1	1
48	и в то	1	1
49	все элементы из	1	1
50	имеются не только	1	1
51	они относятся к	1	1
52	тем что он	1	1
53	то ни было	3	1
54	на первый взгляд	1	1
55	содержания и формы	1	1
56	конце концов не	1	1
57	она все же	1	1
58	этом случае он	1	1
59	в точном смысле	1	1
60	и только как	1	1
61	нам думается что	1	1
62	но это же	1	1
63	свое место и	1	1
64	мы имеем в	1	1
65	только в этом	1	1
66	из которых она	1	1
67	по нашему мнению	3	1
68	что мы можем	1	1
69	в буквальном смысле	1	1
70	и формы в	1	1
71	и с другой	1	1
72	в отдельности и	1	1
