N	3gram	Tiupa_Anal_2	Dialekti
1	по крайней мере	3	9
2	с точки зрения	2	8
3	сама по себе	1	7
4	в том что	6	6
5	одно и то	1	4
6	и то же	1	4
7	в связи с	1	4
8	только то что	1	4
9	то же время	2	4
10	о том что	6	4
11	с другой стороны	2	4
12	в том смысле	1	4
13	что иное как	1	3
14	том смысле что	1	3
15	в самом деле	1	3
16	в таком случае	2	3
17	сами по себе	1	3
18	в то же	2	3
19	так как будто	1	3
20	не что иное	1	3
21	содержит в себе	3	3
22	не может быть	1	3
23	можно сказать что	1	3
24	не в состоянии	1	2
25	крайней мере в	1	2
26	более или менее	1	2
27	имеется в виду	1	2
28	как это было	1	2
29	в силу своей	1	2
30	и даже в	1	2
31	в данном случае	5	2
32	не только в	2	2
33	как мы это	1	2
34	тем не менее	3	2
35	так или иначе	1	2
36	есть не что	1	2
37	нельзя сказать что	1	2
38	то же самое	1	2
39	и то что	2	1
40	одних и тех	1	1
41	в обоих случаях	2	1
42	что она не	1	1
43	и даже не	1	1
44	подобно тому как	3	1
45	в этом смысле	2	1
46	то что с	1	1
47	таит в себе	1	1
48	и что же?	1	1
49	в правой руке	1	1
50	но и в	1	1
51	в этом отношении	3	1
52	тоже могут быть	1	1
53	и тех же	1	1
54	точно так же	1	1
55	со всех сторон	1	1
56	то и другое	1	1
57	не только его	1	1
58	с одной стороны	4	1
59	в сущности это	1	1
60	и в этом	4	1
61	приводит к тому	1	1
62	но о том	1	1
63	а не только	2	1
64	в свое время	1	1
65	но и все	1	1
66	друг с другом	1	1
67	того или иного	3	1
68	а все остальные	1	1
69	заключается в том	1	1
70	сказать и о	1	1
71	той или иной	3	1
72	речь идет о	1	1
73	не менее в	1	1
74	которые могут быть	1	1
75	не только на	1	1
76	могут быть в	1	1
77	к тому что	1	1
78	дело не в	1	1
79	к тому же	4	1
80	ли он в	1	1
81	и все его	1	1
82	обратим внимание на	1	1
