N	3gram	Potebnia_M_4	Problemy
1	с точки зрения	3	13
2	то же время	3	9
3	в то же	3	9
4	по отношению к	8	8
5	в том что	7	6
6	и в этом	4	5
7	на самом деле	3	4
8	между тем как	2	4
9	а не как	1	4
10	не может быть	5	4
11	подобно тому как	2	3
12	и т п	4	3
13	сами по себе	2	3
14	это не значит	2	3
15	все то что	1	3
16	в этом отношении	1	3
17	во всяком случае	3	3
18	само по себе	5	3
19	с другой стороны	1	3
20	то же что	1	3
21	он может быть	1	2
22	до сих пор	4	2
23	и не может	1	2
24	хотя бы и	2	2
25	в той же	1	2
26	таким образом все	1	2
27	он ни был	1	2
28	в данном случае	2	2
29	уже не могут	1	2
30	что может быть	1	2
31	но и не	1	2
32	бы он ни	1	2
33	в большинстве случаев	2	2
34	что я называю	1	1
35	и есть то	1	1
36	а следовательно и	1	1
37	хотя и не	1	1
38	то что я	7	1
39	как и у	1	1
40	мы его не	1	1
41	оно и не	1	1
42	дело в том	1	1
43	в свою очередь	1	1
44	же время и	1	1
45	в том и	2	1
46	то же самое	4	1
47	в этом случае	5	1
48	что же касается	1	1
49	может быть назван	3	1
50	то и другое	2	1
51	исследования но в	1	1
52	что все эти	1	1
53	не было бы	1	1
54	то что в	2	1
55	что в нем	1	1
56	том и другом	1	1
57	но и эта	1	1
58	точно так же	1	1
59	на этот вопрос	2	1
60	может быть только	1	1
61	по крайней мере	5	1
62	есть то что	2	1
63	точки зрения нашего	1	1
64	может быть и	1	1
65	бы это было	1	1
66	она так же	1	1
67	те же что	1	1
68	если же мы	1	1
69	отношения между ними	1	1
70	того что он	1	1
71	в нас самих	1	1
72	там где она	1	1
73	быть самим собою	1	1
74	на первый взгляд	1	1
75	отношению к нему	1	1
76	положительное в котором	1	1
77	как один из	1	1
78	и по отношению	2	1
79	не могут быть	2	1
80	слово в процессе	1	1
81	и потому не	1	1
82	не в том	2	1
83	до настоящего времени	1	1
84	может сосредоточиться на	1	1
85	но на самом	1	1
86	в мире а	1	1
87	именно в том	1	1
88	перестать быть самим	1	1
89	однако не все	1	1
90	о том что	5	1
91	а в том	2	1
92	друг к другу	1	1
93	таким образом в	1	1
94	в одном из	1	1
95	этом отношении не	1	1
96	крайней мере для	1	1
97	не была бы	1	1
98	заключается в том	1	1
99	в то время	1	1
100	заметить что и	1	1
101	с самого начала	1	1
102	не только не	3	1
103	как бы ни	1	1
104	она так сказать	1	1
105	можно сказать что	4	1
106	в настоящее время	1	1
107	что это не	1	1
108	кроме того она	1	1
109	и быть не	1	1
110	к тому что	1	1
111	конечно не в	1	1
112	до известной степени	2	1
113	это однако не	1	1
114	иначе и быть	1	1
115	быть не может	1	1
116	для того чтобы	4	1
117	в себе в	1	1
118	или лучше сказать	1	1
119	что и в	2	1
120	это не так	1	1
121	как бы он	1	1
122	только в нем	1	1
123	и т д	3	1
124	же самое слово	1	1
125	не только к	1	1
