N	2gram	Tiupa_Hudo_1	VelikijI
1	и не	2	20
2	и в	14	16
3	так как	1	9
4	то что	8	9
5	еще не	7	8
6	что они	1	7
7	на земле	1	7
8	а не	12	7
9	и потому	2	7
10	человека и	1	6
11	но и	5	5
12	по пути	1	5
13	того что	4	5
14	хотя и	2	5
15	в мире	3	5
16	все это	2	5
17	как бы	7	5
18	в образе	1	4
19	говорить о	3	4
20	в его	8	4
21	к личности	1	4
22	и я	1	4
23	в этом	11	4
24	что он	9	4
25	потому что	5	4
26	в нем	3	4
27	так и	13	4
28	что все	1	4
29	что не	2	4
30	как и	9	4
31	что мы	1	4
32	смысла жизни	1	4
33	мировой жизни	1	4
34	в ней	4	4
35	и все	4	4
36	это еще	1	4
37	все что	1	4
38	от этого	1	3
39	и что	2	3
40	за то	1	3
41	нас и	1	3
42	хотя бы	1	3
43	лишь в	3	3
44	в чем	1	3
45	с его	5	3
46	во всех	1	3
47	в том	12	3
48	тот же	1	3
49	но в	5	3
50	все эти	3	3
51	и они	1	3
52	за ним	2	3
53	они в	2	3
54	в конце	4	3
55	их в	1	3
56	в своей	10	3
57	в жизни	1	3
58	ни в	5	3
59	не было	4	3
60	должно быть	2	3
61	в этих	5	3
62	нет ничего	2	3
63	в первый	2	3
64	что я	2	3
65	никогда никогда	1	3
66	не в	7	3
67	к чему	1	3
68	тому что	4	3
69	но это	1	3
70	человечества и	1	3
71	не имеет	2	3
72	никогда не	6	3
73	личности и	2	3
74	первый раз	1	3
75	превращается в	3	3
76	и для	3	3
77	к тому	7	3
78	жизни и	5	3
79	что в	6	3
80	а между	1	2
81	и это	4	2
82	того чтобы	3	2
83	и то	1	2
84	у людей	1	2
85	но мы	1	2
86	и т	11	2
87	можно было	5	2
88	и за	1	2
89	его не	1	2
90	мы не	2	2
91	когда в	1	2
92	в последнем	1	2
93	с ним	4	2
94	вместо того	2	2
95	в личности	1	2
96	их жизнь	1	2
97	ее и	1	2
98	быть личностью	1	2
99	между тем	8	2
100	нет и	1	2
101	вслед за	1	2
102	только в	5	2
103	и последний	1	2
104	в себя	2	2
105	уже не	7	2
106	не только	12	2
107	стало возможным	1	2
108	его и	1	2
109	для него	10	2
110	в прошлом	1	2
111	и никогда	1	2
112	людей не	1	2
113	тем что	3	2
114	на том	2	2
115	это не	7	2
116	т д	3	2
117	истории и	1	2
118	а с	2	2
119	прежде всего	11	2
120	для них	1	2
121	мир от	1	2
122	все равно	2	2
123	с тем	1	2
124	один из	4	2
125	вопросе о	1	2
126	для человека	1	2
127	не могут	1	2
128	да и	2	2
129	одна из	2	2
130	что их	1	2
131	уже на	1	2
132	так много	1	2
133	том что	16	2
134	для нас	1	2
135	от него	3	2
136	в форме	2	2
137	которым можно	1	2
138	давно уже	1	2
139	а в	7	2
140	но не	3	2
141	в духе	4	2
142	могут быть	1	2
143	всего в	1	2
144	во всяком	1	2
145	речь идет	3	1
146	как мы	3	1
147	быть может	7	1
148	в виду	1	1
149	для себя	3	1
150	в ее	3	1
151	и говорит	1	1
152	предназначения в	1	1
153	и до	1	1
154	роль в	1	1
155	нем но	1	1
156	он всегда	1	1
157	не имеют	3	1
158	то же	9	1
159	их и	1	1
160	живет в	2	1
161	человеческого бытия	3	1
162	из всего	1	1
163	с внутренним	1	1
164	в результате	2	1
165	за них	1	1
166	жизни о	1	1
167	которого они	1	1
168	что уже	1	1
169	вопрос о	2	1
170	остается не	1	1
171	не была	2	1
172	находится в	1	1
173	я не	1	1
174	и ее	1	1
175	же что	1	1
176	в их	2	1
177	и на	3	1
178	отказ от	2	1
179	только способ	1	1
180	жизни с	1	1
181	человечества с	2	1
182	все в	1	1
183	что оно	1	1
184	но как	2	1
185	сознания не	1	1
186	если в	2	1
187	присутствует в	1	1
188	тогда как	7	1
189	себе и	2	1
190	бы в	1	1
191	что бы	1	1
192	и уж	1	1
193	его на	1	1
194	как в	8	1
195	своей и	1	1
196	бытия на	1	1
197	и полное	1	1
198	в своем	4	1
199	с именем	1	1
200	все же	3	1
201	но с	2	1
202	себя с	1	1
203	еще больше	1	1
204	и думать	1	1
205	в двух	1	1
206	сострадания к	2	1
207	с ними	2	1
208	и хотя	1	1
209	и так	2	1
210	это очень	1	1
211	со своей	1	1
212	в самом	4	1
213	в которой	1	1
214	в целом	2	1
215	их не	1	1
216	счастья и	2	1
217	еще такой	1	1
218	личности по	1	1
219	в этой	8	1
