N	3gram	Vinokur_Ku_2	EvropaiE
1	с точки зрения	8	16
2	в то же	3	15
3	то же время	3	14
4	с одной стороны	1	8
5	в том что	10	6
6	с этой точки	2	5
7	так же как	2	5
8	этой точки зрения	2	5
9	для того чтобы	8	5
10	бы то ни	1	4
11	не только в	4	4
12	то ни было	1	4
13	того или иного	2	4
14	само по себе	5	4
15	в этом смысле	5	3
16	хотя бы и	2	3
17	в этом отношении	3	3
18	можно было бы	9	3
19	в известном смысле	1	3
20	во всяком случае	5	3
21	и прежде всего	1	3
22	можно сказать что	2	3
23	прежде всего в	1	2
24	не говоря уже	2	2
25	только в том	2	2
26	к тому чтобы	1	2
27	с течением времени	1	2
28	и в частности	1	2
29	в данном случае	1	2
30	заключается в том	1	2
31	не более чем	1	2
32	по сравнению с	1	2
33	с другой стороны	7	2
34	вслед за тем	1	2
35	не может быть	4	2
36	по себе не	2	2
37	в свою очередь	2	2
38	войны и революции	1	2
39	на то что	2	2
40	в большинстве случаев	1	2
41	но не только	1	2
42	как мы видели	1	2
43	хотя и не	1	1
44	также и некоторые	1	1
45	тем меньше чем	2	1
46	в последнее время	1	1
47	чуть ли не	1	1
48	дело в том	1	1
49	что в самом	1	1
50	большей или меньшей	3	1
51	также и в	1	1
52	мы видели в	1	1
53	в соответствии с	2	1
54	несмотря на то	2	1
55	можно утверждать что	1	1
56	что само по	1	1
57	и не только	1	1
58	и не в	1	1
59	если так то	1	1
60	в лучшем случае	3	1
61	говоря уже о	2	1
62	том случае если	2	1
63	в отличие от	2	1
64	и далее в	1	1
65	на этот вопрос	2	1
66	качестве одного из	1	1
67	в противном случае	1	1
68	то или иное	2	1
69	может быть и	1	1
70	в пределах которых	1	1
71	только между прочим	1	1
72	войной и революцией	1	1
73	в самом процессе	1	1
74	какова должна быть	1	1
75	смысле этого слова	1	1
76	в значительной степени	1	1
77	а также и	1	1
78	на минуту забывать	1	1
79	не могут быть	1	1
80	в том случае	2	1
81	ни на минуту	1	1
82	то время как	1	1
83	в большей или	3	1
84	или меньшей степени	3	1
85	в качестве одного	1	1
86	в связи с	3	1
87	такой же смысл	1	1
88	в каком смысле	1	1
89	вместо того чтобы	1	1
90	но также и	2	1
91	в то время	1	1
92	связи с этим	1	1
93	именно с этой	1	1
94	но и для	1	1
95	речь идет о	1	1
96	не более как	1	1
97	который по природе	1	1
98	вопрос о характере	1	1
99	в европе и	1	1
100	к тому что	1	1
101	в том смысле	1	1
102	тех или иных	1	1
103	т е не	1	1
104	это имело место	1	1
105	к тому же	1	1
106	только тогда когда	1	1
107	при прочих равных	1	1
108	и т д	14	1
