N	2gram	Tiupa_Hudo_1	slovoVRo
1	и в	14	41
2	в нем	3	30
3	и т	11	28
4	т п	8	23
5	в романе	1	21
6	могут быть	1	19
7	во всех	1	17
8	не только	12	16
9	и не	2	16
10	точки зрения	5	16
11	но и	5	16
12	а не	12	15
13	то же	9	14
14	и на	3	14
15	в то	8	14
16	и его	5	14
17	в пределах	3	14
18	может быть	5	14
19	и др	1	14
20	не может	7	14
21	в сущности	1	13
22	в его	8	13
23	в этом	11	12
24	до конца	2	12
25	же время	8	12
26	как бы	7	12
27	так и	13	11
28	в узком	1	10
29	узком смысле	1	10
30	себя в	4	9
31	все эти	3	9
32	как в	8	8
33	но в	5	8
34	на его	2	8
35	с точки	3	8
36	как мы	3	8
37	в особенности	1	8
38	может не	1	8
39	слова в	2	8
40	прежде всего	11	8
41	отношение к	1	7
42	все же	3	7
43	в слове	1	7
44	в своей	10	7
45	не в	7	7
46	вовсе не	1	7
47	с ним	4	7
48	на фоне	2	7
49	во всяком	1	7
50	при этом	12	6
51	в плане	1	6
52	это не	7	6
53	к своему	2	6
54	установка на	1	6
55	в отношении	1	6
56	слова как	2	6
57	только в	5	6
58	и даже	3	6
59	по своим	1	6
60	к чужому	1	6
61	а в	7	6
62	в каждый	1	5
63	и к	4	5
64	в самом	4	5
65	он в	1	5
66	так сказать	2	5
67	т д	3	5
68	далеко не	1	5
69	всяком случае	1	5
70	все это	2	5
71	в основе	1	5
72	со своим	2	5
73	не на	1	5
74	подхода к	1	5
75	как его	3	5
76	с другой	1	5
77	романа и	1	5
78	по преимуществу	3	4
79	в ней	4	4
80	еще не	7	4
81	с его	5	4
82	перед нами	5	4
83	в которой	1	4
84	но именно	1	4
85	всех этих	1	4
86	не как	1	4
87	у толстого	1	4
88	и с	4	4
89	лишь в	3	4
90	входит в	1	4
91	как и	9	4
92	автора и	2	4
93	в их	2	4
94	к предмету	1	4
95	и для	3	4
96	с ее	2	4
97	ничего не	8	4
98	о нем	3	4
99	все его	1	4
100	один из	4	4
101	с одной	1	4
102	рядом с	1	4
103	одной стороны	1	4
104	и все	4	4
105	там где	1	4
106	и потому	2	4
107	и от	4	4
108	в смысле	1	4
109	известной степени	1	4
110	также и	1	3
111	в первом	1	3
112	его же	1	3
113	данном случае	1	3
114	в своем	4	3
115	не требует	1	3
116	более или	1	3
117	из этих	1	3
118	в себе	11	3
119	его но	1	3
120	вообще не	1	3
121	его в	3	3
122	было бы	6	3
123	он не	4	3
124	и прямо	1	3
125	или менее	1	3
126	и ее	1	3
127	точку зрения	1	3
128	не должно	1	3
129	на всю	1	3
130	она не	4	3
131	не могло	1	3
132	никогда не	6	3
133	не могут	1	3
134	к тому	7	3
135	в тонах	1	3
136	но здесь	1	3
137	автора к	1	3
138	формы и	1	3
139	о том	12	3
140	переходит в	1	3
141	нем и	1	3
142	в него	2	3
143	того что	4	3
144	в том	12	3
145	поэтому и	2	3
146	в качестве	9	3
147	из них	4	3
148	его и	1	3
149	для него	10	3
150	так как	1	3
151	друг друга	5	3
152	у него	9	3
153	именно в	7	3
154	в свою	1	3
155	романа в	3	3
156	не было	4	3
157	с этим	3	3
158	в данном	1	3
159	и там	1	3
160	с этой	2	3
161	в результате	2	3
162	хотя бы	1	3
