N	3gram	Potebnia_M_3	FransuaR
1	то же время	5	10
2	в то же	5	10
3	до сих пор	3	8
4	в том что	16	6
5	сих пор еще	1	4
6	как и в	2	4
7	не подлежит сомнению	1	3
8	таким образом и	1	3
9	более или менее	3	2
10	как мы видели	1	2
11	в нераздельное единство	1	2
12	ни с одним	1	2
13	в данном случае	1	2
14	с одной стороны	3	2
15	в то время	4	2
16	о том что	1	2
17	не только не	2	2
18	можно сказать что	2	2
19	с другой стороны	4	2
20	как мы уже	1	2
21	для того чтобы	3	2
22	не может быть	3	2
23	том что она	1	1
24	таким образом что	1	1
25	в ту пору	1	1
26	и вообще в	1	1
27	в чем же	1	1
28	потому что в	1	1
29	бы ни был	1	1
30	по отношению к	5	1
31	мы уже сказали	1	1
32	на самом деле	1	1
33	в самом деле	1	1
34	подобно тому как	2	1
35	то время когда	1	1
36	том что оно	2	1
37	одной стороны и	1	1
38	и там где	1	1
39	том что это	1	1
40	можно себе представить	1	1
41	в таких случаях	1	1
42	вместе с тем	4	1
43	но и в	4	1
44	что все эти	1	1
45	в этом отношении	2	1
46	что даже в	1	1
47	что они представляются	1	1
48	время в его	1	1
49	и то что	1	1
50	и в других	1	1
51	с такою же	1	1
52	если бы мы	1	1
53	нужно для того	1	1
54	если бы в	1	1
55	так и в	2	1
56	не в том	5	1
57	бы оно ни	1	1
58	потому что они	1	1
59	в свое время	1	1
60	не могут иметь	1	1
61	потому что эти	1	1
62	языка и в	1	1
63	только то что	1	1
64	у него в	1	1
65	таким образом в	1	1
66	мы не можем	2	1
67	темных людей и	1	1
68	он был бы	1	1
69	одним словом не	1	1
70	то есть такой	1	1
71	и в самом	2	1
72	заключается в том	1	1
73	еще один пример	1	1
74	не было ни	1	1
75	как бы ни	2	1
76	может и не	1	1
77	после того как	1	1
78	друг с другом	1	1
79	к тому же	1	1
80	то же самое	1	1
81	и в слове	2	1
