N	3gram	Voloshinov_1	Myshleni
1	в том что	1	21
2	с точки зрения	6	18
3	для того чтобы	1	10
4	с одной стороны	1	7
5	в высшей степени	1	7
6	в связи с	1	6
7	во всяком случае	3	6
8	не может быть	3	6
9	можно было бы	1	5
10	по сравнению с	3	5
11	в самом деле	2	4
12	а с другой	1	4
13	о том что	2	4
14	в конечном счете	2	4
15	в данном случае	1	3
16	вместе с ним	1	3
17	мы не можем	1	3
18	в этом отношении	1	3
19	по ту сторону	4	2
20	на самом деле	4	2
21	подобно тому как	1	2
22	в этом смысле	3	2
23	или во всяком	1	2
24	на вопрос о	1	2
25	то же самое	1	2
26	друг с другом	1	2
27	мы увидим что	1	2
28	если бы он	1	1
29	из тех же	2	1
30	центральный пункт всего	1	1
31	этой точки зрения	1	1
32	не следует что	1	1
33	дело в том	1	1
34	и социального в	1	1
35	имеем в виду	1	1
36	его мысли и	1	1
37	на первый план	1	1
38	до сих пор	3	1
39	друг на друга	2	1
40	бы то ни	1	1
41	а вместе с	1	1
42	в переводе на	2	1
43	совершенно так же	1	1
44	что в них	1	1
45	рано или поздно	1	1
46	как со стороны	1	1
47	только для того	1	1
48	полном согласии с	1	1
49	в коем случае	1	1
50	так как он	1	1
51	в применении к	1	1
52	находится во власти	1	1
53	то ни было	1	1
54	таким образом и	1	1
55	шаг за шагом	1	1
56	в этом нет	1	1
57	не могут быть	2	1
58	с ним и	1	1
59	на всю жизнь	1	1
60	но вместе с	1	1
61	в области психологии	1	1
62	так же как	2	1
63	неизбежно приходим к	1	1
64	во всей их	1	1
65	вернулись к тому	1	1
66	ни в коем	1	1
67	как часть социального	1	1
68	в некоторых отношениях	1	1
69	связи с этим	1	1
70	и теперь в	1	1
71	с самого начала	4	1
72	по его мнению	1	1
73	на этой ступени	2	1
74	той или иной	1	1
75	можно сказать что	3	1
76	мы имеем в	1	1
77	часть социального целого	1	1
78	это самое важное	1	1
79	и притом чисто	1	1
80	в полном согласии	1	1
81	решающее для всей	1	1
82	в том смысле	1	1
83	в свое время	1	1
84	он прежде всего	1	1
85	может быть сделан	1	1
86	для всех других	1	1
