N	3gram	Vygotskiy__5	Russkaja
1	друг с другом	3	14
2	с точки зрения	2	9
3	в том что	14	7
4	на самом деле	2	6
5	для того чтобы	19	6
6	до сих пор	5	5
7	более или менее	1	4
8	на то что	16	4
9	к тому чтобы	1	4
10	в том случае	1	4
11	не может быть	2	4
12	в этом случае	2	3
13	в лучшем случае	3	3
14	вместе с тем	3	3
15	можно было бы	3	3
16	и то что	3	3
17	в данном случае	2	3
18	и если в	1	3
19	в конце концов	2	3
20	той или иной	2	3
21	в том и	2	2
22	что он не	1	2
23	в значительной мере	1	2
24	в противоречие с	1	2
25	тот факт что	4	2
26	но она не	1	2
27	и в том	1	2
28	из которых каждый	1	2
29	того или иного	1	2
30	о том что	6	2
31	ни одна из	1	2
32	друг от друга	2	2
33	к тому что	6	2
34	и в другом	1	2
35	для нас важно	1	1
36	в другом месте	1	1
37	и того же	2	1
38	в том виде	1	1
39	том виде как	1	1
40	на целый ряд	1	1
41	состоит в том	2	1
42	уверены в том	1	1
43	прежде всего на	1	1
44	гармонии всех элементов	1	1
45	то есть не	1	1
46	дело в том	1	1
47	в свою очередь	1	1
48	по отношению к	1	1
49	одной из этих	1	1
50	совершенно ином виде	1	1
51	в самом деле	5	1
52	но не о	1	1
53	то же самое	3	1
54	которых мы говорили	1	1
55	убедимся что в	1	1
56	каждый данный момент	1	1
57	что с точки	1	1
58	до известной степени	1	1
59	заключающим в себе	1	1
60	по отношению ко	1	1
61	было бы показать	1	1
62	котором мы говорили	2	1
63	только то что	1	1
64	в этом отношении	3	1
65	совершенно ясно что	5	1
66	доказательством этому служит	1	1
67	заключает в себе	4	1
68	на этот вопрос	3	1
69	элементов из которых	1	1
70	несмотря на то	1	1
71	по крайней мере	1	1
72	и в частности	1	1
73	свою судьбу в	1	1
74	к себе и	1	1
75	показать что и	1	1
76	сводится к тому	2	1
77	в применении к	1	1
78	бы показать что	2	1
79	и что в	3	1
80	то что оно	2	1
81	человек о котором	1	1
82	в основе его	1	1
83	в том чтобы	2	1
84	тем что он	1	1
85	в своем целом	1	1
86	жизни но и	1	1
87	смысле этого слова	1	1
88	с этим взглядом	1	1
89	только с этой	1	1
90	еще не было	1	1
91	и в этом	1	1
92	и как бы	4	1
93	что ни одна	1	1
94	указывает на то	2	1
95	мы говорили выше	2	1
96	друг к другу	4	1
97	все до сих	1	1
98	и потому нас	1	1
99	о котором мы	3	1
100	уже указали выше	1	1
101	в полной мере	1	1
102	так же как	2	1
103	о которых мы	2	1
104	потому что они	1	1
105	в совершенно ином	1	1
106	образом оказывается что	1	1
107	и таким образом	2	1
108	а в том	1	1
109	и все же	1	1
110	заключается в том	6	1
111	при внимательном рассмотрении	1	1
112	в каждый данный	1	1
113	так как это	3	1
114	с самого начала	3	1
115	вопрос о том	2	1
116	от нас и	1	1
117	речь идет о	1	1
118	одного и того	2	1
119	совершенно очевидно что	2	1
120	но и ни	1	1
121	именно в силу	1	1
122	во многих случаях	1	1
123	и только в	1	1
