N	2gram	Propp_Isto_4	Analitik
1	в качестве	7	31
2	может быть	14	29
3	в том	3	27
4	не может	6	22
5	и не	9	21
6	в частности	2	19
7	и в	26	18
8	но и	12	17
9	а не	6	17
10	представляет собой	2	16
11	не только	15	15
12	тогда как	4	14
13	не в	5	14
14	в этом	7	13
15	как и	7	13
16	в его	5	13
17	при этом	3	12
18	том что	3	12
19	в себе	2	11
20	но не	5	10
21	то же	8	9
22	иначе говоря	1	9
23	в то	1	9
24	а в	8	9
25	есть не	1	8
26	но в	5	8
27	не есть	2	8
28	том чтобы	1	7
29	тем самым	1	7
30	к тому	1	7
31	этого слова	2	7
32	мы имеем	7	6
33	это не	5	6
34	точки зрения	1	6
35	в своей	4	6
36	в основе	1	6
37	по своей	2	6
38	только в	3	6
39	себя в	2	6
40	то что	16	6
41	прежде всего	1	6
42	что иное	3	5
43	и на	2	5
44	иное как	3	5
45	и как	5	5
46	в целом	2	5
47	в этой	2	5
48	лишь в	2	5
49	и его	10	5
50	о том	4	5
51	в тексте	2	5
52	такого рода	2	5
53	как бы	3	5
54	что в	14	5
55	не что	3	4
56	в широком	1	4
57	все же	9	4
58	не следует	1	4
59	не всегда	6	4
60	и более	3	4
61	по себе	2	4
62	в области	2	4
63	ни в	2	4
64	могут быть	6	4
65	так и	10	4
66	с ним	1	4
67	как правило	1	4
68	в другом	5	4
69	на вопрос	3	4
70	с другой	4	4
71	того что	2	4
72	уже не	5	4
73	именно в	1	4
74	вместе с	6	4
75	из которых	5	4
76	исходя из	1	4
77	как предмет	1	4
78	и т	27	3
79	одним из	1	3
80	и есть	2	3
81	между двумя	12	3
82	если в	1	3
83	в наиболее	1	3
84	что как	1	3
85	однако не	1	3
86	вступает в	1	3
87	и к	1	3
88	как он	6	3
89	в нем	2	3
90	он не	7	3
91	в силу	5	3
92	подобно тому	1	3
93	таким образом	10	3
94	даже в	4	3
95	в котором	1	3
96	своего рода	1	3
97	при рассмотрении	1	3
98	однако в	2	3
99	дело не	2	3
100	о нем	1	3
101	как будто	1	3
102	не могут	2	3
103	если бы	2	3
104	а также	3	3
105	к нему	6	3
106	еще не	6	3
107	обратиться к	1	3
108	что и	9	3
109	не случайно	2	3
110	а именно	3	3
111	а с	1	3
112	что не	1	3
113	человек в	1	3
114	тому как	1	3
115	что мы	3	3
116	она может	1	3
117	которая в	1	3
118	и все	2	3
119	хотя бы	2	3
120	будто бы	1	3
121	что он	10	3
122	том числе	1	3
123	говоря о	1	2
124	он может	2	2
125	той же	1	2
