N	3gram	Bakhtin_fo_1	PoTuStor
1	с точки зрения	2	6
2	с самого начала	2	4
3	в чем не	2	3
4	до сих пор	3	3
5	по сравнению с	2	3
6	во всяком случае	1	3
7	не может быть	3	3
8	ни в чем	2	3
9	и может быть	1	2
10	друг на друга	2	2
11	в нем нет	2	2
12	так же как	2	2
13	в самом деле	1	2
14	не могут быть	1	2
15	в его целом	2	2
16	все то что	2	2
17	о том что	1	2
18	но отнюдь не	1	2
19	и в этом	1	2
20	во всех его	1	2
21	и того же	5	1
22	теперь мы должны	1	1
23	одних и тех	2	1
24	его жизни в	1	1
25	прежде всего на	1	1
26	дело в том	2	1
27	мы имеем в	1	1
28	последующей жизни но	1	1
29	вообще не может	1	1
30	тех же элементов	1	1
31	имеем в виду	1	1
32	и на своей	1	1
33	одного и того	5	1
34	внешнего ни внутреннего	1	1
35	во всем мире	1	1
36	во всей последующей	1	1
37	же как и	2	1
38	на первый план	1	1
39	из одних и	1	1
40	как мы сказали	1	1
41	наиболее резкое и	1	1
42	в этом отношении	3	1
43	совершенно так же	1	1
44	не подлежит конечно	1	1
45	ни внешнего ни	1	1
46	со всех сторон	1	1
47	остановимся прежде всего	1	1
48	может быть только	3	1
49	с его специфической	1	1
50	вместе с тем	2	1
51	и тех же	2	1
52	так как он	1	1
53	все снова и	1	1
54	же что и	2	1
55	со всеми его	2	1
56	и со всеми	1	1
57	поэтому и не	1	1
58	в данном случае	1	1
59	с одной стороны	2	1
60	в высшей степени	1	1
61	в связи с	5	1
62	в себя и	1	1
63	то что можно	1	1
64	в этот момент	1	1
65	но вместе с	1	1
66	в этом и	1	1
67	в том что	2	1
68	жизнь с ее	1	1
69	в разных местах	1	1
70	те же что	1	1
71	из того же	1	1
72	так и в	1	1
73	связи с этим	2	1
74	и прежде всего	2	1
75	не оставляет никаких	1	1
76	или во всяком	1	1
77	и ту же	1	1
78	таким образом и	1	1
79	в философии и	1	1
80	друг с другом	1	1
81	мы уже знаем	1	1
82	снова и снова	1	1
83	для того чтобы	5	1
84	одну и ту	1	1
85	выражение той же	1	1
86	той или иной	2	1
87	мы еще не	1	1
