N	2gram	Bakhtin_sl_2	Komedia
1	и в	39	22
2	и не	22	21
3	том что	5	13
4	таким образом	8	12
5	в том	5	12
6	так как	4	11
7	ни в	4	10
8	в самом	1	9
9	до сих	2	9
10	вместе с	2	9
11	сих пор	2	9
12	в этом	16	8
13	его в	4	8
14	в своем	6	8
15	к ней	2	8
16	о том	2	8
17	в его	7	8
18	что и	3	8
19	что он	2	8
20	то же	4	7
21	при этом	7	7
22	об этом	1	7
23	в конце	1	7
24	а в	4	7
25	в свою	3	7
26	того же	1	6
27	еще не	7	6
28	в то	4	6
29	и его	33	6
30	того чтобы	2	6
31	свою очередь	2	6
32	и что	1	6
33	для того	2	6
34	может быть	37	6
35	как раз	1	6
36	к этому	1	6
37	речь идет	1	5
38	что его	1	5
39	отношение к	4	5
40	но в	6	5
41	не только	24	5
42	он не	2	5
43	в своей	1	5
44	не менее	4	5
45	же время	4	5
46	связи с	3	5
47	к себе	1	5
48	и сам	1	5
49	хотя и	2	5
50	с ним	7	5
51	к нему	3	5
52	что в	3	5
53	по отношению	4	5
54	тем что	1	5
55	прежде всего	8	5
56	как это	3	5
57	все это	16	5
58	и т	35	4
59	он знает	1	4
60	в ней	3	4
61	с другой	5	4
62	и речи	2	4
63	отнюдь не	1	4
64	все же	6	4
65	то что	2	4
66	в себе	2	4
67	что она	1	4
68	но все	5	4
69	и с	9	4
70	должен был	1	4
71	несмотря на	1	4
72	точки зрения	8	4
73	не в	9	4
74	однако в	2	4
75	в отношении	4	4
76	самого начала	1	4
77	на него	2	4
78	у него	3	4
79	и здесь	2	4
80	с самого	1	4
81	друг друга	1	4
82	так и	15	4
83	здесь нет	1	4
84	между собой	1	4
85	с помощью	4	4
86	до нас	1	4
87	т п	33	4
88	вовсе не	10	4
89	но и	21	4
90	до конца	17	4
91	а не	14	4
92	в связи	2	4
93	не является	1	4
94	и для	5	4
95	хотя бы	3	4
96	речи о	1	4
97	идет о	1	3
98	говорить о	3	3
99	к началу	1	3
100	на них	2	3
101	с его	7	3
102	с этим	2	3
103	и к	6	3
104	и этим	1	3
105	в этой	1	3
106	как он	2	3
107	на то	1	3
108	в нем	19	3
109	прежде чем	1	3
110	приводит к	1	3
111	в них	6	3
112	все равно	1	3
113	далеко не	2	3
114	как и	6	3
115	чем в	2	3
116	и еще	1	3
117	с точки	3	3
118	стихов в	1	3
119	тем не	1	3
120	к ним	1	3
121	никогда не	7	3
122	ничего не	1	3
123	обращается к	1	3
124	должно было	1	3
125	не зная	1	3
126	в двух	1	3
127	не о	1	3
128	одной из	1	3
129	нисколько не	1	3
130	с одной	5	3
131	что не	1	3
132	всяком случае	2	3
133	мы можем	1	3
134	отношению к	4	3
135	в других	1	3
136	и даже	7	3
137	даже не	1	3
138	на которые	1	3
139	один из	5	3
140	в частности	1	3
141	не может	20	3
142	конечно не	5	3
