N	2gram	Tiupa_Narr_2	Komedia
1	и в	13	22
2	том что	13	12
3	но и	15	11
4	в том	14	11
5	не только	26	10
6	в то	5	10
7	и т	2	9
8	как и	4	9
9	может быть	10	9
10	таким образом	5	8
11	о том	5	8
12	и его	3	8
13	в одном	1	8
14	и не	14	8
15	едва ли	3	7
16	в этой	4	7
17	то же	4	6
18	тому же	4	6
19	и по	3	6
20	не в	8	6
21	в отношении	1	6
22	ни в	1	6
23	в конце	4	6
24	что он	5	6
25	такого рода	12	6
26	к тому	9	6
27	а в	9	6
28	в которой	1	6
29	что в	4	6
30	как в	5	5
31	то время	1	5
32	при этом	14	5
33	войны и	4	5
34	во время	2	5
35	потому что	2	5
36	со своим	2	5
37	так и	9	5
38	еще в	1	5
39	и даже	3	5
40	между тем	3	5
41	один из	3	5
42	в его	6	5
43	прежде всего	6	5
44	т п	2	5
45	с другой	5	5
46	нового времени	2	5
47	когда же	2	5
48	все это	1	5
49	из его	1	4
50	время как	1	4
51	что они	3	4
52	но в	6	4
53	в нем	5	4
54	в другом	4	4
55	на протяжении	5	4
56	участие в	2	4
57	несмотря на	2	4
58	точки зрения	5	4
59	в котором	5	4
60	как мы	1	4
61	на него	5	4
62	же время	3	4
63	ли не	1	4
64	ясно что	1	4
65	а также	6	4
66	что и	2	4
67	действующих лиц	3	4
68	в качестве	14	4
69	тем что	1	4
70	именно в	2	4
71	и опять	2	4
72	и особенно	1	4
73	в результате	2	4
74	же в	4	4
75	по поводу	2	4
76	к этому	1	4
77	же как	2	3
78	перед лицом	1	3
79	мы не	2	3
80	и о	1	3
81	в чем	2	3
82	как правило	3	3
83	с одной	5	3
84	в этом	13	3
85	все же	6	3
86	хотя и	5	3
87	и как	1	3
88	в целом	3	3
89	на то	2	3
90	да и	3	3
91	он не	5	3
92	здесь мы	1	3
93	и с	1	3
94	место в	5	3
95	вопрос о	1	3
96	не менее	4	3
97	однако в	2	3
98	по отношению	5	3
99	ничего не	6	3
100	в сознании	2	3
101	этом отношении	3	3
102	у нас	2	3
103	и сам	3	3
104	во второй	2	3
105	по содержанию	1	3
106	в частности	11	3
107	одной из	1	3
108	только в	11	3
109	и у	4	3
110	в виде	2	3
111	в начале	2	3
112	отношение к	1	3
113	у него	6	3
114	каждый из	1	3
115	как раз	3	3
116	к которому	2	3
117	так же	2	3
118	как это	4	3
119	по своему	2	3
120	одной стороны	5	3
121	в течение	2	3
122	не удалось	1	3
123	не мог	1	3
124	и все	4	3
125	отношению к	5	3
126	того же	1	2
127	место среди	1	2
128	здесь и	1	2
129	видеть в	1	2
130	иначе в	1	2
131	принадлежит к	1	2
132	на себя	1	2
133	это время	1	2
134	столь же	2	2
135	отличие от	5	2
136	за пределы	1	2
137	в настоящем	2	2
138	относится к	1	2
139	чем же	1	2
140	наряду с	1	2
141	в рамках	6	2
142	что касается	1	2
143	со своей	2	2
144	в самом	2	2
145	в известном	3	2
146	раз в	2	2
147	в себе	8	2
148	не следует	3	2
149	в первой	1	2
150	в принципе	2	2
151	если они	1	2
152	не к	4	2
153	в силу	4	2
154	на этом	1	2
155	из персонажей	1	2
156	было бы	2	2
157	и тем	5	2
158	в новое	1	2
159	или менее	1	2
160	в следующем	1	2
161	и без	1	2
162	всяком случае	1	2
163	и самого	1	2
164	но он	2	2
165	тем не	5	2
166	одна из	3	2
167	и внутренней	2	2
