N	3gram	Bakhtin_Fr_5	Psycholo
1	в том что	6	9
2	не может быть	2	8
3	в самом деле	1	7
4	о том что	1	7
5	в то время	2	5
6	для того чтобы	6	5
7	так же как	4	4
8	как и в	1	4
9	только тогда когда	1	4
10	и той же	1	3
11	до сих пор	3	3
12	в отличие от	2	3
13	одной и той	1	3
14	так же точно	1	3
15	в конечном счете	1	3
16	все то что	1	3
17	потому что он	3	2
18	хотя и не	1	2
19	то же самое	2	2
20	мы не можем	1	2
21	с точки зрения	2	2
22	в этом отношении	5	2
23	вместе с тем	1	2
24	так как они	2	2
25	эта тенденция к	1	2
26	и таким образом	1	2
27	от того что	1	2
28	так и в	1	2
29	то есть в	2	2
30	и в самом	1	2
31	мы видим что	2	2
32	по этому поводу	1	2
33	на самом деле	4	2
34	тем не менее	1	2
35	он не только	2	2
36	что и в	1	2
37	мы видели что	1	2
38	и того же	1	1
39	и том же	1	1
40	точки зрения на	2	1
41	в основе своей	1	1
42	в чем же	2	1
43	одном и том	1	1
44	потому что в	1	1
45	всех форм и	1	1
46	дело в том	2	1
47	теми или иными	1	1
48	не только о	1	1
49	в том числе	4	1
50	те же самые	1	1
51	у нас есть	1	1
52	же как и	2	1
53	он не может	1	1
54	как своего рода	1	1
55	есть в конечном	1	1
56	точку зрения на	2	1
57	и во всех	3	1
58	ни в коем	1	1
59	таким образом как	1	1
60	почти ни одной	1	1
61	если мы обратимся	1	1
62	независимо от того	1	1
63	то что в	1	1
64	какую роль играет	1	1
65	литературы ни в	1	1
66	совершенно так же	2	1
67	что он должен	1	1
68	в значительной мере	1	1
69	к жизни и	1	1
70	в коем случае	1	1
71	в это время	1	1
72	и вот эта	1	1
73	в стихотворную форму	1	1
74	здесь нет и	1	1
75	мы его не	1	1
76	между тем как	1	1
77	тот самый который	1	1
78	как ее понимал	1	1
79	в себя и	1	1
80	по тому же	2	1
81	своем романе и	1	1
82	в поэзии и	1	1
83	в связи с	5	1
84	но вместе с	1	1
85	как бы в	2	1
86	в полной мере	1	1
87	по своему содержанию	1	1
88	служит для выражения	1	1
89	идет не только	1	1
90	и должна была	1	1
91	что в этой	1	1
92	в свою очередь	1	1
93	существенную роль в	2	1
94	что иное как	1	1
95	включает в себя	1	1
96	можно сказать что	2	1
97	одного и того	1	1
98	мы обратимся к	1	1
99	и в частности	1	1
100	связи с новыми	1	1
101	со всеми другими	1	1
102	в сущности не	2	1
103	не что иное	1	1
104	именно потому что	1	1
105	же точно и	1	1
106	к тому же	2	1
107	в нем не	3	1
108	том числе и	2	1
