N	2gram	Trubetskoy_1	Problemy
1	и в	14	35
2	как бы	4	31
3	и не	19	27
4	что он	6	24
5	в его	4	21
6	но в	2	19
7	как и	4	18
8	к себе	2	18
9	не может	22	18
10	о себе	1	17
11	в нем	5	16
12	то есть	1	16
13	то же	11	15
14	с самим	2	15
15	и все	1	15
16	в сущности	1	14
17	в этом	17	14
18	для него	6	14
19	может быть	9	14
20	но и	10	14
21	все это	6	14
22	он не	5	13
23	к нему	2	13
24	и с	7	12
25	в другом	3	12
26	прежде всего	8	12
27	и к	6	12
28	в то	10	11
29	самом деле	7	10
30	не только	9	10
31	не в	4	10
32	же время	10	10
33	то что	13	10
34	на самом	6	9
35	мы уже	2	8
36	все же	4	8
37	самого начала	1	8
38	как мы	1	8
39	с самого	1	8
40	так и	1	8
41	себя и	5	8
42	и для	6	8
43	потому что	5	8
44	еще не	3	7
45	на них	1	7
46	себе и	4	7
47	и наконец	2	7
48	самим собой	12	7
49	лишь в	3	7
50	таким образом	11	7
51	для себя	2	7
52	в виде	3	7
53	вовсе не	1	7
54	так же	2	7
55	что же	4	7
56	точки зрения	11	7
57	с ним	2	7
58	а в	5	7
59	отношении к	2	7
60	отношению к	1	7
61	и на	5	6
62	он сам	3	6
63	но не	4	6
64	по отношению	2	6
65	что они	3	6
66	в самом	3	6
67	что у	1	6
68	к тому	7	6
69	он с	1	6
70	и что	2	6
71	только в	5	6
72	но это	2	6
73	от него	2	6
74	что в	4	6
75	и то	4	5
76	в себе	9	5
77	в конце	3	5
78	даже в	1	5
79	во время	2	5
80	на него	1	5
81	себе самом	1	5
82	да и	3	5
83	и это	1	5
84	в том	17	5
85	с ними	1	5
86	так что	2	5
87	к самому	1	5
88	и даже	2	5
89	этого слова	1	5
90	он как	1	4
91	так чтобы	3	4
92	в мире	4	4
93	нет и	1	4
94	же и	1	4
95	тон и	1	4
96	что это	3	4
97	но на	1	4
98	на его	1	4
99	и вот	2	4
100	друг с	14	4
101	но все	1	4
102	его в	4	4
103	в своей	5	4
104	в такой	1	4
105	друг другу	2	4
106	по себе	2	4
107	никогда не	5	4
108	и без	1	4
109	во всем	4	4
110	как будто	2	4
111	той или	3	4
112	между тем	5	4
113	и у	1	4
114	только на	2	4
115	всяком случае	6	4
116	так как	4	4
117	не о	2	4
118	у него	2	4
119	тем что	3	4
120	или иной	5	4
121	с другой	1	4
122	и прежде	1	4
123	с другом	14	4
124	что не	1	4
125	до конца	1	4
126	а не	2	4
127	с которым	1	4
128	но как	1	4
129	по своему	1	4
130	человек и	1	4
131	бы в	1	4
132	во всяком	9	4
133	себя как	2	3
134	а между	5	3
135	это и	1	3
136	говорить о	3	3
137	бы то	4	3
138	во всех	5	3
139	в общем	1	3
140	в одной	1	3
141	с этим	2	3
142	когда он	1	3
143	все эти	2	3
144	тому же	1	3
145	то ни	4	3
146	к другу	1	3
147	было бы	5	3
148	этого не	2	3
149	с тем	6	3
150	такой же	1	3
151	другим и	1	3
152	в котором	2	3
153	к одному	1	3
154	собой и	3	3
155	но только	1	3
156	только с	2	3
157	и т.д	4	3
158	с ее	1	3
159	всего этого	1	3
160	в ее	1	3
161	там в	1	3
162	сводится к	3	3
163	и во	3	3
164	что и	3	3
165	это не	1	3
166	друг к	1	3
167	того что	3	3
168	человека с	1	3
169	уже не	2	3
170	из них	3	3
171	его и	2	3
172	даже и	2	3
173	о своей	1	3
174	а с	2	3
175	должно быть	3	3
176	в начале	2	3
177	которой он	4	3
178	и от	2	3
179	это как	1	3
180	конце концов	3	3
181	мы должны	7	3
182	ибо в	3	3
183	ни было	1	3
184	том что	9	3
185	бы его	2	3
186	зависимость от	2	2
187	показать что	1	2
188	не хочет	1	2
189	и этот	3	2
190	надо было	1	2
191	мы говорили	3	2
192	в ней	2	2
193	в которых	1	2
194	столь же	1	2
195	что его	1	2
