N	4gram	Voloshinov_2	EvropaiE
1	в то же время	8	14
2	с одной стороны и	2	6
3	бы то ни было	4	4
4	в той или иной	3	3
5	в их отношении к	1	3
6	но в то же	5	2
7	каких бы то ни	1	2
8	к тому или иному	1	1
9	дело в том что	1	1
10	одного и того же	4	1
11	нам кажется что в	1	1
12	в том числе и	1	1
13	в этом отношении в	1	1
14	последние в свою очередь	1	1
15	может быть сведена к	1	1
16	на то или иное	1	1
17	во всех этих случаях	1	1
18	и до настоящего времени	2	1
19	в последнее время в	1	1
20	той или иной степени	2	1
21	эти последние в свою	1	1
22	мы можем сказать что	1	1
23	xviii и xix век	1	1
24	в гораздо большей степени	1	1
25	несмотря на то что	1	1
26	не говоря уже о	1	1
