N	3gram	Losev_Vlad_3	Dialekti
1	с точки зрения	6	12
2	это значит что	6	9
3	ни в каком	2	8
4	сама по себе	1	8
5	в том что	10	7
6	не есть ни	1	6
7	сам по себе	2	6
8	само по себе	3	5
9	то же время	2	4
10	можно было бы	1	4
11	одно и то	1	4
12	и то же	1	4
13	с другой стороны	2	4
14	той или другой	1	4
15	ничего не говорит	4	4
16	на то что	2	4
17	в то же	3	4
18	потому что он	1	3
19	ровно ничего не	1	3
20	более или менее	5	3
21	имеет ничего общего	2	3
22	в этом смысле	3	3
23	да и то	1	3
24	не имеет никакого	1	3
25	только то что	1	3
26	что в нем	1	3
27	может быть и	1	3
28	в конце концов	5	3
29	и в этом	5	3
30	иметь в виду	2	3
31	не может быть	6	3
32	содержит в себе	4	3
33	ничего общего с	2	3
34	не имеет ничего	2	3
35	той или иной	1	3
36	свое учение о	1	2
37	то это значит	4	2
38	одной стороны и	2	2
39	до сих пор	1	2
40	не с точки	1	2
41	и то и	1	2
42	и в то	2	2
43	в этом отношении	2	2
44	точно так же	4	2
45	то и другое	1	2
46	то в чем	2	2
47	может и не	1	2
48	и то не	1	2
49	с одной стороны	3	2
50	во всяком случае	3	2
51	если иметь в	1	2
52	это и есть	1	2
53	о том что	8	2
54	и ни в	1	2
55	к тому что	2	2
56	теории можно говорить	1	1
57	в себе также	1	1
58	общего ни с	1	1
59	как мы теперь	1	1
60	не был ни	1	1
61	это совершенно неверно	1	1
62	всякий скажет что	1	1
63	сказать что в	1	1
64	то мы найдем	1	1
65	и в своей	1	1
66	как раз на	1	1
67	дело в том	5	1
68	то время как	2	1
69	ни в каких	2	1
70	должны сказать что	2	1
71	в виду что	1	1
72	это было бы	1	1
73	не просто к	1	1
74	в самом деле	1	1
75	но даже и	2	1
76	так или иначе	2	1
77	так что в	1	1
78	и если они	1	1
79	но ясно что	1	1
80	мы уже знаем	1	1
81	что же касается	5	1
82	то прежде всего	1	1
83	ничего такого что	1	1
84	как раз и	5	1
85	вот оказывается что	1	1
86	отчет в том	1	1
87	еще и сейчас	2	1
88	и больше ничего	1	1
89	у него и	1	1
90	именно то что	1	1
91	с ортодоксальной христианской	1	1
92	как то что	1	1
93	все же ее	1	1
94	и каждый раз	1	1
95	но это является	1	1
96	на самом же	2	1
97	только в том	3	1
98	представить себе что	1	1
99	в каком смысле	1	1
100	так как здесь	1	1
101	и об отношении	1	1
102	и это есть	1	1
103	несмотря на свою	1	1
104	если бы не	1	1
105	и даже в	1	1
106	по себе в	2	1
107	ни на каком	1	1
108	и не в	1	1
109	и вовсе не	1	1
110	конечно это не	1	1
111	и тем не	1	1
112	отнюдь не является	1	1
113	ни в какой	1	1
114	еще не есть	1	1
115	не есть только	1	1
116	так как иначе	1	1
117	так а не	1	1
118	никогда не был	4	1
119	далеко не всегда	1	1
120	если бы мы	1	1
121	нет ровно никакого	1	1
122	все эти бесконечные	1	1
123	есть не больше	1	1
124	к своему собственному	1	1
125	так что каждая	1	1
126	вовсе не есть	2	1
127	в то время	4	1
128	а не иначе	1	1
129	и в отношении	3	1
130	в отношении которой	1	1
131	и должно быть	1	1
132	чтобы можно было	1	1
133	в связи с	2	1
134	то что он	1	1
135	если они не	1	1
136	в первую очередь	1	1
137	в последнем случае	1	1
138	те или иные	2	1
139	в новое время	1	1
140	становится ясным что	1	1
141	самом же деле	2	1
142	если мы будем	1	1
143	сих пор не	1	1
144	что учение о	1	1
145	и с ней	1	1
146	нельзя сказать что	2	1
147	но в конце	1	1
148	не был бы	1	1
149	то к чему	1	1
150	в чем нуждается	2	1
151	а содержит в	1	1
152	а не только	2	1
153	бы это было	1	1
154	то что это	2	1
155	с самого начала	1	1
156	в новой философии	1	1
157	но никак не	1	1
158	а только чисто	1	1
159	что это есть	2	1
160	что иное как	1	1
161	ко всему этому	1	1
162	идти дальше и	1	1
163	не было ни	1	1
164	есть прежде всего	2	1
165	уже знаем что	1	1
166	не что иное	1	1
167	христианской мифологии и	1	1
168	и ни на	1	1
169	тем не менее	9	1
170	никакого отношения к	3	1
171	в сравнении с	2	1
172	имеет никакого отношения	1	1
173	для того чтобы	1	1
174	нечего и говорить	1	1
175	даже и вовсе	1	1
176	к тому же	5	1
177	то же самое	1	1
