N	2gram	Losev_Dial_3	Hudozhes
1	в мире	1	23
2	в качестве	1	19
3	то есть	1	18
4	и не	27	16
5	не только	23	15
6	и в	24	15
7	в том	5	15
8	тогда как	1	13
9	может быть	13	13
10	в частности	2	13
11	при этом	2	12
12	и его	5	12
13	а в	2	12
14	но не	2	11
15	в этом	8	11
16	в себе	2	11
17	то же	6	10
18	как бы	3	10
19	так и	5	10
20	а не	26	10
21	но и	9	10
22	точки зрения	25	9
23	в его	2	9
24	себя в	2	8
25	я и	2	7
26	но в	2	7
27	в то	5	7
28	или иной	4	7
29	с другой	4	7
30	с его	2	6
31	том что	8	6
32	не в	3	6
33	в основе	3	6
34	же время	3	6
35	по своей	1	6
36	в ее	1	6
37	не может	19	6
38	что в	7	6
39	в их	2	5
40	более или	1	5
41	в самом	7	5
42	то что	14	5
43	ни в	9	5
44	тем самым	3	5
45	могут быть	2	5
46	той или	2	5
47	с ее	1	5
48	можно сказать	1	5
49	того что	12	5
50	только в	5	5
51	уже не	5	5
52	между ними	1	5
53	другой стороны	2	5
54	или менее	1	5
55	я с	1	5
56	в нем	3	5
57	отношения к	1	4
58	и то	4	4
59	мы имеем	1	4
60	место в	1	4
61	говорить о	4	4
62	еще не	2	4
63	а только	1	4
64	как к	1	4
65	хотя и	5	4
66	сознания в	2	4
67	и как	8	4
68	он не	5	4
69	и тем	2	4
70	в слове	3	4
71	в этих	1	4
72	личности в	2	4
73	для него	4	4
74	со стороны	2	4
75	к которому	1	4
76	прежде всего	8	4
77	не знает	3	4
78	как это	5	4
79	например в	2	4
80	к тому	4	4
81	особого рода	3	4
82	сказать что	4	4
83	со своей	1	3
84	и ее	3	3
85	что можно	2	3
86	в виду	7	3
87	конечном счете	1	3
88	субъекта и	4	3
89	и к	5	3
90	или иного	2	3
91	в которой	1	3
92	он должен	3	3
93	одно и	5	3
94	его в	1	3
95	это не	4	3
96	как и	7	3
97	с точки	14	3
98	все прочие	1	3
99	но он	1	3
100	тем не	10	3
101	их в	2	3
102	в культуре	1	3
103	в отношении	1	3
104	не менее	11	3
105	как раз	7	3
106	потому что	7	3
107	объекта и	1	3
108	имеет место	1	3
109	не будет	3	3
110	так в	2	3
111	мог бы	1	3
112	если бы	6	3
113	и что	15	3
114	того или	3	3
115	в конечном	1	3
116	что он	13	3
117	к нему	3	3
118	далеко не	1	3
119	не на	6	3
120	была бы	3	3
121	по своему	1	3
122	о чем	1	3
123	в данном	2	3
124	внешнего мира	1	3
125	и для	2	3
126	таким образом	13	3
127	личности и	5	3
128	в таком	14	3
129	таком случае	10	2
130	и это	4	2
131	это и	7	2
132	идет о	1	2
133	к другому	1	2
134	по преимуществу	1	2
135	субъект и	2	2
136	и больше	4	2
137	говоря и	1	2
138	но она	3	2
139	не вполне	2	2
140	на свою	1	2
