N	3gram	Bakhtin_Pr_3	Narrotol
1	в том что	3	8
2	по отношению к	1	5
3	в отличие от	1	5
4	состоит в том	1	4
5	о том что	2	4
6	тем не менее	2	4
7	к себе самому	6	3
8	в соответствии с	2	3
9	в этом отношении	1	3
10	но при этом	1	3
11	той или иной	1	3
12	то же время	5	3
13	можно сказать что	4	3
14	в то же	5	3
15	по своей природе	1	2
16	хотя и не	1	2
17	с точки зрения	2	2
18	мы имеем дело	1	2
19	но и в	1	2
20	и не может	1	2
21	имеем дело с	1	2
22	в начале рассказа	1	2
23	и тем самым	1	2
24	не может быть	1	2
25	времени и пространства	1	2
26	все то что	2	2
27	а между тем	2	1
28	что иное как	1	1
29	в обоих случаях	1	1
30	то что я	1	1
31	или хотя бы	1	1
32	в той или	1	1
33	тем более от	1	1
34	да и не	1	1
35	более или менее	3	1
36	и т.п то	1	1
37	в этом смысле	1	1
38	нового времени и	1	1
39	то же самое	1	1
40	по сравнению с	4	1
41	и в то	2	1
42	в зависимости от	2	1
43	одна из многочисленных	1	1
44	себе самому и	1	1
45	можно было бы	1	1
46	может быть только	1	1
47	до сих пор	5	1
48	то что было	1	1
49	так или иначе	1	1
50	включают в себя	1	1
51	каждого из этих	1	1
52	и все его	1	1
53	только в двух	1	1
54	а также и	3	1
55	через смерть в	1	1
56	в связи с	1	1
57	то есть все	1	1
58	на иных основаниях	1	1
59	во всяком случае	1	1
60	я не могу	1	1
61	в мире а	1	1
62	особое место среди	1	1
63	прямо или косвенно	1	1
64	он сам себя	1	1
65	потому что я	1	1
66	есть не что	1	1
67	пространство и время	1	1
68	так и в	2	1
69	то есть в	2	1
70	смысле можно сказать	1	1
71	в большинстве случаев	4	1
72	не что иное	1	1
73	можем вернуться к	1	1
74	одно без другого	1	1
