N	2gram	Propp_Isto_5	Mirosoze
1	может быть	17	30
2	не только	13	29
3	и в	25	28
4	не может	6	28
5	но и	13	25
6	а не	2	25
7	он не	4	24
8	в этом	10	20
9	не было	1	18
10	у него	2	17
11	не в	6	16
12	потому что	7	16
13	в ней	5	15
14	в своей	2	15
15	человека и	2	14
16	и есть	1	14
17	никогда не	3	14
18	человека в	3	13
19	в нем	7	13
20	и он	6	12
21	и это	4	12
22	в самом	1	11
23	для него	1	11
24	и не	11	11
25	в своем	1	10
26	было бы	1	10
27	что в	8	10
28	прежде всего	6	10
29	что он	22	10
30	и потому	2	10
31	и все	3	10
32	с тем	8	9
33	но он	2	9
34	и его	9	9
35	в его	12	9
36	человек в	1	9
37	в глубине	1	8
38	в котором	1	8
39	но не	5	8
40	не был	1	7
41	но в	1	7
42	в себе	1	7
43	в конце	1	7
44	к нему	3	7
45	того что	2	7
46	нет ничего	1	7
47	должна быть	1	6
48	и на	8	6
49	он сам	1	6
50	в которой	4	6
51	в этой	3	6
52	только в	7	6
53	он уже	1	6
54	вместе с	22	6
55	все это	4	6
56	в том	6	6
57	если он	1	5
58	в глубину	1	5
59	это не	6	5
60	как и	7	5
61	что есть	1	5
62	то что	7	5
63	и я	1	5
64	мира и	1	5
65	есть не	1	4
66	xix века	1	4
67	отношение к	1	4
68	увидим что	1	4
69	чем его	1	4
70	не как	4	4
71	и по	2	4
72	в этих	6	4
73	точки зрения	2	4
74	в их	1	4
75	в которых	3	4
76	к ней	1	4
77	она не	2	4
78	в легенде	1	4
79	иной мир	6	4
80	мог бы	1	4
81	что и	6	4
82	значит что	2	4
83	один из	2	4
84	уже не	11	4
85	уже в	2	4
86	есть уже	1	4
87	а в	3	4
88	тем что	10	4
89	и вместе	2	4
90	нет в	1	4
91	не знал	2	4
92	и там	1	4
93	с этой	2	4
94	на пути	1	4
95	которых он	1	4
96	от него	1	4
97	не знает	1	4
98	вряд ли	1	3
99	его не	3	3
100	с этим	5	3
101	когда он	2	3
102	когда человек	2	3
103	вера в	1	3
104	и еще	1	3
105	на том	3	3
106	и вот	1	3
107	на этом	3	3
108	и с	3	3
109	его в	9	3
110	в жизни	1	3
111	том что	8	3
112	но если	1	3
113	не имеет	1	3
114	ничего не	2	3
115	в момент	1	3
116	к тому	1	3
117	в ее	4	3
118	особенно в	2	3
119	с собой	1	3
120	все его	2	3
121	нет у	1	3
122	в него	5	3
123	себя в	6	3
124	конечно не	1	3
125	одно из	1	3
126	не так	1	3
127	так как	11	3
128	что человек	1	3
129	это значит	2	3
130	он должен	1	3
131	потому не	1	3
132	для нас	5	3
133	хотя бы	1	3
134	в свете	3	3
135	в иной	7	3
136	мы увидим	5	3
137	есть и	1	3
138	одним из	2	2
