N	2gram	Trubetskoy_1	PoTuStor
1	может быть	9	17
2	и в	14	16
3	в этом	17	9
4	и проч	1	9
5	таким образом	11	9
6	и только	5	9
7	мы можем	2	9
8	прежде всего	8	9
9	и с	7	8
10	точки зрения	11	8
11	в психике	1	8
12	не может	22	8
13	совершенно не	2	8
14	не только	9	7
15	самом деле	7	6
16	конечно не	5	6
17	при этом	5	6
18	с точки	9	6
19	и это	1	6
20	для него	6	6
21	и к	6	6
22	еще не	3	5
23	все эти	2	5
24	что такое	2	5
25	только для	2	5
26	ни в	2	5
27	как бы	4	5
28	на самом	6	4
29	и на	5	4
30	отнюдь не	7	4
31	и наконец	2	4
32	но в	2	4
33	в этой	4	4
34	в нем	5	4
35	его в	4	4
36	в один	1	4
37	все это	6	4
38	самого начала	1	4
39	как мы	1	4
40	с ее	1	4
41	с самого	1	4
42	так и	1	4
43	но мы	3	4
44	можно сказать	1	4
45	в его	4	4
46	а потому	5	4
47	с ними	1	4
48	только в	5	4
49	для всех	6	4
50	и их	1	4
51	так как	4	4
52	и даже	2	4
53	но и	10	4
54	и не	19	4
55	и все	1	4
56	хотя бы	5	4
57	все что	4	4
58	отношения к	2	3
59	тех же	1	3
60	во всех	5	3
61	в общем	1	3
62	и есть	2	3
63	и как	3	3
64	и теперь	1	3
65	и вот	2	3
66	их в	2	3
67	на этой	2	3
68	том что	9	3
69	во время	2	3
70	сих пор	5	3
71	по крайней	1	3
72	в основе	1	3
73	до сих	5	3
74	к себе	2	3
75	те же	1	3
76	по сравнению	1	3
77	с другими	1	3
78	крайней мере	1	3
79	в том	17	3
80	в большинстве	3	3
81	только на	2	3
82	большинстве случаев	2	3
83	мы знаем	1	3
84	всяком случае	6	3
85	даже не	2	3
86	в области	2	3
87	вместе с	4	3
88	и потому	3	3
89	как это	1	3
90	могут быть	1	3
91	что в	4	3
92	в этих	2	3
93	а в	5	3
94	то что	13	3
95	жизни и	4	3
96	во всяком	9	3
97	ту же	1	2
98	же как	1	2
99	в самом	3	2
100	и этот	3	2
101	мы уже	2	2
102	мы не	1	2
103	и о	2	2
104	говорить о	3	2
105	того же	1	2
106	и говорить	1	2
107	на них	1	2
108	между собой	5	2
109	из этих	3	2
110	но как	1	2
111	нет и	1	2
112	с этим	2	2
113	что это	3	2
114	но ведь	1	2
115	вообще не	1	2
116	он не	5	2
117	и по	3	2
118	то же	11	2
119	по своему	1	2
120	нечего и	1	2
121	и мы	1	2
122	было бы	5	2
123	в жизни	1	2
124	как и	4	2
125	на первый	1	2
126	в своей	5	2
127	знаем что	3	2
128	войти в	1	2
129	и вся	1	2
130	не менее	1	2
131	его целом	1	2
132	никогда не	5	2
133	таким путем	1	2
134	сводится к	3	2
135	здесь же	1	2
136	что на	1	2
137	не могут	4	2
138	что оно	3	2
139	не будет	7	2
140	как не	1	2
141	только то	1	2
142	быть может	1	2
143	для этого	3	2
144	с ним	2	2
145	о том	7	2
146	для нас	2	2
147	путь к	4	2
148	что и	3	2
149	может иметь	1	2
150	один из	1	2
151	оно и	1	2
152	сделать это	2	2
153	что он	6	2
154	и действительно	1	2
155	с нею	3	2
156	не можем	2	2
157	если мы	1	2
158	в начале	2	2
159	и других	1	2
160	к ним	1	2
161	у него	2	2
162	себя и	5	2
163	что не	1	2
164	а на	1	2
165	не на	1	2
166	в одно	1	2
167	в частности	2	2
168	конечно мы	1	2
169	так же	2	2
170	в область	1	2
171	с этой	1	2
172	своей жизни	1	2
173	но это	2	2
174	и таким	1	2
175	к другим	1	2
176	и для	6	2
177	ни было	1	2
178	не есть	3	2
179	из тех	1	2
180	всех других	1	2
181	есть и	2	2
182	ее в	2	2
183	к этому	1	2
184	можно назвать	1	2
185	они не	1	2
186	с новыми	1	1
187	говоря о	2	1
188	потом и	1	1
189	же положения	1	1
190	и то	4	1
191	он может	1	1
192	это и	1	1
193	согласии с	1	1
194	моральный и	1	1
195	культура не	1	1
196	что эти	1	1
197	для достижения	1	1
198	вопрос о	5	1
199	на место	1	1
200	и дать	1	1
201	так чтобы	3	1
202	оно есть	1	1
203	но даже	2	1
204	одно прекрасное	1	1
205	в ней	2	1
206	а другие	1	1
207	он был	1	1
208	иное как	1	1
209	не был	1	1
210	столь же	1	1
211	бы то	4	1
212	что его	1	1
213	но не	4	1
214	отказ от	1	1
215	значение и	1	1
216	в свои	1	1
217	что они	3	1
218	в течение	2	1
219	с подобным	1	1
220	первый взгляд	1	1
221	все же	4	1
222	в полном	1	1
223	когда он	1	1
224	что по	1	1
225	не являются	1	1
226	достижения этой	1	1
