N	3gram	Bakhtin_sl_1	Dialekti
1	и т д	5	15
2	по крайней мере	1	9
3	с точки зрения	8	8
4	в том что	1	6
5	то или иное	1	4
6	одно и то	2	4
7	и то же	2	4
8	то же время	12	4
9	о том что	1	4
10	с другой стороны	4	4
11	не может не	5	3
12	в то же	12	3
13	может быть и	1	3
14	то время как	2	3
15	не может быть	1	3
16	в то время	2	3
17	можно сказать что	1	3
18	в той или	9	2
19	более или менее	3	2
20	как бы ни	2	2
21	до сих пор	2	2
22	в зависимости от	3	2
23	и т п	23	2
24	ни в какой	1	2
25	может быть только	2	2
26	и в частности	1	2
27	в данном случае	3	2
28	не только в	2	2
29	тем не менее	1	2
30	не могут быть	2	2
31	так или иначе	1	2
32	это не значит	1	2
33	во всяком случае	5	2
34	в широком смысле	2	2
35	не должно быть	1	2
36	с самого начала	1	2
37	но это не	1	2
38	и прежде всего	1	2
39	в нем и	1	2
40	одному из них	1	1
41	это было бы	1	1
42	равно как и	1	1
43	мы уже сказали	2	1
44	большей или меньшей	4	1
45	в том и	2	1
46	и что же?	1	1
47	и не может	2	1
48	и в то	5	1
49	его форму и	1	1
50	бы то ни	1	1
51	но и в	1	1
52	они вообще не	1	1
53	на самом же	1	1
54	в этом отношении	1	1
55	не может избежать	1	1
56	кроме того и	1	1
57	со всех сторон	1	1
58	и следовательно в	2	1
59	со всеми его	1	1
60	в виду не	1	1
61	и с точки	1	1
62	на своем месте	1	1
63	с одной стороны	4	1
64	все его формы	1	1
65	и в этом	2	1
66	в поэзии и	1	1
67	том и в	2	1
68	время как поэзия	1	1
69	и в том	2	1
70	с ним в	1	1
71	как оно и	3	1
72	в свое время	1	1
73	в каждом моменте	3	1
74	друг с другом	2	1
75	того или иного	2	1
76	же и в	1	1
77	себя в своей	1	1
78	тем и другим	1	1
79	в разной степени	1	1
80	той или иной	9	1
81	становления и в	1	1
82	не только на	2	1
83	в другом случае	2	1
84	широком смысле но	1	1
85	как мы уже	2	1
86	к тому что	2	1
87	это не только	1	1
88	самом же деле	1	1
89	во всех своих	1	1
90	ли он в	1	1
91	на задний план	1	1
92	и все его	1	1
93	и в другом	2	1
