N	2gram	Trubetskoy_1	Problemy
1	и в	14	43
2	и не	19	29
3	может быть	9	23
4	как бы	4	22
5	не может	22	18
6	как и	4	14
7	но и	10	14
8	и т	3	13
9	в этом	17	13
10	точки зрения	11	13
11	что он	6	13
12	в нем	5	12
13	не только	9	11
14	не в	4	11
15	по себе	2	11
16	и на	5	10
17	но в	2	10
18	как мы	1	10
19	в его	4	10
20	прежде всего	8	10
21	в сущности	1	9
22	еще не	3	9
23	он не	5	9
24	никогда не	5	9
25	в большинстве	3	9
26	то же	11	8
27	лишь в	3	8
28	для него	6	8
29	с точки	9	8
30	с самим	2	8
31	большинстве случаев	2	8
32	или в	3	8
33	перед нами	1	7
34	в самом	3	7
35	к себе	2	7
36	в то	10	7
37	в другом	3	7
38	до сих	5	7
39	а не	2	7
40	о себе	1	7
41	что же	4	7
42	сих пор	5	7
43	то что	13	7
44	и наконец	2	6
45	при этом	5	6
46	к одному	1	6
47	в этих	2	6
48	приводит к	4	6
49	в том	17	6
50	в котором	2	6
51	у него	2	6
52	и все	1	6
53	самом деле	7	5
54	но не	4	5
55	по отношению	2	5
56	в себе	9	5
57	тон и	1	5
58	все эти	2	5
59	но ведь	1	5
60	на то	5	5
61	да и	3	5
62	таким образом	11	5
63	и с	7	5
64	было бы	5	5
65	о том	7	5
66	никак не	1	5
67	и что	2	5
68	же время	10	5
69	к нему	2	5
70	так что	2	5
71	вовсе не	1	5
72	все это	6	5
73	бы в	1	5
74	а в	5	5
75	отношению к	1	5
76	мы не	1	4
77	так чтобы	3	4
78	во всех	5	4
79	себе и	4	4
80	сама по	2	4
81	в своем	6	4
82	если же	2	4
83	человека в	1	4
84	должно быть	3	4
85	во время	2	4
86	в своей	5	4
87	их в	2	4
88	том же	2	4
89	в самой	1	4
90	с другом	14	4
91	к тому	7	4
92	и это	1	4
93	из одного	1	4
94	этот вопрос	2	4
95	только в	5	4
96	же и	1	4
97	так как	4	4
98	с другой	1	4
99	на этот	1	4
100	до конца	1	4
101	не на	1	4
102	то есть	1	4
103	не могут	4	4
104	друг с	14	4
105	но это	2	4
106	в результате	2	4
107	совершенно не	2	4
108	что в	4	4
109	себя как	2	3
110	также и	1	3
111	связи между	1	3
112	не хочет	1	3
113	должна быть	2	3
114	мы уже	2	3
115	не была	1	3
116	он был	1	3
117	он сам	3	3
118	что так	1	3
119	в одной	1	3
120	стороны и	1	3
121	когда он	1	3
122	и к	6	3
123	более или	4	3
124	только на	2	3
125	тому же	1	3
126	никому не	1	3
127	самим собой	12	3
128	это не	1	3
129	в жизни	1	3
130	а за	1	3
131	такой же	1	3
132	или менее	4	3
133	и их	1	3
134	в их	4	3
135	даже в	1	3
136	в одно	1	3
137	она не	2	3
138	на него	1	3
139	себе самом	1	3
140	того и	1	3
141	во всем	4	3
142	могут быть	1	3
143	той или	3	3
144	не менее	1	3
145	но при	1	3
146	он с	1	3
147	в себя	1	3
148	можно было	4	3
149	так и	1	3
150	не за	1	3
151	если бы	6	3
152	и даже	2	3
153	с ним	2	3
154	там в	1	3
155	в различных	1	3
156	между тем	5	3
157	что и	3	3
158	и только	5	3
159	образом как	1	3
160	его в	4	3
161	себя в	4	3
162	уже не	2	3
163	в виде	3	3
164	тем что	3	3
165	к самому	1	3
166	или иной	5	3
167	о своей	1	3
168	по своим	1	3
169	себя и	5	3
170	ни на	1	3
171	по существу	5	3
172	но для	2	3
173	все же	4	3
174	и для	6	3
175	того же	1	3
