N	2gram	Vinokur_Ku_3	formyVre
1	и в	23	46
2	в этом	16	22
3	с рядом	1	16
4	и т	54	14
5	прежде всего	9	14
6	вовсе не	5	13
7	и его	1	12
8	не только	17	11
9	только в	6	11
10	т п	41	11
11	как бы	5	10
12	во время	1	10
13	точки зрения	23	10
14	в том	22	10
15	но в	2	10
16	не в	5	9
17	но и	3	9
18	вместе с	2	9
19	и не	10	9
20	и для	1	9
21	то же	6	8
22	как и	5	8
23	с точки	16	8
24	для того	12	8
25	того чтобы	11	8
26	потому что	12	8
27	связи с	6	8
28	в его	11	8
29	в связи	5	8
30	и на	1	7
31	в главе	1	7
32	так сказать	2	7
33	всех этих	1	7
34	так и	6	7
35	может быть	14	7
36	в одном	2	7
37	то что	4	7
38	как мы	5	6
39	еще не	9	6
40	все же	5	6
41	при этом	6	6
42	и с	3	6
43	его в	2	6
44	в основе	1	6
45	никогда не	1	6
46	те же	7	6
47	так как	9	6
48	в особенности	2	6
49	все это	2	6
50	но не	3	5
51	с этим	1	5
52	в своем	4	5
53	все эти	7	5
54	связанные с	1	5
55	он не	3	5
56	этих форм	2	5
57	должно быть	7	5
58	в то	3	5
59	в дальнейшем	2	5
60	и др	1	5
61	в частности	2	5
62	в пределах	2	5
63	по существу	3	5
64	в смысле	1	5
65	что в	13	5
66	отношения к	1	4
67	также и	5	4
68	значение и	1	4
69	что они	2	4
70	как в	4	4
71	уже в	3	4
72	из этих	5	4
73	в себе	1	4
74	и было	1	4
75	том что	11	4
76	в котором	2	4
77	же время	1	4
78	о том	6	4
79	конечно не	2	4
80	за ними	1	4
81	и их	1	4
82	а не	11	4
83	отнюдь не	3	4
84	в ряду	3	4
85	с этой	3	4
86	еще более	2	4
87	же в	1	4
88	есть и	1	4
89	почти все	1	3
90	в виду	8	3
91	того же	4	3
92	слова и	7	3
93	мы будем	1	3
94	точка зрения	4	3
95	отношение к	3	3
96	нет и	1	3
97	хотя и	5	3
98	целый ряд	4	3
99	как уже	1	3
100	и как	2	3
101	уже не	8	3
102	имеем в	1	3
103	т д	8	3
104	таким образом	9	3
105	здесь мы	1	3
106	в их	6	3
107	в которых	3	3
108	вернемся к	2	3
109	как можно	1	3
110	следовательно и	1	3
111	кроме того	2	3
112	же самое	1	3
113	вопросы эти	1	3
114	к тому	3	3
115	на основе	1	3
116	мы наблюдаем	1	3
117	в другом	1	3
118	а также	4	3
119	затем в	1	3
120	что и	6	3
121	того что	11	3
122	тот же	6	3
123	что он	6	3
124	дана в	1	3
125	во времени	1	3
126	все они	2	3
127	в качестве	2	3
128	на протяжении	2	3
129	для него	1	3
130	тем что	5	3
