N	3gram	Voloshinov_1	Russkaja
1	то же время	1	10
2	в то же	1	10
3	с точки зрения	2	9
4	в том что	4	7
5	на самом деле	2	6
6	во всяком случае	1	6
7	а между тем	1	5
8	до сих пор	3	5
9	более или менее	1	4
10	бы то ни	3	4
11	не может быть	7	4
12	в лучшем случае	1	3
13	можно было бы	1	3
14	и не может	3	3
15	в данном случае	2	3
16	к вопросу о	1	3
17	в настоящее время	2	2
18	в том и	1	2
19	в этом направлении	1	2
20	о том что	1	2
21	сама по себе	1	2
22	она не может	1	2
23	даже тогда когда	1	1
24	или хотя бы	1	1
25	зависит от того	2	1
26	дело в том	4	1
27	в свою очередь	1	1
28	по отношению к	11	1
29	в самом деле	1	1
30	то же самое	2	1
31	в том же	1	1
32	обе точки зрения	1	1
33	до известной степени	2	1
34	было бы показать	1	1
35	конечно не может	2	1
36	с ним в	1	1
37	только то что	1	1
38	в этом отношении	1	1
39	что не только	1	1
40	но для этого	1	1
41	совершенно ясно что	1	1
42	приходится признать что	1	1
43	в противном случае	1	1
44	здесь же мы	1	1
45	по крайней мере	1	1
46	отнюдь не является	1	1
47	не есть только	1	1
48	и в частности	1	1
49	в корне противоречит	2	1
50	и в своем	1	1
51	в значительной степени	1	1
52	бы показать что	1	1
53	то что оно	1	1
54	но в то	1	1
55	то ни было	3	1
56	и в этом	1	1
57	внутренней и внешней	1	1
58	друг к другу	1	1
59	сих пор мы	1	1
60	так же как	1	1
61	без того чтобы	1	1
62	и таким образом	1	1
63	то что для	1	1
64	не может согласиться	1	1
65	тех или иных	1	1
66	с самого начала	1	1
67	но это же	1	1
68	он еще не	1	1
69	но все же	1	1
70	тем не менее	3	1
71	и прежде всего	1	1
72	к тому же	1	1
