N	3gram	Bakhtin_Fr_5	Dialekti
1	с точки зрения	2	14
2	тем не менее	1	10
3	что иное как	1	6
4	не может быть	2	6
5	не что иное	1	6
6	в самом деле	1	5
7	о том что	1	5
8	в то время	2	4
9	как раз и	1	3
10	ни в коем	1	3
11	в коем случае	1	3
12	в том что	6	3
13	есть не что	1	3
14	как и в	1	3
15	и прежде всего	3	3
16	ровно ничего не	1	3
17	только тогда когда	1	3
18	хотя и не	1	2
19	не только о	1	2
20	он не может	1	2
21	как и все	1	2
22	так же как	4	2
23	и есть подлинное	1	2
24	и от его	1	2
25	мы не можем	1	2
26	движения и жизни	1	2
27	той или иной	1	2
28	не было ни	1	2
29	к тому же	2	2
30	одна из самых	1	2
31	том что в	1	1
32	что в основе	1	1
33	потому что в	1	1
34	и той же	1	1
35	мы уже сказали	1	1
36	на самом деле	4	1
37	провести между ними	1	1
38	то же самое	2	1
39	у нас есть	1	1
40	же как и	2	1
41	ни на какую	1	1
42	до сих пор	3	1
43	и в то	1	1
44	трудно провести между	1	1
45	в основе их	1	1
46	не имеет никакого	1	1
47	и та же	1	1
48	он и не	1	1
49	в этом отношении	5	1
50	и во всех	3	1
51	это вовсе не	1	1
52	убежден в том	1	1
53	и даже в	1	1
54	что он должен	1	1
55	и в частности	1	1
56	и что в	1	1
57	но в особенности	1	1
58	в данном случае	2	1
59	у нее нет	2	1
60	по своему существу	1	1
61	и в основе	1	1
62	что и с	1	1
63	одна и та	1	1
64	это конечно не	1	1
65	и таким образом	1	1
66	то же время	9	1
67	от того что	1	1
68	как это и	1	1
69	жизни и смерти	2	1
70	связи с этим	3	1
71	станут говорить что	1	1
72	в конечном счете	1	1
73	в то же	9	1
74	в связи с	5	1
75	из этих двух	1	1
76	вы не знаете	1	1
77	одной и той	1	1
78	это не просто	1	1
79	имеет никакого отношения	1	1
80	что и в	1	1
